#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 312057 2 0 0
9.00 0 1 0 0 0 0 0 0 0 8.875 9.125 488555 18 1 0
9.25 0.666667 0.333333 0.666667 0 0 0 0 0 0 9.125 9.375 1.36056e+06 348 4 0
9.50 0.861111 0.0555556 0.370674 1 0 1 0 0 0 9.375 9.625 2.67657e+06 2592 22 0
9.75 0.802419 0.06089 0.202982 1 0 1 0 0 0 9.625 9.875 2.80656e+06 5698 40 0
10.00 0.823944 0.0888768 0.17991 0.8 0.1 0.8 0 0 0 9.875 10.125 1.86064e+06 7257 59 0
10.25 0.82375 0.0892935 0.151424 0.777778 0.222222 0.777778 0 0 0 10.125 10.375 995971 7319 59 0
10.50 0.822857 0.073917 0.1578 1 0 0.259259 0 0 0 10.375 10.625 478177 5099 47 0
10.75 0.838816 0.051325 0.168116 1 0 0.461538 0 0 0 10.625 10.875 219143 3458 29 0
11.00 0.839323 0.0669265 0.153581 0.666667 0.133333 0.666667 0 0 0 10.875 11.125 94849 2208 16 0
11.25 0.794393 0.0674496 0.119068 1 0 0.333333 0 0 0 11.125 11.375 38266 1338 11 0
11.50 0.748252 0.126748 0.130968 1 0 1 0 0 0 11.375 11.625 14180 679 11 0
11.75 0.769231 0.0372208 0.182274 1 0 0 0 0 0 11.625 11.875 4616 178 7 0
12.00 0.666667 0.333333 0 1 0 1 0 0 0 11.875 12.125 1355 19 4 0
12.25 0 0 0 0 1 0 0 0 0 12.125 12.375 314 0 1 0
12.50 0 0 0 0 0.5 0 0 0 0 12.375 12.625 68 0 3 0
12.75 0 0 0 0 0 0 0 0 0 12.625 12.875 10 0 0 0
13.00 0 0 0 0 0 0 0 0 0 12.875 13.125 1 0 0 0
13.25 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
