#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.982438 0.0100576 0.061171 0.989951 0.00288016 0.0643686 0.988631 0.0053637 0.0557579 7.2 7.4 718856 26112 24696 18570
7.5 0.984603 0.00768751 0.0710275 0.989821 0.0039742 0.0560696 0.989894 0.00418895 0.0566435 7.4 7.6 599294 23936 22559 16782
7.7 0.979477 0.00949001 0.0675941 0.99053 0.00315285 0.063881 0.989735 0.00416374 0.0561604 7.6 7.8 491512 21653 19687 14656
7.9 0.976793 0.010345 0.0614737 0.987603 0.00217521 0.0626033 0.986984 0.00475878 0.0504757 7.8 8 396389 18849 17390 12656
8.1 0.97292 0.00945324 0.0572629 0.983451 0.00486821 0.0624126 0.987574 0.00317991 0.0593603 8 8.2 324596 17573 15391 10943
8.3 0.980178 0.00168043 0.058303 0.98398 0.00224727 0.0604189 0.980888 0.00694937 0.0613896 8.2 8.4 265511 16459 13952 9592
8.5 0.977113 0.00181007 0.0613841 0.986475 -0.00209063 0.0578053 0.982222 0.00231391 0.0633172 8.4 8.6 214092 14590 12101 8353
8.7 0.972473 0.00322443 0.0588777 0.98423 -0.000923216 0.060554 0.984438 -0.00155497 0.0621083 8.6 8.8 169431 12672 10396 6967
8.9 0.963426 0.00683838 0.046668 0.974818 0.00313574 0.0588166 0.976107 0.0037477 0.0523994 8.8 9 136514 10707 8480 5802
9.1 0.963206 -0.00416124 0.0490425 0.965217 0.00181013 0.0554358 0.969308 0.00588614 0.0604587 9 9.2 111101 9076 7325 4911
9.3 0.958721 -0.00310993 0.0462685 0.950701 0.00187397 0.0530666 0.951817 0.00838864 0.0559503 9.2 9.4 92661 7433 6257 4206
9.5 0.935964 0.00665921 0.0342407 0.913067 0.0166627 0.046619 0.930685 0.00784737 0.0581699 9.4 9.6 79813 5969 5603 3723
9.7 0.929919 0.00111538 0.0378176 0.889061 0.0170913 0.0399163 0.87594 0.0318006 0.0378103 9.6 9.8 68758 4230 4923 3381
9.9 0.919568 0.00564587 0.0295678 0.830724 0.0280104 0.0257893 0.826754 0.0291778 0.0337261 9.8 10 61805 3085 4571 3128
10.1 0.930841 -0.00618362 0.0495822 0.746017 0.0408684 0.0131469 0.775758 0.0284637 0.0292693 10 10.2 56354 1885 4282 2968
10.3 0.903571 0.0122535 0.0205631 0.696365 0.0186165 0.0214089 0.67512 0.0351365 0.0206624 10.2 10.4 50861 919 4119 2622
10.5 0.952756 -0.0217214 0.0903706 0.609955 0.0256945 0.014261 0.583164 0.0318364 0.0134122 10.4 10.6 44774 377 3716 2406
10.7 0.85 0.0136364 0.0673913 0.58892 0.0108567 0.032419 0.498466 0.0181214 0.0255233 10.6 10.8 35240 132 2892 1943
10.9 0.708333 0.133772 0 0.576439 0.00578707 0.0527254 0.372727 0.0261946 0.0198477 10.8 11 23699 48 1761 1381
11.1 0.714286 0.0634921 0.214286 0.547126 -0.00210273 0.0827465 0.28979 0.0167795 0.0312532 11 11.2 12358 9 688 811
11.3 0 1 0 0.462963 0.0680105 0.0502645 0.212996 0.0134993 0.0549208 11.2 11.4 4928 0 150 313
11.5 1 0 1 0.6 -0.1 0.6 0.0921053 0.0272977 0.0421053 11.4 11.6 1449 1 12 80
11.7 0 0 0 0 0 0 0.0588235 0.0320856 0.0588235 11.6 11.8 346 0 0 17
11.9 0 0 0 0 0 0 0 0 0 11.8 12 74 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 7 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 1 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
