#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.0030439 0.0142294 0.0030439 -0.0109442 0.0226121 -0.00341633 0.00222765 0.0253355 0.00222765 -0.00515207 0.0207374 -0.00257462 8.625 8.875 28276 2403 238 467 354
9 0.00241148 0.0138323 0.00230187 -1.45733e-05 0.0227597 3.25965e-05 -0.000199996 0.0142339 -0.000152826 0.0190808 0.00640412 0.0191044 8.875 9.125 49908 7508 717 1557 1186
9.25 0.0156091 0.0335798 0.0156091 0.0166877 0.0313153 0.0166877 0.0151305 0.0349323 0.0151305 0.014745 0.0434481 0.014745 9.125 9.375 237264 45287 4652 9191 7030
9.5 0.0367388 0.063156 0.0366631 0.0349997 0.0640024 0.0349494 0.0439672 0.0791567 0.0438617 0.0528525 0.0853748 0.0527895 9.375 9.625 903592 128047 15516 20993 14969
9.75 0.0428467 0.0659102 0.0425546 0.049788 0.082088 0.0495565 0.067064 0.0980747 0.0664734 0.0714998 0.106238 0.0709637 9.625 9.875 2.56703e+06 352504 42830 45359 29483
10 0.0421465 0.0744633 0.0411093 0.0476811 0.0842452 0.0464832 0.061285 0.100145 0.0594325 0.0641811 0.103672 0.0622718 9.875 10.125 3.67376e+06 604975 78888 76432 47384
10.25 0.0391705 0.0816816 0.0361777 0.0447024 0.0953749 0.0418701 0.0542821 0.102 0.048758 0.0526507 0.0999433 0.0478413 10.125 10.375 2.64755e+06 571228 80199 72560 42574
