#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0.323865 0.0530621 0.020564 0.274196 0.0499829 0.0265713 0.336307 0.0583239 0.0226255 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0.331022 0.0506271 0.0213477 0.278115 0.0501207 0.0306628 0.337585 0.0526192 0.0184214 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0.333625 0.0517323 0.0239835 0.312775 0.0500912 0.0354373 0.336749 0.0494148 0.0273459 8.375 8.625 0 0 0 0 0
8.75 0 0 0.0114943 0.3041 0.0474755 0.0314757 0.414583 0.0365095 0.0559489 0.300471 0.0480739 0.0302466 8.625 8.875 174 0 0 0 0
9 -0.0103627 0.00518135 0.00518135 0.265586 0.0400545 0.0316153 0.286134 0.0594688 0.0652287 0.258244 0.0447116 0.0240075 8.875 9.125 193 0 0 0 0
9.25 0 0 0.00321543 0.222935 0.0389267 0.047912 0.380724 0.052498 0.0841418 0.203092 0.0471808 0.0327569 9.125 9.375 312 1 0 0 0
9.5 0 0 0.0041841 0.186258 0.0330703 0.0610291 0.300719 0.0532979 0.103157 0.194658 0.0238792 0.087871 9.375 9.625 239 0 0 0 0
9.75 0 0 0 0.138436 0.0309239 0.0648816 -0.773425 0.0578082 0.0934246 -0.0234247 0.120616 0.0222896 9.625 9.875 75 0 0 0 0
10 0 0 0.133333 0.104249 0.0540113 0.0563981 -0.832845 0.0684262 0.083089 0.167155 0.0684262 0.083089 9.875 10.125 15 0 0 0 0
10.25 0 0 0 0.0612949 0.0562404 0.0373344 -0.901668 0.0737489 0.0544337 -0.901668 0.0737489 0.0544337 10.125 10.375 1 0 0 0 0
10.5 0 0 0 0.0216649 0.044542 0.0270457 -0.937931 0.0706897 0.0362068 -0.937931 0.0706897 0.0362068 10.375 10.625 0 0 0 0 0
10.75 0 0 0 -0.018385 0.0329849 0.0273973 -0.965753 0.0445206 0.0205479 -0.965753 0.0445206 0.0205479 10.625 10.875 0 0 0 0 0
11 0 0 0 0.031746 0.047619 0.0238095 -0.968254 0.047619 0.0238095 -0.968254 0.047619 0.0238095 10.875 11.125 0 0 0 0 0
11.25 0 0 0 -0.964912 0.0175439 0.0175439 -0.964912 0.0175439 0.0175439 -0.964912 0.0175439 0.0175439 11.125 11.375 0 0 0 0 0
11.5 0 0 0 0 0.2 0 -1 0.2 0 -1 0.2 0 11.375 11.625 0 0 0 0 0
11.75 0 0 0 -1 0 0 -1 0 0 -1 0 0 11.625 11.875 0 0 0 0 0
12 0 0 0 0 0 0 0 0 0 0 0 0 11.875 12.125 0 0 0 0 0
12.25 0 0 0 0 0 0 0 0 0 0 0 0 12.125 12.375 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.375 12.625 0 0 0 0 0
12.75 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 0 0 0 0 0
13 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0
13.25 0 0 0 0.0233918 0.0229172 0.0129003 0.0814341 -0.00253601 0.0765957 0.0426477 0.010125 0.0340239 13.125 13.375 0 0 0 0 0
13.5 0 0 0 -0.00458638 0.0114007 0.00629146 -0.00190751 0.0256411 0.0115903 -0.00177534 0.0101521 0.00730205 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0.0178869 0.00849682 0.0113628 0.00412352 0.0067921 0.00465072 0.0129498 0.00883378 0.00653688 13.625 13.875 0 0 0 0 0
14 0 0 0 0.0690051 0.0304459 0.0263786 0.063919 0.0291561 0.0314688 0.0784939 0.039762 0.0335726 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0.0984612 0.0309985 0.0158332 0.105092 0.0383731 0.0184925 0.142227 0.0459609 0.0233431 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0.143041 0.0455691 0.0167599 0.147642 0.0500088 0.0190037 0.177457 0.0514501 0.0149563 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0.181035 0.0523549 0.0168275 0.186811 0.0572577 0.0184669 0.218594 0.060005 0.0185206 14.625 14.875 0 0 0 0 0
15 0 0 0 0.209479 0.054292 0.0196723 0.211022 0.0575635 0.0210621 0.252602 0.0599123 0.0231211 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0.256063 0.0549678 0.0243275 0.244255 0.0561534 0.0253307 0.292753 0.0589931 0.0250977 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0.302767 0.0554678 0.0284385 0.277799 0.0577049 0.0283731 0.330826 0.0602958 0.0250987 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0.321489 0.0561657 0.027406 0.293921 0.054437 0.0295615 0.337228 0.0561516 0.0269128 15.625 15.875 0 0 0 0 0
