#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.121409 0.0945139 0.0898443 0.15358 0.10739 0.115473 0.0980392 0.0784314 0.0588235 0.181818 0.0578512 0.140496 0.190476 0.0899471 0.132275 8.625 8.875 40056 39190 866 51 121 189
9.00 0.167349 0.116954 0.118625 0.169853 0.116316 0.125876 0.173333 0.133333 0.137778 0.171963 0.117757 0.125234 0.178248 0.119335 0.138973 8.875 9.125 64196 61058 3138 225 535 662
9.25 0.143471 0.112224 0.0987003 0.155507 0.122383 0.105845 0.153397 0.125639 0.105917 0.147829 0.120219 0.0983607 0.162923 0.123433 0.106881 9.125 9.375 260291 239128 21163 1369 3477 4229
9.50 0.0954711 0.0747492 0.0596926 0.166509 0.110821 0.088979 0.1591 0.115785 0.0893378 0.180993 0.116654 0.0986186 0.188306 0.118305 0.0974078 9.375 9.625 765692 711713 53979 4802 7818 8757
9.75 0.152052 0.0887359 0.0575323 0.253698 0.115841 0.0689446 0.260965 0.125562 0.0721435 0.298112 0.135262 0.0758696 0.30319 0.136862 0.0783166 9.625 9.875 1.93385e+06 1.7522e+06 181649 17784 22401 22636
10.00 0.130949 0.0587503 0.0473331 0.278801 0.0975981 0.0559917 0.286582 0.10019 0.0594612 0.31214 0.10583 0.0495004 0.316052 0.104921 0.0491002 9.875 10.125 3.01756e+06 2.55264e+06 464926 50038 57519 55010
10.25 0.118887 0.0466183 0.0409188 0.303368 0.0937594 0.0467397 0.308246 0.0960554 0.0477416 0.339874 0.0978026 0.0425829 0.336315 0.0944773 0.0413954 10.125 10.375 2.3343e+06 1.85279e+06 481511 55472 61720 56352
10.50 0.119141 0.0374905 0.0382427 0.333875 0.0855047 0.0426581 0.335657 0.0883951 0.0434915 0.375358 0.0915306 0.0440151 0.371446 0.0883955 0.042102 10.375 10.625 1.49523e+06 1.12074e+06 374496 45037 49590 44491
10.75 0.124398 0.033008 0.0379944 0.385167 0.0779549 0.0428225 0.373798 0.0756827 0.0429346 0.419533 0.0830343 0.0412049 0.418009 0.0810589 0.0409506 10.625 10.875 930395 669020 261375 33387 36860 32272
11.00 0.140905 0.0250862 0.0381244 0.447152 0.0692415 0.0418352 0.42571 0.0689123 0.0472264 0.474109 0.06878 0.0384909 0.471027 0.0693891 0.0358166 10.875 11.125 575661 397829 177832 25663 25646 21969
11.25 0.175758 0.0210923 0.0412883 0.500174 0.0566992 0.0351775 0.472185 0.0527359 0.0419296 0.513036 0.0534913 0.0351758 0.524815 0.0534195 0.030384 11.125 11.375 347894 238760 109134 19162 16685 14165
11.50 0.226673 0.0207804 0.044289 0.552059 0.0449216 0.0312595 0.504406 0.0453248 0.0417235 0.55961 0.0471886 0.0302433 0.583681 0.0415444 0.0255333 11.375 11.625 207334 144415 62919 12028 10661 8873
11.75 0.278988 0.021814 0.0458151 0.609917 0.0397513 0.0220469 0.565953 0.0369567 0.0368272 0.613043 0.042855 0.0187588 0.631673 0.0376791 0.0222224 11.625 11.875 122912 86871 36041 4253 6701 5601
12.00 0.340403 0.0368962 0.0423574 0.672568 0.0339141 0.0148026 0.662626 0.0282053 0.0342338 0.673326 0.0328248 0.020842 0.672616 0.0367981 0.0129151 11.875 12.125 72268 51821 20447 495 4555 3586
12.25 0.430623 0.0497768 0.0382949 0.729605 0.0413489 0.0142204 0.77027 0.0745573 0.0202703 0.726899 0.0460048 0.0172457 0.737653 0.0402281 0.0118164 12.125 12.375 42183 30918 11265 74 2922 2207
12.50 0.533856 0.0737798 0.0361918 0.786557 0.0519459 0.0155551 0.823529 0.0588235 0.0235294 0.781729 0.0544937 0.0196263 0.797015 0.0453681 0.0140579 12.375 12.625 24812 18623 6189 17 1828 1340
12.75 0.626615 0.106876 0.0425687 0.846468 0.0394221 0.0236795 1 0 0 0.835796 0.037194 0.027532 0.84581 0.0467519 0.0210462 12.625 12.875 14420 10994 3426 3 609 895
13.00 0.704591 0.120311 0.0578988 0.886557 0.0401511 0.0257469 1 0 0 0.860759 0.0471352 0.0491653 0.884956 0.041037 0.0247407 12.875 13.125 8188 6425 1763 1 79 565
13.25 0.772864 0.109746 0.0652471 0.920131 0.026338 0.0367619 0 0 0 1 0 0.142857 0.944904 0.0196741 0.0360717 13.125 13.375 4577 3663 914 0 8 363
