#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0.00427291 0 0 0.0082822 0 0.0115838 0 0 0 0.060608 8.625 8.875 113818 1737 162 97 1
9 0.000248174 5.31095e-06 0.00294887 -5.31096e-06 5.31096e-06 0.0101149 -5.31096e-06 5.31096e-06 0.00792714 -5.31096e-06 5.31096e-06 0.102693 8.875 9.125 192235 3945 688 367 13
9.25 -2.75894e-06 0.0183346 0 -2.75894e-06 0.0301014 0 -2.75894e-06 0.0296618 0 -2.75894e-06 0.0477158 0 9.125 9.375 756207 31290 5981 3439 79
9.5 1.38352e-05 0.0464095 5.80132e-06 0 0.075782 4.46255e-07 5.77501e-05 0.0979998 5.77501e-05 0 0.0987696 9.81762e-06 9.375 9.625 2.45771e+06 216838 36906 17316 393
9.75 1.05799e-05 0.0587447 2.00077e-06 7.44739e-06 0.107161 -2.46574e-06 7.60396e-05 0.139527 2.09853e-05 -1.57652e-05 0.127961 4.43397e-06 9.625 9.875 4.62893e+06 569366 86160 32678 692
10 -2.97582e-06 0.0731738 0 2.51782e-05 0.117137 1.01152e-05 -1.5634e-05 0.145286 -7.52747e-06 -1.5634e-05 0.132348 -5.79037e-07 9.875 10.125 4.08602e+06 632003 98010 34344 747
10.25 5.37898e-05 0.085138 3.55529e-05 0.000103069 0.124157 6.12049e-05 0.00032713 0.13866 0.000193896 -4.23758e-06 0.114249 1.41253e-05 10.125 10.375 2.67532e+06 551464 93191 30178 668
