#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0254287 0.0320617 0.012161 0.119325 0.107553 0.0339143 0.125588 0.111326 0.0388186 0.144068 0.124337 0.0359432 0.144113 0.119844 0.0358681 7.2 7.4 722529 536834 185695 25735 24773 18652
7.5 0.0253249 0.0290509 0.0103221 0.121335 0.100623 0.0229804 0.123404 0.103538 0.0246035 0.14576 0.114739 0.0264545 0.139547 0.117204 0.0218196 7.4 7.6 604861 441265 163596 23646 22537 17091
7.7 0.0252997 0.0264821 0.00825205 0.1288 0.0949186 0.016093 0.129448 0.103088 0.0167954 0.14936 0.104352 0.0149745 0.147544 0.0995125 0.016136 7.6 7.8 496350 356645 139705 21105 19858 15087
7.9 0.0271047 0.0246008 0.00723728 0.148591 0.0864851 0.013004 0.148417 0.0869873 0.0181305 0.16614 0.0992349 0.012738 0.163449 0.088142 0.00962116 7.8 8 401425 283309 118116 18475 17395 12744
8.1 0.0305447 0.0222816 0.00583356 0.172553 0.0820318 0.0087074 0.167371 0.0806075 0.0104586 0.192693 0.0870921 0.0078752 0.179358 0.0846673 0.00506671 8 8.2 325658 221151 104507 17034 15382 11307
8.3 0.0350861 0.0216771 0.00448719 0.182607 0.0809511 0 0.179852 0.0778766 0.00391451 0.199573 0.0850071 -0.00382373 0.196222 0.083337 -0.000485837 8.2 8.4 268075 173117 94958 15902 14060 9846
8.5 0.0410973 0.0209415 0.00469724 0.194508 0.0693878 -0.000174001 0.186358 0.0757442 0.000988498 0.221185 0.0747768 0 0.221965 0.0741326 0.00394587 8.4 8.6 216842 134583 82259 14338 12216 8623
8.7 0.048973 0.0197373 0.0057035 0.216153 0.0687072 0.00277309 0.20833 0.0577707 0.00354056 0.239753 0.0738009 0.000579193 0.238711 0.0749961 -0.00321615 8.6 8.8 172370 106426 65944 12461 10198 7109
8.9 0.0607847 0.0172324 0.00791432 0.243814 0.0595218 0.00563209 0.23128 0.0505685 0.0110636 0.270678 0.0612175 0.00735843 0.272575 0.0628413 0.00537416 8.8 9 138661 85153 53508 10697 8826 5958
9.1 0.0728913 0.0169885 0.007265 0.269095 0.0599447 0.00139377 0.244395 0.0492212 0.00719889 0.301879 0.0590748 0.00551131 0.292529 0.0661927 0.00146705 9 9.2 112998 70173 42825 9055 7238 5073
9.3 0.0904631 0.0154104 0.0102977 0.302864 0.0517501 0.00678158 0.261317 0.039118 0.0175327 0.334528 0.0542107 0.00911427 0.332404 0.057548 0.00779805 9.2 9.4 94717 59107 35610 7378 6415 4305
9.5 0.109967 0.0143369 0.0104354 0.338619 0.0508366 0.00650907 0.270434 0.0543036 0.00250563 0.349537 0.0590671 0.00491175 0.365335 0.047214 0.0126173 9.4 9.6 81262 51370 29892 5787 5616 3906
9.7 0.139952 0.0112136 0.0158345 0.377977 0.0458246 0.00584516 0.289646 0.0467503 0.0104616 0.410031 0.0430614 0.0151372 0.399657 0.0456878 0.0036622 9.6 9.8 70365 45001 25364 4433 4885 3503
9.9 0.174088 0.0107136 0.0161841 0.426886 0.0407457 0.0122179 0.294369 0.0546997 0.00928172 0.463219 0.0336214 0.0142764 0.46731 0.0366469 0.0146094 9.8 10 62242 40290 21952 3037 4486 3212
10.1 0.219956 0.0107736 0.0206192 0.470283 0.0408088 0.00841254 0.307479 0.0610376 0.0060569 0.505791 0.0376003 0.00963849 0.517655 0.0331954 0.0132817 10 10.2 56568 37303 19265 1805 4231 3002
10.3 0.273062 0.0158378 0.0232629 0.534687 0.0327524 0.0126849 0.320043 0.0645723 0.0126606 0.558889 0.0327191 0.0119689 0.554356 0.03642 0.00617689 10.2 10.4 51052 34461 16591 928 4067 2686
10.5 0.325228 0.0264041 0.0245526 0.588673 0.0347067 0.00911933 0.344648 0.10523 -0.000280023 0.617993 0.0296485 0.0148707 0.620746 0.0364083 0.00636178 10.4 10.6 44747 30763 13984 383 3657 2439
10.7 0.378391 0.0433187 0.0260199 0.614831 0.0580265 -0.00317556 0.349693 0.14024 -0.00404826 0.60479 0.0641237 -0.00232893 0.674723 0.0451939 -0.00064069 10.6 10.8 35303 25027 10276 163 2839 1986
10.9 0.448812 0.0688137 0.0272865 0.67099 0.062059 0.00437438 0.511111 0.120468 0.0565657 0.62645 0.0588324 0.00606871 0.741731 0.0494453 0.00731385 10.8 11 23698 17221 6477 45 1724 1421
11.1 0.558067 0.0811846 0.0306869 0.737924 0.0709376 0.00454199 0.636364 0.113636 0.219697 0.641854 0.106584 -0.000318587 0.794964 0.0522945 0.00942481 11 11.2 12355 9291 3064 11 712 834
11.3 0.70951 0.0582484 0.0311372 0.82018 0.0481408 0.0143897 0 0 0 0.685315 0.0765901 0.0213803 0.880126 0.00998372 0.0378643 11.2 11.4 5039 4038 1001 0 143 317
11.5 0.8405 0.0420588 0.0272137 0.884615 0.0377591 0.0216017 0 0 0 0.705882 0.15126 0.0392157 0.904255 0.0362208 0.0428692 11.4 11.6 1513 1279 234 0 17 94
11.7 0.932945 0.00946379 0.0343938 0.973684 0.0263158 0.0236842 0 0 0 0 0 0 1 0 0.0833333 11.6 11.8 381 343 38 0 0 14
11.9 0.962963 0.020908 0.0305306 1 0 0 0 0 0 0 0 0 0 1 0 11.8 12 83 81 2 0 0 0
12.1 1 0 0.0833333 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 6 6 0 0 0 0
12.3 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 1 1 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
