#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.0664286 0.0599943 0.0636004 0.0839981 0.0647583 0.0788362 0.0720721 0.0810811 0.0720721 0.108939 0.103352 0.0977654 0.0734967 0.0467706 0.0690423 8.625 8.875 30417 28286 2131 111 358 449
9.00 0.113429 0.0994395 0.107268 0.114342 0.101437 0.109768 0.120513 0.112821 0.110256 0.116279 0.092093 0.112558 0.121332 0.121332 0.116574 8.875 9.125 51084 44962 6122 390 1075 1261
9.25 0.0968317 0.101021 0.0902525 0.118665 0.118508 0.109905 0.114998 0.104941 0.105378 0.125135 0.123697 0.116685 0.115615 0.114967 0.107832 9.125 9.375 224845 192881 31964 2287 5562 6167
9.50 0.0517517 0.0577305 0.0444253 0.122005 0.104236 0.093628 0.108056 0.103205 0.0842399 0.138333 0.105838 0.105746 0.14932 0.113781 0.110517 9.375 9.625 755230 682741 72489 6802 10894 11030
9.75 0.0843689 0.0816742 0.0554232 0.169167 0.126318 0.0846842 0.172563 0.135645 0.0887227 0.208428 0.147079 0.10038 0.220887 0.150717 0.104318 9.625 9.875 2.03313e+06 1.80987e+06 223253 22699 27645 25547
10.00 0.0647069 0.0593227 0.0360954 0.173141 0.120271 0.057651 0.177634 0.125995 0.0606021 0.204771 0.131149 0.0633073 0.20912 0.134052 0.0627621 9.875 10.125 3.19048e+06 2.67616e+06 514316 58339 64057 56269
10.25 0.0545293 0.0457847 0.026603 0.18671 0.107395 0.0416523 0.194128 0.115984 0.0441395 0.219534 0.122013 0.0395823 0.216268 0.119203 0.0372568 10.125 10.375 2.42942e+06 1.91328e+06 516138 63015 66427 54941
10.50 0.0536623 0.0383188 0.0211921 0.206128 0.0909485 0.0293263 0.209827 0.0963522 0.0297393 0.242638 0.0998789 0.0292746 0.241366 0.0980137 0.0295856 10.375 10.625 1.54951e+06 1.15071e+06 398795 51347 53042 42363
10.75 0.0597079 0.0319108 0.0185154 0.254216 0.0751147 0.0255091 0.250355 0.0774176 0.0279566 0.285224 0.0813356 0.0223571 0.285504 0.0790305 0.0226327 10.625 10.875 964034 685755 278279 39448 39085 30539
11.00 0.073917 0.0272678 0.0191704 0.317276 0.0687042 0.0195444 0.297185 0.0632672 0.0207713 0.347447 0.06791 0.0185778 0.340742 0.0620091 0.0161681 10.875 11.125 596300 407660 188640 30301 27492 20696
11.25 0.103218 0.0228867 0.0191728 0.389621 0.0508929 0.0203764 0.359617 0.053536 0.0259575 0.408572 0.0538123 0.018642 0.426944 0.0486508 0.0199597 11.125 11.375 356563 243679 112884 22118 17615 13257
11.50 0.152318 0.0175595 0.0218064 0.46889 0.0416784 0.0193297 0.412501 0.037065 0.0258519 0.483168 0.0456809 0.0194588 0.511588 0.0447748 0.018517 11.375 11.625 210927 146929 63998 13503 11377 8155
11.75 0.217983 0.0159491 0.0252358 0.559872 0.0315879 0.0200873 0.490088 0.0327601 0.0239883 0.569645 0.0313931 0.0180953 0.587757 0.0348987 0.0160326 11.625 11.875 124575 88406 36169 4540 7287 5293
12.00 0.30587 0.0235977 0.0324541 0.652458 0.0264802 0.015702 0.602564 0.0321556 0.0193831 0.673691 0.0260413 0.0183457 0.661968 0.028936 0.0134498 11.875 12.125 72834 52166 20668 546 4983 3334
12.25 0.410329 0.0330121 0.0450194 0.72385 0.0302705 0.0166763 0.743243 0.0721414 0.0289575 0.719424 0.0350643 0.0168731 0.725275 0.0287638 0.0122094 12.125 12.375 42254 31231 11023 74 3197 2002
12.50 0.524729 0.0558568 0.0572126 0.80326 0.026638 0.0225595 0.8 0.075 0.05 0.801242 0.0265356 0.0298895 0.818891 0.0243223 0.0257611 12.375 12.625 24514 18440 6074 20 1932 1281
12.75 0.642831 0.0591467 0.0646402 0.853532 0.0254841 0.0285475 1 0 0 0.821797 0.0342863 0.0284837 0.858314 0.0260146 0.029244 12.625 12.875 14206 10922 3284 5 679 854
13.00 0.740371 0.056245 0.0757454 0.904212 0.0250167 0.032477 1 0 1 0.888889 0.0531401 0.0295139 0.907441 0.0208678 0.0246433 12.875 13.125 7938 6205 1733 1 63 551
13.25 0.811052 0.0521909 0.0764722 0.934857 0.0104108 0.038552 0 0 0 0.909091 0 0.0909091 0.929319 0.0132394 0.0466527 13.125 13.375 4458 3583 875 0 11 382
