#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0.0669421 0 0 0.0736668 0 0 0.0972222 0 0 0.138462 0 0 0 0 8.625 8.875 132514 130695 1819 144 65 0
9.00 4.61582e-06 0.102273 4.61582e-06 0 0.101043 0 0 0.0928196 0 0 0.0813954 0 0 0 0 8.875 9.125 220387 216646 3741 571 258 2
9.25 1.23066e-06 0.0847534 1.23066e-06 0 0.100052 0 0 0.108957 0 0 0.114073 0 0 0.1 0 9.125 9.375 841574 812569 29005 5571 2551 40
9.50 8.26619e-07 0.0581299 -4.1331e-07 4.62989e-06 0.100533 -4.27463e-11 0 0.132155 0 0 0.156473 0 0 0.131687 0 9.375 9.625 2.63548e+06 2.41949e+06 215988 35799 13619 243
9.75 6.69652e-06 0.0685922 -1.19581e-06 2.48061e-05 0.121386 7.0855e-06 3.60118e-05 0.18108 2.40056e-05 3.88274e-05 0.201818 -9.04765e-09 0 0.210046 0 9.625 9.875 4.74566e+06 4.18128e+06 564378 83306 25755 438
10.00 1.35127e-05 0.0523714 8.81263e-07 5.52492e-05 0.126425 3.40862e-05 9.62999e-05 0.181598 5.35731e-05 0.000149482 0.201881 0.000149482 0 0.177215 0 9.875 10.125 4.0196e+06 3.4042e+06 615393 93458 26759 474
10.25 8.22727e-06 0.0405169 6.29144e-06 0.00018032 0.130458 0.000161261 0.000406119 0.176858 0.000371548 0.000381017 0.190267 0.000294396 0 0.15285 0 10.125 10.375 2.59869e+06 2.0663e+06 532388 88644 23621 383
10.50 2.89883e-05 0.0334141 2.38727e-05 0.000700313 0.142852 0.000637263 0.00137403 0.170534 0.00126855 0.00163199 0.183735 0.00147899 0 0.174033 0 10.375 10.625 1.61698e+06 1.17289e+06 444087 81512 19608 347
10.75 7.1613e-05 0.0310756 6.41533e-05 0.00284714 0.139885 0.00245705 0.00389627 0.15637 0.00336893 0.00647821 0.170793 0.00522674 0.0041841 0.173089 0.0041841 10.625 10.875 942121 670269 271852 61084 13584 239
11.00 0.000324677 0.0337638 0.000236855 0.0106396 0.165408 0.00766981 0.0120825 0.173422 0.00857665 0.0193476 0.17949 0.013735 0.0359712 0.168574 0.0286183 10.875 11.125 510913 375758 135155 41465 8890 139
11.25 0.00178604 0.0384841 0.00120353 0.0387168 0.152878 0.0227257 0.0342875 0.158011 0.0204534 0.0633103 0.168486 0.0335367 0.0625 0.184414 0.0315722 11.125 11.375 272061 207722 64339 26132 5939 96
11.50 0.00783187 0.0471664 0.00418751 0.0992554 0.158436 0.0431688 0.0701234 0.144594 0.0332657 0.141675 0.17452 0.0578849 0.0819672 0.196721 0.0319672 11.375 11.625 143024 114149 28875 12806 3988 61
11.75 0.0319256 0.0541548 0.0122195 0.209906 0.148156 0.0683171 0.126002 0.119009 0.0441683 0.263098 0.149912 0.0749425 0.205882 0.147059 0.0294118 11.625 11.875 73704 60641 13063 3492 2653 34
12.00 0.0944306 0.0635902 0.0260186 0.356569 0.125412 0.0721413 0.218935 0.0887574 0.0463159 0.410951 0.140835 0.0709396 0.178571 0.191799 0.0357143 11.875 12.125 36625 30901 5724 338 1735 28
12.25 0.215721 0.0680326 0.0450486 0.536251 0.0745159 0.0829178 0.375 0.375 0 0.581567 0.0789668 0.0806305 0.636364 0.0303031 0.017316 12.125 12.375 17490 15228 2262 8 1085 22
12.50 0.395169 0.0828535 0.0574358 0.64365 0.0478 0.0466164 0 0 0 0.639469 0.0503194 0.0475146 0.5 0.125 0 12.375 12.625 7932 7121 811 0 527 8
12.75 0.590969 0.103076 0.0732985 0.757812 0.0625 0.0503026 0 0 0 0.678571 0.0857143 0.0642857 0.888889 0.111111 0.111111 12.625 12.875 3312 3056 256 0 140 9
13.00 0.755613 0.101036 0.100173 0.785714 0.0595238 0.0415282 0 0 0 0.6875 0.125 0.125 0.7 0.2 0 12.875 13.125 1242 1158 84 0 16 10
13.25 0.889764 0.0682415 0.0944882 1 0 0.0526316 0 0 0 0 0 0 1 0 0 13.125 13.375 400 381 19 0 0 3
13.50 0.948276 0.025862 0.0689655 1 0 0 0 0 0 0 0 0 1 0 1 13.375 13.625 121 116 5 0 0 1
13.75 0.95 0.05 0.05 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 20 20 0 0 0 0
14.00 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 1 1 0 0 0 0
