#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.00405044 0.0276272 0.00405044 -0.00765791 0.0072295 0.0668795 -0.00765791 0.0072295 0.0668795 -0.00765791 0.0072295 0.0668795 8.625 8.875 151267 1879 0 0 0
9 0.0013507 0.0258133 0.000946302 -0.00914548 0.00857146 0.0780771 -0.00914548 0.00857146 0.0780771 -0.00914548 0.00857146 0.0780771 8.875 9.125 207662 2096 0 0 0
9.25 0.00699541 0.0233867 0.00639278 -0.00668448 0.253531 0.0164978 -0.00668448 0.00616445 0.0631526 -0.00668448 0.00616445 0.0631526 9.125 9.375 465903 4386 3 0 0
9.5 0.00832054 0.0374532 0.00685183 -0.00680049 0.131845 0.000910071 -0.00680049 0.00622758 0.0588175 -0.00680049 0.00622758 0.0588175 9.375 9.625 833034 14417 14 0 0
9.75 0.0225116 0.0690142 0.0197788 0.0647572 0.215786 0.0147602 -0.0121659 0.0109353 0.0808595 -0.0121659 0.0109353 0.0808595 9.625 9.875 758328 23733 39 0 0
10 0.0540764 0.118387 0.0462542 0.104741 0.195333 0.104747 -0.0146618 0.0132013 0.0919126 -0.0146618 0.0132013 0.0919126 9.875 10.125 371201 20629 67 0 0
10.25 0.0814031 0.131261 0.0669488 0.125898 0.234653 0.0975727 -0.0169591 0.0152147 0.0934596 -0.0169591 0.0152147 0.0934596 10.125 10.375 148841 10685 35 0 0
10.5 0.0886907 0.118399 0.0691244 0.138674 0.188347 0.102825 -0.0213262 0.0192707 0.0923016 -0.0213262 0.0192707 0.0923016 10.375 10.625 54149 3554 25 0 0
10.75 0.0842183 0.095374 0.057716 0.256086 0.189424 0.195231 -0.0296279 0.0258049 0.101487 -0.0296279 0.0258049 0.101487 10.625 10.875 17716 975 28 0 0
11 0.104423 0.039024 0.0626168 0.267833 0.0656484 0.217104 -0.0446675 0.0350256 0.116096 -0.0446675 0.0350256 0.116096 10.875 11.125 5357 275 16 0 0
11.25 0.14701 0.001514 0.104535 0.375581 0.0158971 0.228615 -0.0529902 0.0431491 0.124905 -0.0529902 0.0431491 0.124905 11.125 11.375 1376 55 7 0 0
11.5 0.219231 -0.0423077 0.223077 0.119231 0.0153846 0.180769 -0.0807692 0.0615385 0.115385 -0.0807692 0.0615385 0.115385 11.375 11.625 270 10 5 0 0
11.75 -0.121951 0.121951 0.0731707 -0.121951 0.121951 0.0731707 -0.121951 0.097561 0.0731707 -0.121951 0.097561 0.0731707 11.625 11.875 42 1 1 0 0
12 0 0 0.142857 0 0 0.142857 0 0 0.142857 0 0 0.142857 11.875 12.125 7 0 0 0 0
12.25 0 0 0 0 0 0 0 0 0 0 0 0 12.125 12.375 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.375 12.625 0 0 0 0 0
12.75 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 0 0 0 0 0
13 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
