#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -0.0012907 0.0247119 -0.00125481 -0.00481028 0.0369602 -0.00477438 -0.00481028 0.00481028 0.0129443 0.00282331 0.0420498 0.00282331 8.625 8.875 30130 2273 233 461 262
9 0.000581875 0.010912 0.00060297 0.00222578 0.0125308 0.00224688 0.000925986 0.0105848 0.000947081 -0.00104342 0.0184747 0.00274002 8.875 9.125 54344 6939 791 1457 896
9.25 0.00286745 0.0460599 0.00286745 0.00414942 0.0494907 0.00415411 0.00341198 0.0493682 0.00341198 0.00194945 0.0528742 0.00194945 9.125 9.375 259373 45948 5441 9746 5747
9.5 0.0089848 0.0856153 0.00894867 0.00919559 0.0874586 0.00911331 0.0117646 0.115271 0.0117345 0.0115972 0.121166 0.0115651 9.375 9.625 1.06029e+06 151975 20246 24976 13515
9.75 0.00940455 0.0867796 0.00935466 0.011423 0.109636 0.0113156 0.0154905 0.137519 0.0153339 0.0166128 0.1519 0.0164332 9.625 9.875 2.95903e+06 410581 54586 51778 25653
10 0.00809056 0.0945549 0.00807344 0.00954345 0.115847 0.00951091 0.0127855 0.13379 0.0127853 0.0132543 0.13542 0.0131787 9.875 10.125 3.87434e+06 634839 88254 78119 37237
10.25 0.00716805 0.0997215 0.00710345 0.00830344 0.120513 0.00823345 0.0119827 0.134589 0.0118415 0.0111972 0.128095 0.0111442 10.125 10.375 2.73205e+06 586782 86990 72030 32873
