#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.00639649 0 0 0.0275975 0 0 0.0667143 0 0 0 0.0669421 8.625 8.875 132514 1819 144 65 0
9 -4.61582e-06 4.61582e-06 0.00289834 -4.61582e-06 4.61582e-06 0.0112883 -4.61582e-06 4.61582e-06 0.0190581 -4.61582e-06 4.61582e-06 0.0949198 8.875 9.125 220387 3741 571 258 2
9.25 -1.23066e-06 0.0163812 0 -1.23066e-06 0.0253918 0 -1.23066e-06 0.0318443 1.23066e-06 -1.23066e-06 0.00705131 0.008 9.125 9.375 841574 29005 5571 2551 40
9.5 3.80327e-06 0.0408159 -4.13331e-07 -8.26619e-07 0.0726782 -4.1331e-07 -8.26619e-07 0.0925779 8.26619e-07 -8.26619e-07 0.0728518 9.09281e-06 9.375 9.625 2.63548e+06 215988 35799 13619 243
9.75 1.81096e-05 0.0541795 8.85968e-06 2.93153e-05 0.106493 2.11379e-05 3.21309e-05 0.135954 -1.44552e-06 -6.69652e-06 0.138828 4.63973e-05 9.625 9.875 4.74566e+06 564378 83306 25755 438
10 4.17365e-05 0.0713459 3.56305e-05 8.27872e-05 0.120405 5.83475e-05 0.00013597 0.145135 0.000140082 -1.35127e-05 0.113633 1.76253e-06 9.875 10.125 4.0196e+06 615393 93458 26759 474
10.25 0.000172092 0.0832456 0.000154486 0.000397892 0.126505 0.000364289 0.00037279 0.14059 0.000287352 -8.22727e-06 0.107138 2.46818e-05 10.125 10.375 2.59869e+06 532388 88644 23621 383
