#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.0835094 0.0633959 0.0717468 0.0931868 0.0817582 0.0795604 0.079646 0.115044 0.0619469 0.0978836 0.0608466 0.0820106 0.11236 0.094382 0.103371 8.625 8.875 41552 39277 2275 113 378 445
9.00 0.135698 0.104706 0.112766 0.126355 0.110954 0.110011 0.124668 0.103448 0.108753 0.126364 0.110909 0.109091 0.133935 0.109857 0.113619 8.875 9.125 63313 56950 6363 377 1100 1329
9.25 0.115347 0.101851 0.0949961 0.125537 0.110057 0.101974 0.12054 0.106179 0.100087 0.130412 0.103177 0.105971 0.133727 0.110859 0.10677 9.125 9.375 256716 223188 33528 2298 5728 6603
9.50 0.0675483 0.0682418 0.0491043 0.132775 0.0971875 0.0839172 0.113824 0.0923651 0.0785259 0.142423 0.107136 0.0895903 0.159091 0.109909 0.0985454 9.375 9.625 770854 700773 70081 6431 10202 11000
9.75 0.116136 0.0893076 0.0574712 0.208506 0.127427 0.0762843 0.211533 0.138512 0.0821857 0.253923 0.146476 0.0870038 0.259181 0.145751 0.0872561 9.625 9.875 1.9766e+06 1.77348e+06 203121 20186 25110 24535
10.00 0.094405 0.0619421 0.0405312 0.224184 0.102347 0.0575936 0.22747 0.108126 0.0595038 0.258999 0.114669 0.0562162 0.262776 0.120244 0.0525651 9.875 10.125 3.09051e+06 2.60041e+06 490092 53484 61089 56219
10.25 0.0831781 0.0457789 0.0345362 0.246141 0.0936929 0.0451429 0.2544 0.097243 0.0459075 0.281661 0.0970173 0.0441063 0.278272 0.0990432 0.0423974 10.125 10.375 2.37816e+06 1.87838e+06 499779 59029 64038 55895
10.50 0.0839977 0.0363482 0.0290789 0.273206 0.0789955 0.0429588 0.275236 0.0810496 0.0455161 0.312055 0.0889376 0.0387762 0.310388 0.0815777 0.0406894 10.375 10.625 1.5215e+06 1.13367e+06 387824 48126 51587 43858
10.75 0.0916176 0.0334731 0.0279384 0.325235 0.0721497 0.0368426 0.319476 0.0722364 0.0386029 0.35851 0.0793945 0.0338265 0.355246 0.0765564 0.0318694 10.625 10.875 946916 676453 270463 36394 38024 31519
11.00 0.107989 0.0265597 0.0285936 0.389361 0.0665645 0.0317852 0.365294 0.0636908 0.0360958 0.418111 0.0660989 0.0278682 0.412436 0.0629202 0.026749 10.875 11.125 586372 402188 184184 28076 26536 21567
11.25 0.139838 0.0253972 0.0297532 0.449859 0.051392 0.0285598 0.419254 0.0505253 0.0358029 0.469521 0.0490955 0.0262688 0.47965 0.0461258 0.0242622 11.125 11.375 352565 241050 111515 20713 17192 13931
11.50 0.19182 0.0197869 0.0311565 0.513476 0.0411047 0.0262272 0.470626 0.0370182 0.0394499 0.530251 0.0417287 0.0260583 0.549523 0.0440418 0.0230203 11.375 11.625 209359 145652 63707 12596 11074 8602
11.75 0.25123 0.0160813 0.0340573 0.586312 0.0328916 0.0198463 0.528064 0.0315923 0.0317372 0.596329 0.0342406 0.0185643 0.60596 0.0320505 0.0200907 11.625 11.875 123898 87617 36281 4365 7028 5436
12.00 0.317522 0.0303568 0.0375845 0.660453 0.0300033 0.0155679 0.611314 0.0210671 0.023707 0.668539 0.0280945 0.0183216 0.670605 0.0334646 0.0121655 11.875 12.125 72643 51883 20760 548 4806 3470
12.25 0.413957 0.0426113 0.0455057 0.731254 0.02759 0.0163794 0.7625 0.0241667 0.0503788 0.732983 0.0269766 0.0186484 0.732401 0.0274099 0.0179819 12.125 12.375 42284 31095 11189 80 3041 2145
12.50 0.512275 0.0556154 0.0442554 0.794596 0.0308413 0.0174735 0.730769 0.0099715 0.0944056 0.785047 0.0344052 0.0197288 0.799234 0.0276455 0.0234762 12.375 12.625 24718 18574 6144 26 1926 1305
12.75 0.614462 0.0655887 0.0525981 0.841703 0.0303757 0.0239841 0.9 0.1 0.0666667 0.826772 0.0281901 0.0299717 0.82967 0.0432579 0.0249828 12.625 12.875 14413 11008 3405 10 635 910
13.00 0.708571 0.064358 0.0613536 0.899713 0.0238848 0.0295239 1 0 0 0.926471 0.011991 0.0569054 0.904159 0.0184824 0.0323642 12.875 13.125 8069 6324 1745 3 68 553
13.25 0.775919 0.0595173 0.0600659 0.919913 0.015785 0.0295984 0 0 0 0.777778 0.111111 0 0.927273 0.0161235 0.0247086 13.125 13.375 4570 3646 924 0 9 385
