#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0.923077 0.0102564 0.314381 0.75 0.25 -0.0166667 0.777778 0.222222 -0.0138889 8.625 8.875 36417 132 377 457
9.00 0.72093 0.100498 0.0452545 0.804688 0.0524554 0.0506939 0.806931 0.0930693 0.0204724 8.875 9.125 58164 396 1205 1493
9.25 0.710526 0.0894737 0.0338796 0.775837 0.105742 0.0375557 0.769134 0.123723 0.0340618 9.125 9.375 243293 2349 5882 6512
9.50 0.627632 0.157734 0.0395169 0.705882 0.146024 0.0702983 0.744832 0.135323 0.0747454 9.375 9.625 762083 6533 10417 11005
9.75 0.649245 0.162008 0.0907478 0.689683 0.152764 0.0969818 0.747957 0.118225 0.096034 9.625 9.875 1.99253e+06 20870 25922 24779
10.00 0.866918 0.0546346 0.0688729 0.88708 0.0465266 0.0645286 0.908258 0.0376125 0.0619114 9.875 10.125 3.12005e+06 55137 62137 56269
10.25 0.92455 0.0259724 0.0500754 0.937665 0.0207645 0.0498445 0.938133 0.0183268 0.0497363 10.125 10.375 2.39361e+06 60209 65395 55344
10.50 0.931855 0.0200604 0.0389042 0.94902 0.00993669 0.0465622 0.946044 0.01281 0.0454631 10.375 10.625 1.53035e+06 49067 52341 43229
10.75 0.932107 0.0147632 0.0382931 0.950192 0.00776875 0.0418493 0.946809 0.0117389 0.0389187 10.625 10.875 952118 37446 38741 31060
11.00 0.925153 0.0113131 0.0412806 0.93992 0.0105096 0.0403813 0.946426 0.00797099 0.040859 10.875 11.125 589700 28960 27042 21280
11.25 0.902012 0.0118278 0.039099 0.925035 0.00723219 0.040481 0.935107 0.00620508 0.0422701 11.125 11.375 353843 21211 17483 13611
11.50 0.856995 0.0102552 0.0431312 0.889995 0.0064615 0.0341373 0.914298 0.0049932 0.0429938 11.375 11.625 209865 12905 11326 8459
11.75 0.800528 0.00594968 0.0394573 0.818675 0.00675291 0.0363235 0.848579 0.00250453 0.0455943 11.625 11.875 124184 4458 7134 5359
12.00 0.725309 0.018809 0.0278564 0.661701 0.0160139 0.0350646 0.697725 0.0134051 0.0398418 11.875 12.125 72660 538 4872 3425
12.25 0.59322 0.0667797 0.00988704 0.468343 0.0238521 0.025771 0.471005 0.0377774 0.0282378 12.125 12.375 42331 75 3088 2089
12.50 0.473684 0.0717703 0.0736842 0.289695 0.0484841 0.0183776 0.277778 0.0491267 0.0226458 12.375 12.625 24697 20 1937 1304
12.75 0 0.333333 0 0.214936 0.0442514 0.0263311 0.183117 0.0325165 0.0285943 12.625 12.875 14392 5 666 901
13.00 0 0 0 0.0923077 0.0615385 0.00275546 0.10297 0.0259938 0.0175536 12.875 13.125 8001 2 76 554
13.25 0 0 0 0.1 0.1 0 0.0728291 0.04155 -0.00113536 13.125 13.375 4573 0 11 380
13.50 0 0 0 0 0 0 0.0221239 0.0364127 0.00442478 13.375 13.625 2395 0 1 243
13.75 0 0 0 0 0 0 0 0.0322581 0 13.625 13.875 1285 0 0 75
14.00 0 0 0 0 0 0 0.142857 0.232143 0 13.875 14.125 632 0 0 9
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 307 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 114 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 42 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 5 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 2 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
