#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0.000469038 0.0127354 0.000469038 -0.0108091 0.0156998 -0.000542384 0.0101306 0.0132879 0.0101306 -0.0125738 0.0212291 -0.00314883 8.625 8.875 28208 2396 223 463 371
9 0.00526044 0.00679175 0.00499213 0.00856999 0.0180395 0.00720945 0.00614307 0.0119323 0.00614307 0.00604491 0.0140396 0.00604491 8.875 9.125 49763 7454 735 1554 1180
9.25 0.0145191 0.0304921 0.0145191 0.0158418 0.0260783 0.0158418 0.0154424 0.0347477 0.0154424 0.0189835 0.0354783 0.0189835 9.125 9.375 235952 44773 4496 9152 7131
9.5 0.0374688 0.0618438 0.0374119 0.035106 0.0623939 0.0350469 0.0447761 0.0771637 0.0446952 0.0525106 0.0845303 0.052387 9.375 9.625 896489 126354 15245 20724 15069
9.75 0.0439837 0.0657891 0.0436691 0.0503848 0.0820774 0.0501089 0.0697353 0.0970993 0.0691637 0.0736638 0.105512 0.0729305 9.625 9.875 2.54506e+06 348441 42064 45005 29851
10 0.0443438 0.0739947 0.0430232 0.0511169 0.0833769 0.0496043 0.0643052 0.0982375 0.0620549 0.0661494 0.101497 0.0638935 9.875 10.125 3.66055e+06 602475 78271 76415 48345
10.25 0.0414801 0.0804138 0.0378285 0.0469237 0.0916664 0.0432314 0.0566998 0.102492 0.0500411 0.0547903 0.0999802 0.0486437 10.125 10.375 2.64187e+06 569810 79763 72650 43456
