#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0.888889 0.020202 0.888889 0.583333 0.130952 0.583333 0.9 -0.0153846 0.9 8.625 8.875 27674 195 391 353
9.00 0.666667 0.0833333 0.666667 0.823529 0.0205073 0.823529 0.818182 0.0311332 0.818182 8.875 9.125 48852 585 1331 1185
9.25 0.773196 0.226804 0.0993608 0.808184 -0.00818413 0.808184 0.858311 -0.0301856 0.858311 9.125 9.375 230225 3849 8064 6813
9.50 0.732948 0.0469708 0.125781 0.803127 0.146873 0.149773 0.826863 0.120227 0.130595 9.375 9.625 859117 12985 18389 14690
9.75 0.798993 0.0666782 0.187978 0.832762 0.0839044 0.186745 0.859869 0.0401309 0.158853 9.625 9.875 2.42071e+06 37475 41999 30485
10.00 0.916308 0.0421823 0.118708 0.92643 0.0256975 0.112951 0.938824 0.0150505 0.113531 9.875 10.125 3.5852e+06 74492 74946 51910
10.25 0.938846 0.0149084 0.0872852 0.943617 0.0153785 0.0773606 0.953858 0.0066449 0.0862647 10.125 10.375 2.60704e+06 76720 72183 47503
10.50 0.946798 0.00939929 0.0778192 0.961745 0.000924706 0.0810403 0.949226 0.0121872 0.0639879 10.375 10.625 1.64245e+06 63027 56080 36000
10.75 0.950228 0.00384378 0.0777556 0.95645 0.0046857 0.0820285 0.955607 0.00482589 0.0769382 10.625 10.875 1.02078e+06 50441 41255 25359
11.00 0.947618 0.00617635 0.0827323 0.95473 0.00367695 0.0803744 0.961777 -0.000448167 0.0884456 10.875 11.125 626376 38799 28756 16939
11.25 0.95151 -0.000818968 0.0901662 0.953545 0.00222403 0.0779814 0.953476 -0.00062561 0.0909916 11.125 11.375 365642 27067 18511 10801
11.50 0.938679 -0.00426352 0.086913 0.941258 -0.00535506 0.0761605 0.935687 0.000630856 0.0829905 11.375 11.625 214259 15945 12293 6772
11.75 0.880409 -0.000384271 0.0643606 0.903556 -0.00423598 0.0792646 0.883091 0.00436306 0.0736526 11.625 11.875 124346 5121 8004 4186
12.00 0.794212 0.00271088 0.0635532 0.736504 0.0197799 0.0530383 0.741093 0.00982088 0.0562896 11.875 12.125 72088 597 5531 2682
12.25 0.596491 0.0331384 0.0464912 0.522769 0.020297 0.0447511 0.491692 0.0273921 0.0384862 12.125 12.375 41526 69 3613 1681
12.50 0.75 0.05 0.15 0.290304 0.0538795 0.0420771 0.257829 0.0535023 0.0450847 12.375 12.625 23220 17 2017 1062
12.75 0.333333 0 0 0.194053 0.0507133 0.0356681 0.190542 0.0429819 0.0307628 12.625 12.875 13163 3 694 765
13.00 0 0 0 0.0833333 0.061828 0.0155367 0.0833333 0.0160187 0.00860806 12.875 13.125 7257 1 65 484
13.25 0.333333 0 0.333333 0 0.2 0 0.0451807 0.0198348 0.00288465 13.125 13.375 3835 3 10 339
13.50 0 0 0 0.5 0.5 0 0.0307692 0.00646481 0.0097166 13.375 13.625 1959 0 2 198
13.75 0 0 0 0 0 0 0.0491803 0.0174863 0.015847 13.625 13.875 976 0 0 62
14.00 0 0 0 0 0 0 0.125 0.0178571 0 13.875 14.125 430 0 0 8
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 172 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 38 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 10 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
