#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0.00749793 0 0 0.0154503 0 0 0 0.00691956 0 0.0430799 0 8.625 8.875 45979 1869 257 334 86
9 0 0.0129137 0 0 0.00385279 0.00342713 0 0.0211397 0 0 0 0.0161588 8.875 9.125 82560 5711 893 1184 316
9.25 1.51504e-05 0.0394705 1.80791e-05 0.000142546 0.0426116 0.000145474 -8.78621e-06 0.0447143 0 -8.78621e-06 0.0484565 0 9.125 9.375 383221 41777 6608 8325 2405
9.5 2.19308e-05 0.0726152 8.80278e-06 2.42723e-05 0.0855715 3.77661e-06 2.54602e-05 0.109689 2.1149e-05 0.000127034 0.118318 0.000127034 9.375 9.625 1.50852e+06 184585 28697 27751 7267
9.75 4.32702e-05 0.0799779 2.8207e-05 0.000152372 0.115381 7.48603e-05 9.30107e-06 0.141118 1.06895e-05 0.00014828 0.145245 7.35253e-05 9.625 9.875 3.62502e+06 496845 72684 55055 13055
10 -7.77638e-06 0.0847059 5.3686e-07 3.14241e-07 0.11426 6.18453e-06 -4.11735e-05 0.138763 -1.57513e-05 5.58215e-05 0.134217 7.08665e-05 9.875 10.125 4.11811e+06 661809 99940 70042 15930
10.25 1.68189e-05 0.0920841 1.46985e-06 4.70803e-05 0.116721 1.24375e-05 4.31808e-05 0.135964 -2.94188e-06 -4.94392e-06 0.132324 4.49447e-07 10.125 10.375 2.82231e+06 597350 96109 62338 13801
