#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0.327611 0.0433924 0.0372692 0.281101 0.024067 0.0582563 0.331002 0.0522237 0.0315741 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0.33152 0.0430092 0.0306221 0.287079 0.0227153 0.0609863 0.337323 0.0473568 0.0280667 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0.335186 0.0406621 0.0341927 0.324167 0.0176619 0.0617177 0.333195 0.0360647 0.040392 8.375 8.625 0 0 0 0 0
8.75 -0.00164677 0.00164677 0.0226431 0.297047 0.0279754 0.0413784 0.298098 0.0268633 0.126902 0.292132 0.0248374 0.0470029 8.625 8.875 2434 5 0 0 0
9 -0.00114112 0.00114112 0.0220616 0.253423 0.0210779 0.0485 0.31084 -0.0029425 0.149098 0.246514 0.0178602 0.0489007 8.875 9.125 2634 5 0 0 0
9.25 -0.00289735 0.0765499 0.00351821 0.223222 0.017608 0.0689629 0.174512 0.232223 -0.0328946 0.202795 0.0208514 0.0669938 9.125 9.375 4841 9 0 0 0
9.5 -0.0043878 0.160546 -0.000208943 0.180737 0.0213981 0.0871866 0.291141 0.0132337 1.06773 0.142493 0.0258853 0.0918868 9.375 9.625 4802 16 0 0 0
9.75 0.0821755 0.0664549 0.0834855 0.140627 0.0212788 0.0889636 -0.778292 0.0690969 0.115071 -0.0282916 0.110679 0.105627 9.625 9.875 2301 11 0 0 0
10 -0.0184874 0.0184874 0.0521008 0.0833773 0.0417595 0.0643071 -0.857282 0.079396 0.0925475 0.142718 0.079396 0.0930346 9.875 10.125 599 4 0 0 0
10.25 -0.034188 0.025641 0.128205 0.0557079 0.0374834 0.0470533 -0.907928 0.0741688 0.0647911 -0.907928 0.0741688 0.0647911 10.125 10.375 117 0 0 0 0
10.5 -0.0625 0.0625 0.0625 0.0276427 0.0597338 0.0370948 -0.940778 0.0829103 0.0406092 -0.940778 0.0829103 0.0406092 10.375 10.625 17 1 0 0 0
10.75 0 0 0 -0.0218956 0.0285617 0.0202266 -0.974277 0.073955 0.0192926 -0.974277 0.073955 0.0192926 10.625 10.875 0 0 0 0 0
11 0 0 0 0.0078125 0.0625 0.0078125 -0.992188 0.078125 0.0078125 -0.992188 0.078125 0.0078125 10.875 11.125 0 0 0 0 0
11.25 0 0 0 -0.967213 0.0491803 0.0163935 -0.967213 0.0491803 0.0163935 -0.967213 0.0491803 0.0163935 11.125 11.375 0 0 0 0 0
11.5 0 0 0 0 0 0 -1 0 0 -1 0 0 11.375 11.625 0 0 0 0 0
11.75 0 0 0 -1 0 0 -1 0 0 -1 0 0 11.625 11.875 0 0 0 0 0
12 0 0 0 0 0 0 0 0 0 0 0 0 11.875 12.125 0 0 0 0 0
12.25 0 0 0 0 0 0 0 0 0 0 0 0 12.125 12.375 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.375 12.625 0 0 0 0 0
12.75 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 0 0 0 0 0
13 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0
13.25 0 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0
14 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0
15 0 0 0 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0 0
