#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.8 0 0 0.916667 0 0 0.769231 0 8.625 8.875 32061 247 379 199
9.00 0 0.714286 0 0 0.75 0 0 0.813559 0 8.875 9.125 58364 814 1408 726
9.25 0 0.775087 0 0 0.801572 0 0 0.828496 0 9.125 9.375 280339 5933 9334 5084
9.50 0 0.803109 0 0 0.849763 0 0 0.864865 0 9.375 9.625 1.16092e+06 22461 25956 12517
9.75 0.3 0.549954 0.0368421 0.3125 0.566118 0.0152027 0.333333 0.583768 -0.121212 9.625 9.875 3.14006e+06 59289 53545 23360
10.00 0.4 0.525926 -0.0545455 0.142857 0.786774 -0.11756 0.5 0.43534 0.25 9.875 10.125 3.95255e+06 92265 76821 32045
10.25 0.5 0.438568 -0.240157 0 0.946909 -0.5 0 0.986486 0 10.125 10.375 2.7647e+06 89566 70054 28226
10.50 0.5 0.44697 -0.277592 1 -0.0277778 0.165907 0 0.942659 -0.75 10.375 10.625 1.72681e+06 76755 54982 21311
10.75 1 -0.0531723 0.165981 0.8 0.155224 -0.034493 1 -0.0416667 0.162607 10.625 10.875 1.07153e+06 63275 39830 15021
11.00 0.875 0.0609795 0.0522037 0.871429 0.0791888 0.0503063 1 -0.0506329 0.175751 10.875 11.125 639787 46995 27315 9637
11.25 0.927711 0.0143594 0.110934 0.94332 0.00173509 0.128846 0.89916 0.0388404 0.11108 11.125 11.375 367285 31841 17552 6203
11.50 0.933602 5.63264e-05 0.129163 0.920792 0.0137153 0.109186 0.906667 0.00885844 0.132998 11.375 11.625 210266 17714 11646 3787
11.75 0.930982 -0.0262197 0.12647 0.885341 0 0.104665 0.876389 0.01238 0.105815 11.625 11.875 120160 5610 7889 2438
12.00 0.815534 0.0100474 0.065534 0.779207 0.00866103 0.0719221 0.728477 0.0258089 0.0618101 11.875 12.125 67895 620 5323 1528
12.25 0.882353 -0.0392157 0.145511 0.576418 0.0238596 0.0537519 0.553374 0.0230669 0.0546211 12.125 12.375 38008 66 3480 1006
12.50 0.8 0.0125 0.0857143 0.366983 0.0464788 0.0532319 0.34345 0.0383988 0.0584422 12.375 12.625 20899 18 1974 664
12.75 1 0 0.2 0.229167 0.0530116 0.0598629 0.232704 0.0396267 0.0327044 12.625 12.875 11190 5 647 490
13.00 0 0 0 0.2 0.0745098 0.0363636 0.129252 0.0232907 0.0305675 12.875 13.125 5807 0 56 299
13.25 0 0 0 0.333333 0 0 0.0710383 0.0127606 0.010929 13.125 13.375 2881 0 3 188
13.50 0 0 0 0 0 0 0.0483871 0.0247836 -0.000393391 13.375 13.625 1332 0 0 126
13.75 0 0 0 0 0 0 0.113636 0.00831486 0.0227273 13.625 13.875 608 0 0 45
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 219 0 0 3
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 61 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 11 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 2 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
