#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0.714286 0 0 0.75 0 0 0.833333 0 8.625 8.875 56842 230 266 49
9.00 0 0.682927 0 0 0.678571 0 0 0.714286 0 8.875 9.125 100747 882 993 188
9.25 0 0.617021 0 0 0.66381 0 0 0.664835 0 9.125 9.375 454380 6885 7607 1474
9.50 0 0.677 0 0 0.683812 0 0 0.693498 0 9.375 9.625 1.71647e+06 31792 27142 4864
9.75 0 0.741124 0 0.0833333 0.649795 -0.0166667 0 0.720155 0 9.625 9.875 3.88490e+06 78976 53449 8919
10.00 0.2 0.609524 0.00487806 0 0.803858 0 0 1 0 9.875 10.125 4.16879e+06 102482 63933 10481
10.25 0.75 0.128123 0.283333 0.166667 0.722222 -0.19697 0 1 0 10.125 10.375 2.82643e+06 97215 56349 8980
10.50 1 -0.0425532 1 1 0 0.230769 0 0.875 0 10.375 10.625 1.7608e+06 87132 44799 6966
10.75 0.5 0.394886 0 0.833333 0.141026 0.0626436 0 1 -0.666667 10.625 10.875 1.08451e+06 71666 32551 4985
11.00 0.9 0.00872213 0.16087 0.84375 0.0748547 0.0978063 1 -0.0566038 0.303496 10.875 11.125 620850 50364 21771 3178
11.25 0.821429 0.0763816 0.0774399 0.853846 0.0461538 0.113911 0.894737 -0.00902253 0.235463 11.125 11.375 347828 33128 14430 2085
11.50 0.848387 0.0353338 0.118697 0.842857 0.0355067 0.128696 0.891892 -0.000982821 0.217095 11.375 11.625 194098 17829 9461 1173
11.75 0.836066 0.0159843 0.104788 0.808528 0.032355 0.122776 0.731579 0.0853224 0.0649123 11.625 11.875 107554 5199 6560 837
12.00 0.775 0.0237805 0.0785714 0.729442 0.0380225 0.0782097 0.70412 0.0470996 0.101066 11.875 12.125 58699 542 4400 542
12.25 0.655172 0.0114943 0.0801724 0.630801 0.0367414 0.0572789 0.556452 0.0615742 0.0585613 12.125 12.375 31310 48 2794 306
12.50 1 0 0 0.47729 0.0343197 0.0595775 0.473171 0.0217272 0.0619558 12.375 12.625 16249 5 1556 227
12.75 0 0 0 0.318066 0.0453141 0.0729205 0.329032 0.0546155 0.0520052 12.625 12.875 8156 1 439 159
13.00 0 0 0 0.372093 0.0326689 0.0930232 0.125 0.0547753 0.00872093 12.875 13.125 3853 0 44 92
13.25 0 0 0 0.666667 0 0.333333 0.147541 0.0163934 0.0808743 13.125 13.375 1710 0 3 62
13.50 0 0 0 0 0 0 0.0540541 0.0292793 0.027027 13.375 13.625 691 0 0 37
13.75 0 0 0 0 0 0 0.133333 0 0 13.625 13.875 252 0 0 15
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 59 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 11 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 1 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
