#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0.0340989 0.0609718 0.0340989 0.0341955 0.0789128 0.0341955 0.0277778 0.106481 0.0277778 0.0272277 0.101485 0.0272277 0.0418994 0.0698324 0.0418994 8.625 8.875 27883 25602 2281 216 404 358
9.00 0.0456402 0.0824706 0.0456165 0.0487135 0.096126 0.048569 0.0544323 0.101089 0.0544323 0.045 0.0885714 0.045 0.0622924 0.0847176 0.0622924 8.875 9.125 49030 42112 6918 643 1400 1204
9.25 0.0327032 0.0667152 0.0326979 0.0502089 0.0990015 0.0501853 0.0526062 0.0931467 0.0523649 0.0503233 0.0973545 0.0503233 0.0559441 0.105181 0.0559441 9.125 9.375 231855 189492 42363 4144 8505 7007
9.50 0.0216978 0.0490314 0.0216686 0.0653431 0.10624 0.065173 0.0620979 0.109521 0.061881 0.0780768 0.115286 0.0778678 0.0828539 0.126515 0.0825831 9.375 9.625 870266 752702 117564 13833 19135 14773
9.75 0.0265714 0.0591679 0.0262088 0.0770569 0.117074 0.0755825 0.0832181 0.127695 0.0817329 0.102067 0.151477 0.100165 0.11084 0.154932 0.108828 9.625 9.875 2.46039e+06 2.1294e+06 330989 39054 43109 30323
10.00 0.0185903 0.0445078 0.0181263 0.0700728 0.11839 0.0664711 0.0779449 0.126518 0.0741148 0.092536 0.136081 0.0863177 0.0922765 0.141272 0.0868944 9.875 10.125 3.60998e+06 3.01738e+06 592598 75733 75603 50728
10.25 0.0134941 0.0354098 0.0128213 0.0629897 0.117134 0.0547024 0.0685189 0.128053 0.0599582 0.0807449 0.132659 0.0680525 0.0791119 0.130888 0.0666886 10.125 10.375 2.61869e+06 2.05424e+06 564457 77745 72438 46074
10.50 0.00976826 0.0273828 0.0085394 0.0562413 0.108635 0.0394755 0.0597943 0.116926 0.0435746 0.0725288 0.124789 0.0455254 0.0701348 0.123984 0.0436326 10.375 10.625 1.64858e+06 1.21332e+06 435267 63986 56157 34947
10.75 0.00801564 0.0234864 0.00557846 0.0614446 0.105717 0.0213191 0.0605234 0.11147 0.0228737 0.0775224 0.116043 0.02184 0.0753405 0.109789 0.0203274 10.625 10.875 1.02422e+06 717223 306992 51352 41330 24595
11.00 0.00914031 0.0230932 0.00276515 0.0814058 0.095084 0.00129084 0.0755037 0.0960696 0.00439483 0.0984118 0.0993735 -0.00176988 0.0993025 0.0952871 -0.00485074 10.875 11.125 627951 424931 203020 39508 28838 16344
11.25 0.0148582 0.0247357 0.00049368 0.135846 0.0819332 -0.0118706 0.112988 0.0789982 -0.00858213 0.159171 0.0867229 -0.0138324 0.162988 0.0813642 -0.0155517 11.125 11.375 366195 251175 115020 27525 18477 10467
11.50 0.0350661 0.0253799 -0.000751749 0.243049 0.0747588 -0.0113579 0.183663 0.0712745 -0.00789751 0.27086 0.0795704 -0.00915894 0.289433 0.0735064 -0.00739124 11.375 11.625 214336 150316 64020 16209 12272 6454
11.75 0.0949824 0.0307547 0.00602065 0.406933 0.0552762 0.00714973 0.306016 0.0541349 0.00729126 0.431592 0.0572292 0.00535405 0.468342 0.0572767 0.00831735 11.625 11.875 124222 89027 35195 5186 8040 4059
12.00 0.219731 0.0298394 0.0171138 0.599476 0.0352679 0.0178356 0.489796 0.0597976 0.0119634 0.613124 0.0328556 0.0162264 0.629261 0.0254736 0.0158059 11.875 12.125 71891 52414 19477 588 5547 2611
12.25 0.423467 0.0238333 0.0358303 0.768091 0.0189708 0.0276126 0.790698 0.00051111 0.0515673 0.769489 0.0181267 0.0273893 0.785181 0.0171832 0.0288617 12.125 12.375 41414 31091 10323 86 3579 1606
12.50 0.644561 0.0255934 0.0611992 0.880547 0.0143166 0.029157 0.875 0.0535714 0.0568182 0.854776 0.0222295 0.0265483 0.907067 0.0103551 0.0373386 12.375 12.625 23119 17778 5341 16 2052 1033
12.75 0.817496 0.0276254 0.0697492 0.94534 0.00981408 0.0257455 1 0 0 0.931429 0.0151032 0.0298367 0.941411 0.0104455 0.0244154 12.625 12.875 13062 10208 2854 2 700 751
13.00 0.913674 0.0164019 0.055076 0.966187 0.00643539 0.0199956 1 0 1 0.925373 0.0298507 0.0191231 0.976035 0.00304461 0.0241118 12.875 13.125 7182 5792 1390 1 67 459
