#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.16385 0.0573714 0.0176681 0.170893 0.0650873 0.0186967 0.196766 0.0656384 0.0175888 0.194786 0.064017 0.0214204 7.2 7.4 741864 181282 22878 23617 19984
7.5 0.168898 0.0574263 0.0168817 0.169931 0.0621825 0.0168072 0.200622 0.0645413 0.014546 0.198386 0.0646714 0.0164112 7.4 7.6 635393 166949 21825 22726 18775
7.7 0.180742 0.0551256 0.0191485 0.177597 0.0582227 0.0164391 0.213217 0.0616276 0.0195972 0.205276 0.0564751 0.0211338 7.6 7.8 529127 146458 20053 20638 17016
7.9 0.190404 0.0534369 0.014791 0.183472 0.0571233 0.0149615 0.220967 0.0606405 0.0172471 0.210751 0.0605496 0.0131791 7.8 8 429246 124778 17477 18295 15065
8.1 0.215991 0.0507219 0.0197407 0.20827 0.0539263 0.0196213 0.242956 0.0600035 0.0198942 0.232786 0.0549039 0.0185713 8 8.2 344728 105807 15456 15928 12865
8.3 0.245186 0.0524625 0.0218372 0.237058 0.0445235 0.0308919 0.256737 0.0577777 0.0174565 0.253428 0.0573694 0.0194216 8.2 8.4 278806 92088 13836 14090 11196
8.5 0.246502 0.0600922 0.0192818 0.231722 0.0604125 0.0181653 0.261806 0.0662932 0.0159819 0.263236 0.0612268 0.0192194 8.4 8.6 229338 83953 12804 12831 10088
8.7 0.242801 0.0558385 0.0186425 0.23421 0.0474006 0.0248911 0.267998 0.06026 0.0201281 0.257534 0.0626013 0.0173266 8.6 8.8 187979 71872 11522 10876 8708
8.9 0.246186 0.0573116 0.0190648 0.239323 0.049297 0.0199556 0.270775 0.0571053 0.0176587 0.263064 0.0595472 0.016437 8.8 9 151754 58191 10130 9199 7226
9.1 0.253346 0.0489981 0.0209307 0.231069 0.0478209 0.019913 0.270931 0.0516449 0.0197825 0.28218 0.0441704 0.0251849 9 9.2 124224 47158 8677 7785 6101
9.3 0.2551 0.0511289 0.0157478 0.225775 0.0496789 0.0187616 0.275432 0.0506742 0.0197639 0.27124 0.0648778 0.0123416 9.2 9.4 103865 38918 7282 6533 5268
9.5 0.2621 0.0481029 0.0184761 0.219518 0.0473033 0.0252585 0.273526 0.0552214 0.011907 0.286509 0.0534392 0.0183744 9.4 9.6 88048 32585 5621 5699 4635
9.7 0.264755 0.0547018 0.0168521 0.188733 0.0549775 0.0175093 0.278865 0.0577042 0.00893146 0.296648 0.0548854 0.016334 9.6 9.8 74828 27055 4140 4973 4037
9.9 0.270852 0.0497351 0.015092 0.160739 0.0671773 0.0145887 0.293915 0.0495988 0.0159384 0.308376 0.0462188 0.0188949 9.8 10 64602 23112 2810 4400 3639
10.1 0.274732 0.049611 0.0179369 0.156737 0.0671738 0.0289347 0.290319 0.0514309 0.0120635 0.306461 0.0437267 0.0235977 10 10.2 56944 19801 1648 4105 3262
10.3 0.280924 0.050466 0.0140421 0.10354 0.0709454 0.0275656 0.310841 0.0416333 0.0185101 0.30429 0.0481769 0.0196502 10.2 10.4 50542 17061 743 3834 2933
10.5 0.282374 0.050018 0.0204246 0.0929449 0.120822 0.0328371 0.290653 0.0455318 0.0211463 0.309613 0.0504467 0.0114699 10.4 10.6 43619 14258 310 3361 2687
10.7 0.264893 0.0441616 0.0197789 0.0609723 0.144612 0.00414002 0.26384 0.0425167 0.0255227 0.293601 0.04387 0.0247641 10.6 10.8 34718 10640 131 2651 2127
