#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 3.085218 0.385776 0.246083 -5.676245 0.385777 0.246085 3.351036 0.306725 0.212479 -5.410431 0.306728 0.212478 8.625 8.875 312057
9 3.672076 0.354753 0.221001 -5.337987 0.354751 0.221004 3.938111 0.275251 0.198801 -5.071951 0.275250 0.198802 8.875 9.125 488555
9.25 4.217426 0.307504 0.208987 -5.040627 0.307505 0.208986 4.483356 0.251434 0.177798 -4.774697 0.251436 0.177797 9.125 9.375 1.36056e+06
9.5 4.928395 0.271593 0.189589 -4.585665 0.271593 0.189587 5.194945 0.210142 0.177228 -4.319112 0.210145 0.177229 9.375 9.625 2.67657e+06
9.75 5.742856 0.223459 0.154326 -3.997508 0.223463 0.154318 6.009299 0.172383 0.148571 -3.731064 0.172388 0.148568 9.625 9.875 2.80656e+06
10 6.384210 0.184683 0.131124 -3.601041 0.184741 0.131016 6.650550 0.141198 0.127251 -3.334700 0.141207 0.127266 9.875 10.125 1.86064e+06
10.25 6.887661 0.156455 0.111934 -3.349563 0.156468 0.111854 7.154254 0.119112 0.114927 -3.082972 0.119264 0.114926 10.125 10.375 995971
10.5 7.344448 0.123180 0.094749 -3.141278 0.123192 0.094842 7.610720 0.114730 0.100408 -2.875007 0.114753 0.100435 10.375 10.625 478177
10.75 7.814681 0.086790 0.078691 -2.919905 0.086763 0.078686 8.082323 0.115767 0.105633 -2.652264 0.115763 0.105663 10.625 10.875 219143
11 8.290606 0.068500 0.068651 -2.691475 0.068493 0.068659 8.556746 0.112996 0.121303 -2.425334 0.112997 0.121297 10.875 11.125 94849
11.25 8.758305 0.057527 0.072202 -2.472359 0.057537 0.072238 9.024427 0.108242 0.138106 -2.206240 0.108259 0.138132 11.125 11.375 38266
11.5 9.226225 0.055307 0.077834 -2.252431 0.055297 0.077832 9.493608 0.113795 0.147756 -1.985050 0.113795 0.147788 11.375 11.625 14180
11.75 9.693800 0.043561 0.105326 -2.031521 0.043599 0.105295 9.959008 0.118705 0.172546 -1.766313 0.118747 0.172547 11.625 11.875 4616
12 10.127303 0.046249 0.132162 -1.847388 0.046250 0.132229 10.387951 0.122627 0.196733 -1.586740 0.122627 0.196736 11.875 12.125 1355
12.25 10.505628 0.066463 0.154152 -1.712571 0.066461 0.154153 10.761233 0.099616 0.200466 -1.456969 0.099622 0.200461 12.125 12.375 314
12.5 10.680771 0.115628 0.223805 -1.784649 0.115628 0.223805 10.999589 0.162569 0.253695 -1.465831 0.162566 0.253697 12.375 12.625 68
12.75 10.710207 0.310343 0.439342 -2.021493 0.310343 0.439342 10.990852 0.293012 0.440699 -1.740847 0.293011 0.440699 12.625 12.875 10
13 10.585317 0.272820 0.310037 -2.352732 0.272820 0.310036 10.820783 0.302998 0.330048 -2.117265 0.302997 0.330048 12.875 13.125 1
13.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.125 13.375 0
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
