#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 2.236878 0.433530 0.300102 -6.523488 0.433527 0.300101 2.487822 0.338390 0.305691 -6.272544 0.338389 0.305691 8.625 8.875 157757
9 2.756744 0.328711 0.310726 -6.255208 0.328711 0.310725 3.007800 0.315620 0.306587 -6.004148 0.315617 0.306590 8.875 9.125 258426
9.25 3.431403 0.311149 0.264945 -5.834854 0.311149 0.264947 3.682497 0.274055 0.270405 -5.583760 0.274055 0.270405 9.125 9.375 950962
9.5 4.408386 0.297909 0.211723 -5.115414 0.297910 0.211717 4.659450 0.252336 0.216035 -4.864349 0.252336 0.216038 9.375 9.625 2.8619e+06
9.75 5.357265 0.285183 0.173330 -4.390038 0.285183 0.173332 5.608308 0.226099 0.158234 -4.138994 0.226100 0.158235 9.625 9.875 4.8346e+06
10 6.089702 0.200718 0.137918 -3.899013 0.200764 0.137909 6.340554 0.187853 0.137551 -3.648160 0.187833 0.137567 9.875 10.125 3.90682e+06
10.25 6.645957 0.162540 0.109486 -3.595072 0.162570 0.109633 6.897194 0.134304 0.113397 -3.343835 0.134337 0.113379 10.125 10.375 2.47589e+06
10.5 7.126024 0.131601 0.089461 -3.364951 0.131729 0.089238 7.376804 0.103571 0.107060 -3.114169 0.103614 0.106580 10.375 10.625 1.52352e+06
10.75 7.579604 0.103702 0.068784 -3.158421 0.103696 0.068912 7.830554 0.098133 0.098707 -2.907467 0.098165 0.099003 10.625 10.875 866719
11 8.048491 0.062874 0.055195 -2.938678 0.062844 0.055197 8.299541 0.089923 0.099029 -2.687626 0.089920 0.099048 10.875 11.125 462439
11.25 8.516594 0.030969 0.047235 -2.719830 0.030968 0.047256 8.767300 0.081586 0.111148 -2.469126 0.081592 0.111166 11.125 11.375 242464
11.5 8.982266 0.017967 0.042926 -2.503442 0.017986 0.042930 9.233392 0.099396 0.127406 -2.252319 0.099425 0.127423 11.375 11.625 124024
11.75 9.454003 0.023046 0.033077 -2.281030 0.022985 0.033081 9.705778 0.112373 0.132796 -2.029255 0.112379 0.132802 11.625 11.875 62060
12 9.928326 0.028028 0.029963 -2.055921 0.028037 0.029964 10.178248 0.111642 0.118213 -1.805999 0.111640 0.118216 11.875 12.125 29970
12.25 10.329745 0.043426 0.028275 -1.903421 0.043353 0.028270 10.581357 0.115831 0.117520 -1.651812 0.115765 0.117645 12.125 12.375 13446
12.5 10.600147 0.058056 0.037880 -1.882342 0.058052 0.037879 10.853662 0.127745 0.123014 -1.628826 0.127745 0.123039 12.375 12.625 5886
12.75 10.759684 0.088820 0.058792 -1.969432 0.088792 0.058805 11.010827 0.163593 0.127424 -1.718291 0.163570 0.127459 12.625 12.875 2262
13 10.873080 0.138124 0.086651 -2.105706 0.138130 0.086646 11.119652 0.180937 0.152993 -1.859129 0.180932 0.153009 12.875 13.125 764
13.25 10.948179 0.148764 0.097525 -2.268569 0.148759 0.097525 11.197027 0.182034 0.173510 -2.019724 0.182036 0.173506 13.125 13.375 231
13.5 10.944039 0.221269 0.125232 -2.524094 0.221268 0.125233 11.186646 0.248895 0.200595 -2.281491 0.249279 0.200356 13.375 13.625 58
13.75 11.040027 0.179631 0.122464 -2.638976 0.179631 0.122464 11.237659 0.196623 0.149224 -2.441343 0.196622 0.149225 13.625 13.875 4
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
