#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.573383 0.458899 0.381918 -7.187091 0.458901 0.381918 1.752948 0.451981 0.387286 -7.007525 0.451979 0.387283 8.625 8.875 29798
9 2.162153 0.438222 0.400177 -6.850944 0.438221 0.400178 2.341515 0.387667 0.396255 -6.671583 0.387667 0.396253 8.875 9.125 50029
9.25 2.946903 0.357301 0.330293 -6.322761 0.357303 0.330291 3.126040 0.333140 0.310326 -6.143622 0.333140 0.310326 9.125 9.375 222683
9.5 4.021093 0.277813 0.202360 -5.506149 0.277813 0.202363 4.200408 0.293524 0.218205 -5.326835 0.293526 0.218204 9.375 9.625 755210
9.75 5.282509 0.226747 0.135007 -4.478459 0.226746 0.135007 5.461710 0.223596 0.178619 -4.299258 0.223596 0.178622 9.625 9.875 2.04137e+06
10 6.289618 0.147293 0.099987 -3.708003 0.147291 0.099984 6.468742 0.161158 0.136081 -3.528877 0.161160 0.136081 9.875 10.125 3.20368e+06
10.25 6.897503 0.103695 0.068246 -3.344623 0.103709 0.068219 7.076652 0.138452 0.118123 -3.165475 0.138468 0.118124 10.125 10.375 2.4362e+06
10.5 7.396900 0.060810 0.043957 -3.094957 0.060812 0.043953 7.576066 0.114422 0.103336 -2.915789 0.114421 0.103255 10.375 10.625 1.55293e+06
10.75 7.895224 0.033504 0.022824 -2.845734 0.033587 0.022753 8.074286 0.107685 0.103405 -2.666677 0.107721 0.102998 10.625 10.875 966052
11 8.403316 0.032188 0.012959 -2.586833 0.032247 0.012944 8.582627 0.105008 0.097789 -2.407524 0.105048 0.097743 10.875 11.125 597652
11.25 8.929848 0.033617 0.005212 -2.309292 0.033610 0.005226 9.109373 0.103927 0.096524 -2.129765 0.103874 0.096546 11.125 11.375 356988
11.5 9.471145 0.031802 0.006123 -2.017547 0.031768 0.006204 9.650661 0.107897 0.099278 -1.838032 0.107867 0.099301 11.375 11.625 211059
11.75 9.958624 0.023697 0.010667 -1.780390 0.023708 0.010659 10.138095 0.099278 0.099279 -1.600919 0.099278 0.099334 11.625 11.875 124618
12 10.334121 0.017685 0.014455 -1.654854 0.017695 0.014446 10.513091 0.094077 0.101146 -1.475886 0.094105 0.101137 11.875 12.125 72840
12.25 10.566559 0.021870 0.009668 -1.673302 0.021898 0.009685 10.745871 0.103600 0.092176 -1.493996 0.103602 0.092168 12.125 12.375 42219
12.5 10.692940 0.042162 0.013577 -1.795148 0.042127 0.013561 10.871982 0.123111 0.089161 -1.616109 0.123119 0.089247 12.375 12.625 24489
12.75 10.781350 0.063504 0.022717 -1.955859 0.063549 0.022713 10.962798 0.126921 0.092332 -1.774413 0.126945 0.092284 12.625 12.875 14200
13 10.891874 0.061873 0.021543 -2.095659 0.061798 0.021532 11.072114 0.130587 0.097580 -1.915413 0.130588 0.097528 12.875 13.125 7907
13.25 11.016356 0.051145 0.022593 -2.220005 0.051266 0.022656 11.193354 0.125495 0.095601 -2.043010 0.125474 0.095644 13.125 13.375 4426
13.5 11.141942 0.037841 0.028867 -2.346770 0.037710 0.028926 11.320704 0.114303 0.100845 -2.168012 0.114312 0.100865 13.375 13.625 2386
13.75 11.275079 0.033050 0.034705 -2.462717 0.033036 0.034746 11.454387 0.108719 0.111090 -2.283406 0.108720 0.111055 13.625 13.875 1221
14 11.408447 0.032957 0.046042 -2.577560 0.033027 0.045970 11.579268 0.107496 0.118519 -2.406741 0.107499 0.118653 13.875 14.125 594
14.25 11.531108 0.041268 0.061321 -2.707835 0.041496 0.061187 11.713536 0.100706 0.127483 -2.525404 0.100926 0.127258 14.125 14.375 279
14.5 11.619836 0.057891 0.066236 -2.843273 0.057892 0.066234 11.804272 0.093371 0.128856 -2.658834 0.093370 0.128857 14.375 14.625 94
14.75 11.762992 0.071450 0.074399 -2.958220 0.071453 0.074398 11.942567 0.110825 0.141179 -2.778643 0.110825 0.141179 14.625 14.875 36
15 11.880116 0.061890 0.106264 -3.096419 0.061889 0.106265 12.079999 0.108858 0.158601 -2.896538 0.108857 0.158601 14.875 15.125 3
15.25 12.209620 0.120991 0.073409 -3.034512 0.120991 0.073409 12.397125 0.147346 0.136348 -2.847006 0.147346 0.136348 15.125 15.375 1
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
