#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.670425 0.494429 0.442808 -7.091389 0.494426 0.442813 1.896052 0.495093 0.461510 -6.865765 0.495092 0.461509 8.625 8.875 41169
9 2.207020 0.437090 0.440593 -6.806860 0.437088 0.440594 2.432738 0.401923 0.442861 -6.581142 0.401925 0.442861 8.875 9.125 74123
9.25 2.956876 0.383564 0.383557 -6.314869 0.383562 0.383560 3.182756 0.375503 0.396083 -6.088994 0.375503 0.396082 9.125 9.375 349922
9.5 4.027525 0.323447 0.313987 -5.502381 0.323446 0.313988 4.253569 0.307747 0.318189 -5.276339 0.307750 0.318187 9.375 9.625 1.40406e+06
9.75 5.156622 0.264846 0.212550 -4.598814 0.264846 0.212551 5.382559 0.249717 0.250211 -4.372877 0.249718 0.250212 9.625 9.875 3.48661e+06
10 6.037333 0.197195 0.154840 -3.956400 0.197193 0.154846 6.263155 0.188261 0.181398 -3.730581 0.188261 0.181389 9.875 10.125 4.07835e+06
10.25 6.641892 0.144935 0.118325 -3.599327 0.144958 0.118316 6.867660 0.154896 0.139745 -3.373557 0.154927 0.139712 10.125 10.375 2.81268e+06
10.5 7.133331 0.100968 0.085052 -3.358468 0.101388 0.084878 7.359159 0.122852 0.117767 -3.132641 0.122971 0.117752 10.375 10.625 1.75193e+06
10.75 7.623885 0.064885 0.063130 -3.116537 0.064893 0.063186 7.849650 0.113622 0.120245 -2.890775 0.113662 0.120150 10.625 10.875 1.0854e+06
11 8.112545 0.026579 0.041478 -2.876210 0.026567 0.041472 8.337974 0.094667 0.125488 -2.650779 0.094602 0.125540 10.875 11.125 636550
11.25 8.614218 0.020841 0.033488 -2.624169 0.020778 0.033481 8.840087 0.099257 0.116620 -2.398304 0.099198 0.116604 11.125 11.375 360689
11.5 9.161980 0.027678 0.027959 -2.326308 0.027673 0.027967 9.388051 0.103943 0.113669 -2.100239 0.103936 0.113667 11.375 11.625 204946
11.75 9.763694 0.021141 0.029284 -1.974073 0.021107 0.029275 9.989628 0.089634 0.109358 -1.748138 0.089620 0.109347 11.625 11.875 115287
12 10.267946 0.020693 0.022662 -1.719996 0.020651 0.022681 10.494462 0.093335 0.104932 -1.493482 0.093343 0.104952 11.875 12.125 64470
12.25 10.542789 0.025916 0.014284 -1.694258 0.025877 0.014282 10.768355 0.101082 0.099221 -1.468692 0.101091 0.099171 12.125 12.375 35219
12.5 10.636456 0.058265 0.027970 -1.850256 0.058258 0.027973 10.862930 0.126761 0.101964 -1.623779 0.126738 0.101966 12.375 12.625 19058
12.75 10.699781 0.087516 0.033103 -2.037138 0.087541 0.033103 10.925609 0.146761 0.099365 -1.811312 0.146792 0.099339 12.625 12.875 9869
13 10.778891 0.094958 0.029437 -2.207138 0.094835 0.029493 11.007065 0.148251 0.095778 -1.978963 0.148220 0.095765 12.875 13.125 4930
13.25 10.881169 0.088627 0.036868 -2.352587 0.088583 0.036912 11.105281 0.146558 0.104760 -2.128474 0.146527 0.104797 13.125 13.375 2342
13.5 11.000145 0.089734 0.035259 -2.482421 0.089734 0.035263 11.218926 0.145689 0.108347 -2.263642 0.145689 0.108346 13.375 13.625 1011
13.75 11.108605 0.075793 0.051265 -2.621202 0.076103 0.051265 11.333283 0.131989 0.123137 -2.396528 0.131993 0.123137 13.625 13.875 415
14 11.255560 0.072632 0.047479 -2.723247 0.072631 0.047482 11.461004 0.122527 0.111026 -2.517804 0.122526 0.111026 13.875 14.125 142
14.25 11.292879 0.063181 0.102939 -2.932846 0.063180 0.102940 11.584535 0.102910 0.151362 -2.641191 0.102909 0.151362 14.125 14.375 26
14.5 11.084996 0.161240 0.057096 -3.435727 0.161239 0.057097 11.431515 0.185526 0.106691 -3.089208 0.185525 0.106692 14.375 14.625 2
14.75 11.390715 0.328704 0.100801 -3.362689 0.328704 0.100800 11.542145 0.328059 0.148097 -3.211258 0.328059 0.148097 14.625 14.875 1
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
