#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 2.338501 0.418936 0.292247 -6.422005 0.418935 0.292246 2.591984 0.328796 0.308120 -6.168521 0.328795 0.308120 8.625 8.875 178278
9 2.875373 0.358815 0.284081 -6.136450 0.358814 0.284082 3.129045 0.311743 0.282156 -5.882780 0.311747 0.282156 8.875 9.125 289333
9.25 3.545171 0.335749 0.254326 -5.720466 0.335751 0.254322 3.798571 0.294315 0.242622 -5.467062 0.294316 0.242622 9.125 9.375 1.03549e+06
9.5 4.489863 0.311239 0.203647 -5.033279 0.311239 0.203643 4.743386 0.251741 0.193275 -4.779756 0.251743 0.193274 9.375 9.625 3.03713e+06
9.75 5.405292 0.245200 0.174799 -4.340854 0.245202 0.174799 5.658870 0.218660 0.152438 -4.087273 0.218658 0.152437 9.625 9.875 4.8448e+06
10 6.123292 0.207078 0.133703 -3.864926 0.207115 0.133682 6.376802 0.179085 0.132784 -3.611420 0.179085 0.132744 9.875 10.125 3.78844e+06
10.25 6.667933 0.163781 0.108311 -3.572880 0.164088 0.108155 6.921369 0.136067 0.115312 -3.319445 0.136132 0.115291 10.125 10.375 2.35383e+06
10.5 7.140610 0.134673 0.090954 -3.349762 0.134676 0.090953 7.394169 0.100421 0.110393 -3.096203 0.100424 0.110348 10.375 10.625 1.42378e+06
10.75 7.593455 0.106193 0.070555 -3.144239 0.106187 0.070617 7.847431 0.097590 0.098138 -2.890267 0.097579 0.098140 10.625 10.875 789372
11 8.059326 0.062699 0.056639 -2.927452 0.062673 0.056594 8.312942 0.093779 0.098876 -2.673838 0.093809 0.098938 10.875 11.125 416719
11.25 8.524520 0.035695 0.050713 -2.711554 0.035693 0.050735 8.778004 0.085182 0.115022 -2.458073 0.085181 0.115193 11.125 11.375 214202
11.5 8.988419 0.021703 0.048431 -2.496786 0.021632 0.048447 9.242650 0.098825 0.129206 -2.242554 0.098798 0.129202 11.375 11.625 106580
11.75 9.454838 0.024830 0.042209 -2.280172 0.024831 0.042208 9.709128 0.109463 0.134511 -2.025882 0.109441 0.134473 11.625 11.875 51751
12 9.919284 0.028230 0.038472 -2.064153 0.028274 0.038440 10.170545 0.114007 0.128655 -1.812893 0.114032 0.128620 11.875 12.125 24119
12.25 10.315752 0.042309 0.031619 -1.916485 0.042227 0.031719 10.567954 0.117719 0.133078 -1.664284 0.117719 0.133120 12.125 12.375 10315
12.5 10.612672 0.056854 0.047341 -1.869382 0.056855 0.047339 10.860916 0.125102 0.124112 -1.621138 0.125103 0.124112 12.375 12.625 4313
12.75 10.787309 0.088096 0.068394 -1.937982 0.088100 0.068391 11.036595 0.158290 0.139361 -1.688691 0.158290 0.139361 12.625 12.875 1462
13 10.897717 0.123670 0.095325 -2.077300 0.123669 0.095324 11.139885 0.176484 0.156507 -1.835133 0.176484 0.156505 12.875 13.125 513
13.25 10.947949 0.181095 0.101537 -2.262994 0.181097 0.101538 11.189309 0.215280 0.181506 -2.021632 0.215280 0.181508 13.125 13.375 115
13.5 10.871127 0.218059 0.159479 -2.583510 0.218059 0.159479 11.164893 0.235890 0.201585 -2.289743 0.235889 0.201583 13.375 13.625 29
13.75 10.904699 0.095797 0.057425 -2.728324 0.095797 0.057424 11.047968 0.182187 0.126620 -2.585054 0.182187 0.126621 13.625 13.875 1
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
