#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 4.196940 0.490917 0.863161 -4.560280 0.490919 0.863161 4.490215 0.516345 0.919481 -4.267007 0.516348 0.919476 8.625 8.875 20642
9 4.757276 0.420788 0.795523 -4.249744 0.420787 0.795524 5.050285 0.461916 0.810904 -3.956738 0.461920 0.810900 8.875 9.125 26051
9.25 5.204566 0.348300 0.711399 -4.043708 0.348300 0.711399 5.499072 0.364418 0.776584 -3.749205 0.364419 0.776580 9.125 9.375 51772
9.5 5.865211 0.259850 0.627390 -3.640011 0.259851 0.627388 6.161323 0.307004 0.677941 -3.343900 0.307005 0.677940 9.375 9.625 65873
9.75 6.660511 0.210589 0.545228 -3.067412 0.210591 0.545225 6.957464 0.260720 0.632440 -2.770460 0.260722 0.632437 9.625 9.875 41713
10 7.317123 0.145248 0.524788 -2.654509 0.145252 0.524785 7.609044 0.220022 0.580453 -2.362585 0.220020 0.580454 9.875 10.125 14728
10.25 7.842243 0.160373 0.562002 -2.379471 0.160373 0.562003 8.146660 0.174343 0.587518 -2.075056 0.174345 0.587517 10.125 10.375 3938
10.5 8.374235 0.142703 0.588953 -2.096020 0.142703 0.588952 8.657537 0.173433 0.621872 -1.812717 0.173434 0.621873 10.375 10.625 949
10.75 8.929784 0.147571 0.678450 -1.784232 0.147572 0.678450 9.177497 0.178779 0.725911 -1.536521 0.178782 0.725909 10.625 10.875 173
11 9.156867 0.161857 0.985739 -1.801852 0.161858 0.985739 9.580327 0.177579 0.974025 -1.378392 0.177581 0.974024 10.875 11.125 26
11.25 9.564710 0.160345 1.429498 -1.597143 0.160345 1.429497 9.704789 0.152518 1.454842 -1.457063 0.152518 1.454842 11.125 11.375 1
11.5 9.727348 0.460567 1.409213 -1.687625 0.460567 1.409213 10.212467 0.401163 1.376750 -1.202506 0.401163 1.376751 11.375 11.625 1
11.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 11.625 11.875 0
12 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 11.875 12.125 0
12.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.125 12.375 0
12.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.375 12.625 0
12.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.625 12.875 0
13 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.875 13.125 0
13.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.125 13.375 0
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
