#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.578143 0.574933 0.407467 -7.181739 0.574928 0.407472 1.753847 0.468883 0.420219 -7.006038 0.468883 0.420219 8.625 8.875 32734
9 2.161471 0.469204 0.428356 -6.851861 0.469205 0.428356 2.337040 0.423294 0.420808 -6.676293 0.423296 0.420805 8.875 9.125 53889
9.25 2.941600 0.431323 0.338577 -6.327288 0.431320 0.338579 3.116861 0.362427 0.332036 -6.152027 0.362428 0.332035 9.125 9.375 232629
9.5 4.029377 0.294028 0.209463 -5.497106 0.294026 0.209464 4.204892 0.315576 0.226309 -5.321592 0.315576 0.226306 9.375 9.625 756577
9.75 5.295105 0.244492 0.136684 -4.465663 0.244487 0.136687 5.470423 0.234250 0.181212 -4.290349 0.234250 0.181212 9.625 9.875 2.01082e+06
10 6.309130 0.141639 0.092402 -3.688684 0.141640 0.092403 6.484457 0.153856 0.139711 -3.513355 0.153856 0.139713 9.875 10.125 3.1529e+06
10.25 6.916853 0.098200 0.064964 -3.325332 0.098206 0.064951 7.092089 0.132715 0.112705 -3.150095 0.132699 0.112678 10.125 10.375 2.41112e+06
10.5 7.416606 0.058542 0.037341 -3.075292 0.058612 0.037214 7.591863 0.124405 0.100892 -2.900034 0.124470 0.100838 10.375 10.625 1.53949e+06
10.75 7.912809 0.036296 0.020820 -2.828120 0.036365 0.020863 8.088243 0.110373 0.104420 -2.652685 0.110406 0.104557 10.625 10.875 957963
11 8.420062 0.035219 0.010007 -2.570107 0.035253 0.009994 8.595724 0.103591 0.095698 -2.394441 0.103626 0.095661 10.875 11.125 593007
11.25 8.942402 0.034869 0.002522 -2.296805 0.034807 0.002518 9.118092 0.106810 0.093214 -2.121114 0.106819 0.093223 11.125 11.375 355202
11.5 9.475547 0.032516 0.004480 -2.013255 0.032514 0.004466 9.651168 0.106297 0.094053 -1.837636 0.106294 0.094049 11.375 11.625 210409
11.75 9.955759 0.026022 0.011341 -1.783338 0.025931 0.011362 10.131519 0.098905 0.098309 -1.607581 0.098906 0.098309 11.625 11.875 124376
12 10.328249 0.018143 0.013637 -1.660664 0.018143 0.013633 10.503940 0.096203 0.101363 -1.484970 0.096222 0.101357 11.875 12.125 72828
12.25 10.565918 0.023277 0.010343 -1.673805 0.023282 0.010351 10.741088 0.101657 0.093551 -1.498636 0.101641 0.093565 12.125 12.375 42309
12.5 10.695517 0.040888 0.012624 -1.792424 0.040808 0.012661 10.871521 0.123488 0.087465 -1.616421 0.123502 0.087520 12.375 12.625 24587
12.75 10.787018 0.059818 0.021660 -1.950384 0.059865 0.021618 10.964333 0.125848 0.091408 -1.773067 0.125876 0.091368 12.625 12.875 14312
13 10.899926 0.060714 0.021538 -2.087536 0.060711 0.021611 11.076514 0.130873 0.095626 -1.910949 0.130855 0.095670 12.875 13.125 7971
13.25 11.023071 0.049099 0.021847 -2.213880 0.049260 0.021909 11.199086 0.126534 0.095090 -2.037864 0.126571 0.095144 13.125 13.375 4510
13.5 11.152388 0.036117 0.028913 -2.337072 0.035858 0.028797 11.330413 0.112370 0.102221 -2.159048 0.112471 0.102385 13.375 13.625 2400
13.75 11.279467 0.032186 0.036486 -2.456460 0.032124 0.036549 11.458224 0.107116 0.111943 -2.277699 0.107121 0.111952 13.625 13.875 1257
14 11.411507 0.040634 0.043812 -2.571866 0.040563 0.043813 11.583714 0.112388 0.114513 -2.399660 0.112318 0.114582 13.875 14.125 621
14.25 11.526534 0.042852 0.057556 -2.709223 0.043270 0.057923 11.703850 0.103713 0.125235 -2.531909 0.104080 0.125599 14.125 14.375 295
14.5 11.649835 0.055669 0.063630 -2.815668 0.055666 0.063634 11.825321 0.092765 0.127962 -2.640186 0.092765 0.127960 14.375 14.625 107
14.75 11.798427 0.066088 0.091963 -2.921553 0.066086 0.091963 11.969864 0.098048 0.158715 -2.750117 0.098047 0.158715 14.625 14.875 41
15 11.951682 0.060414 0.088769 -3.006040 0.060413 0.088769 12.100219 0.107895 0.155183 -2.857504 0.107894 0.155184 14.875 15.125 4
15.25 12.182998 0.125297 0.075722 -3.070140 0.125296 0.075722 12.409155 0.150530 0.136575 -2.843983 0.150529 0.136576 15.125 15.375 1
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
