#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.662231 0.500165 0.445477 -7.099855 0.500164 0.445476 1.888200 0.494074 0.463753 -6.873885 0.494073 0.463755 8.625 8.875 39948
9 2.199098 0.442190 0.441064 -6.814533 0.442189 0.441063 2.424378 0.410337 0.440702 -6.589252 0.410336 0.440702 8.875 9.125 72259
9.25 2.950144 0.381194 0.381539 -6.321588 0.381191 0.381542 3.175614 0.381749 0.395441 -6.096123 0.381750 0.395440 9.125 9.375 342362
9.5 4.023515 0.324389 0.318449 -5.506556 0.324392 0.318447 4.248907 0.308527 0.319769 -5.281160 0.308524 0.319768 9.375 9.625 1.38021e+06
9.75 5.156500 0.265603 0.215492 -4.599128 0.265603 0.215491 5.381841 0.251335 0.250378 -4.373787 0.251335 0.250380 9.625 9.875 3.45277e+06
10 6.039983 0.197288 0.156981 -3.953809 0.197297 0.156976 6.265093 0.189961 0.182188 -3.728700 0.189961 0.182179 9.875 10.125 4.06803e+06
10.25 6.644880 0.145825 0.117350 -3.596351 0.145866 0.117346 6.869965 0.153756 0.142452 -3.371266 0.153783 0.142450 10.125 10.375 2.80915e+06
10.5 7.136171 0.101181 0.084189 -3.355617 0.101252 0.084347 7.361228 0.122659 0.120028 -3.130561 0.122772 0.120013 10.375 10.625 1.75013e+06
10.75 7.627279 0.064365 0.063460 -3.113184 0.064329 0.063470 7.852309 0.114597 0.120478 -2.888154 0.114635 0.120259 10.625 10.875 1.08473e+06
11 8.116052 0.027097 0.041224 -2.872752 0.027099 0.041245 8.341258 0.095644 0.125368 -2.647548 0.095610 0.125425 10.875 11.125 637199
11.25 8.618889 0.021053 0.033645 -2.619499 0.021010 0.033684 8.844135 0.100784 0.116667 -2.394253 0.100736 0.116642 11.125 11.375 361510
11.5 9.170401 0.026526 0.028831 -2.317924 0.026526 0.028828 9.395337 0.104790 0.113760 -2.092987 0.104784 0.113757 11.375 11.625 205557
11.75 9.772106 0.020802 0.028392 -1.965595 0.020763 0.028384 9.997720 0.090683 0.109599 -1.739978 0.090669 0.109694 11.625 11.875 115817
12 10.274976 0.020333 0.022960 -1.712909 0.020359 0.022959 10.500089 0.093943 0.105998 -1.487798 0.093946 0.106016 11.875 12.125 64910
12.25 10.543796 0.025231 0.014298 -1.693429 0.025198 0.014289 10.769532 0.100675 0.099094 -1.467689 0.100691 0.099114 12.125 12.375 35546
12.5 10.637348 0.058545 0.027703 -1.849581 0.058557 0.027706 10.863240 0.127212 0.100961 -1.623687 0.127185 0.100948 12.375 12.625 19265
12.75 10.702835 0.086493 0.032385 -2.034229 0.086463 0.032375 10.925652 0.146584 0.099301 -1.811414 0.146573 0.099309 12.625 12.875 9964
13 10.785189 0.095090 0.028013 -2.200890 0.095061 0.027988 11.008405 0.147910 0.094563 -1.977674 0.147898 0.094571 12.875 13.125 5031
13.25 10.880162 0.084962 0.038092 -2.352912 0.084974 0.038094 11.105708 0.142345 0.106395 -2.127366 0.142328 0.106392 13.125 13.375 2386
13.5 10.995503 0.086470 0.034286 -2.486592 0.086473 0.034288 11.218857 0.144423 0.106691 -2.263239 0.144422 0.106697 13.375 13.625 1057
13.75 11.112367 0.075315 0.050158 -2.617330 0.075454 0.050019 11.328551 0.131883 0.119639 -2.401146 0.131881 0.119636 13.625 13.875 424
14 11.232338 0.062248 0.050900 -2.744843 0.062247 0.050899 11.469073 0.116693 0.116908 -2.508106 0.116692 0.116912 13.875 14.125 152
14.25 11.290332 0.079543 0.093715 -2.925833 0.079541 0.093717 11.565896 0.116696 0.141972 -2.650271 0.116698 0.141971 14.125 14.375 28
14.5 11.311795 0.199183 0.061457 -3.089221 0.199182 0.061457 11.511080 0.226974 0.109444 -2.889937 0.226974 0.109443 14.375 14.625 2
14.75 11.184191 0.255546 0.027121 -3.535006 0.255545 0.027122 11.484429 0.282998 0.053828 -3.234769 0.282999 0.053828 14.625 14.875 2
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
