#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.528320 0.511930 0.407863 -7.233305 0.511931 0.407865 1.732654 0.517785 0.394972 -7.028971 0.517786 0.394974 8.625 8.875 28208
9 2.112959 0.439849 0.367988 -6.900815 0.439847 0.367987 2.318154 0.433203 0.367386 -6.695619 0.433200 0.367389 8.875 9.125 49763
9.25 2.900881 0.398511 0.321797 -6.370618 0.398507 0.321798 3.105564 0.402064 0.335203 -6.165936 0.402066 0.335202 9.125 9.375 235952
9.5 3.981446 0.338566 0.287565 -5.547867 0.338561 0.287569 4.186175 0.321301 0.312680 -5.343139 0.321301 0.312680 9.375 9.625 896489
9.75 5.210524 0.261601 0.229059 -4.549888 0.261603 0.229055 5.415136 0.236665 0.265612 -4.345273 0.236665 0.265612 9.625 9.875 2.54506e+06
10 6.151251 0.176702 0.157297 -3.844520 0.176701 0.157295 6.355925 0.169946 0.192017 -3.639850 0.169949 0.192014 9.875 10.125 3.66055e+06
10.25 6.758584 0.121262 0.109624 -3.483101 0.121301 0.109618 6.963393 0.140453 0.150445 -3.278291 0.140470 0.150429 10.125 10.375 2.64187e+06
10.5 7.252556 0.077227 0.077514 -3.239093 0.077334 0.077460 7.457378 0.122424 0.134611 -3.034272 0.122550 0.134524 10.375 10.625 1.66084e+06
10.75 7.753836 0.036027 0.050084 -2.987076 0.036169 0.050032 7.958602 0.109045 0.128785 -2.782309 0.109307 0.128818 10.625 10.875 1.03126e+06
11 8.256716 0.028296 0.033932 -2.732797 0.028295 0.033931 8.461524 0.116212 0.119929 -2.527989 0.116210 0.119933 10.875 11.125 631131
11.25 8.794858 0.028633 0.029127 -2.444124 0.028538 0.029104 8.999558 0.111588 0.116579 -2.239425 0.111580 0.116556 11.125 11.375 366922
11.5 9.386630 0.021604 0.027777 -2.101999 0.021610 0.027775 9.591052 0.093316 0.109995 -1.897578 0.093322 0.110004 11.375 11.625 214174
11.75 9.950966 0.012629 0.023799 -1.787740 0.012626 0.023795 10.156061 0.089396 0.115418 -1.582645 0.089394 0.115420 11.625 11.875 123956
12 10.358047 0.007696 0.018532 -1.630661 0.007705 0.018532 10.563259 0.081903 0.108891 -1.425448 0.081898 0.108885 11.875 12.125 71612
12.25 10.573315 0.018957 0.012561 -1.665856 0.018940 0.012535 10.778422 0.104751 0.096741 -1.460751 0.104825 0.096797 12.125 12.375 41040
12.5 10.662458 0.055708 0.022443 -1.825749 0.055696 0.022447 10.867377 0.129052 0.093742 -1.620830 0.129050 0.093749 12.375 12.625 22909
12.75 10.731406 0.077564 0.023423 -2.006240 0.077646 0.023381 10.936069 0.136280 0.098521 -1.801576 0.136294 0.098523 12.625 12.875 12851
13 10.831365 0.072480 0.020927 -2.155031 0.072433 0.020885 11.036633 0.134690 0.099967 -1.949764 0.134692 0.099987 12.875 13.125 7012
13.25 10.944470 0.061035 0.023139 -2.292379 0.061055 0.023134 11.149719 0.130077 0.104872 -2.087134 0.130085 0.104863 13.125 13.375 3658
13.5 11.058646 0.053102 0.026378 -2.428060 0.052969 0.026499 11.264620 0.126745 0.104742 -2.222090 0.126672 0.104871 13.375 13.625 1850
13.75 11.176652 0.047450 0.028330 -2.559254 0.047446 0.028330 11.387482 0.113268 0.110662 -2.348426 0.113269 0.110608 13.625 13.875 911
14 11.303144 0.050947 0.042570 -2.674234 0.050598 0.042568 11.502929 0.108365 0.109145 -2.474450 0.108364 0.109491 13.875 14.125 382
14.25 11.427194 0.049788 0.069948 -2.799224 0.049789 0.069947 11.642921 0.101340 0.120357 -2.583496 0.101341 0.120360 14.125 14.375 152
14.5 11.586285 0.047557 0.092454 -2.900304 0.047556 0.092455 11.778936 0.107384 0.149525 -2.707653 0.107383 0.149525 14.375 14.625 31
14.75 11.640920 0.098891 0.083968 -3.026176 0.098890 0.083968 11.821724 0.128744 0.143268 -2.845372 0.128744 0.143268 14.625 14.875 8
15 11.829786 0.164612 0.061049 -3.145529 0.164612 0.061050 12.048412 0.200182 0.080378 -2.926903 0.200181 0.080377 14.875 15.125 2
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
