#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 2.319013 0.405101 0.293309 -6.441389 0.405102 0.293308 2.571305 0.327330 0.309016 -6.189094 0.327328 0.309016 8.625 8.875 172944
9 2.841059 0.354725 0.288711 -6.170920 0.354724 0.288711 3.094249 0.305725 0.281975 -5.917734 0.305729 0.281973 8.875 9.125 281974
9.25 3.511607 0.322794 0.258676 -5.754303 0.322795 0.258674 3.764461 0.301769 0.244281 -5.501446 0.301768 0.244284 9.125 9.375 1.01466e+06
9.5 4.468955 0.303825 0.202831 -5.054347 0.303825 0.202828 4.722107 0.254318 0.199668 -4.801197 0.254318 0.199665 9.375 9.625 2.99359e+06
9.75 5.393118 0.256629 0.175598 -4.353317 0.256635 0.175594 5.646007 0.219675 0.153179 -4.100426 0.219676 0.153179 9.625 9.875 4.84864e+06
10 6.114504 0.208704 0.135894 -3.873819 0.208730 0.135909 6.367338 0.183278 0.134258 -3.620991 0.183289 0.134221 9.875 10.125 3.82102e+06
10.25 6.662143 0.161695 0.107946 -3.578763 0.161994 0.108006 6.915144 0.135355 0.115141 -3.325763 0.135541 0.115128 10.125 10.375 2.38637e+06
10.5 7.136322 0.133442 0.091704 -3.354249 0.133443 0.091711 7.389412 0.100345 0.108824 -3.101155 0.100365 0.108827 10.375 10.625 1.45114e+06
10.75 7.589931 0.104769 0.070014 -3.147873 0.104764 0.070036 7.842643 0.098510 0.096523 -2.895163 0.098578 0.096527 10.625 10.875 809949
11 8.056934 0.063127 0.056732 -2.929943 0.063113 0.056731 8.309155 0.092977 0.099150 -2.677721 0.092898 0.099217 10.875 11.125 428788
11.25 8.522169 0.033646 0.050229 -2.713983 0.033631 0.050245 8.774592 0.083862 0.113309 -2.461559 0.083855 0.113315 11.125 11.375 221740
11.5 8.986635 0.020974 0.044544 -2.498692 0.020953 0.044563 9.239531 0.098431 0.126972 -2.245800 0.098402 0.126968 11.375 11.625 111131
11.75 9.454471 0.024456 0.042156 -2.280559 0.024447 0.042148 9.707857 0.110607 0.133356 -2.027172 0.110600 0.133364 11.625 11.875 54262
12 9.919914 0.026524 0.034687 -2.063064 0.026532 0.034672 10.171033 0.113858 0.126455 -1.811948 0.113828 0.126452 11.875 12.125 25608
12.25 10.315325 0.041334 0.029806 -1.916349 0.041301 0.029820 10.569560 0.116820 0.128613 -1.662113 0.116779 0.128628 12.125 12.375 11141
12.5 10.610833 0.055411 0.046503 -1.870793 0.055382 0.046505 10.859753 0.125662 0.122479 -1.621873 0.125663 0.122482 12.375 12.625 4682
12.75 10.777729 0.090466 0.067398 -1.948649 0.090467 0.067395 11.026111 0.157401 0.137022 -1.700264 0.157400 0.137022 12.625 12.875 1674
13 10.887796 0.129775 0.089801 -2.089263 0.129774 0.089804 11.138307 0.176931 0.155744 -1.838748 0.176939 0.155746 12.875 13.125 554
13.25 10.934412 0.172321 0.106223 -2.275342 0.172322 0.106226 11.186554 0.200808 0.176003 -2.023199 0.200808 0.176002 13.125 13.375 146
13.5 10.933690 0.223021 0.146849 -2.530565 0.223544 0.146848 11.173513 0.247686 0.202365 -2.290740 0.248370 0.202365 13.375 13.625 34
13.75 10.801098 0.099624 0.057045 -2.844671 0.099624 0.057045 11.046041 0.189075 0.120461 -2.599728 0.189076 0.120460 13.625 13.875 1
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
