#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.534989 0.476363 0.387585 -7.225931 0.476360 0.387587 1.734995 0.477210 0.406228 -7.025929 0.477212 0.406226 8.625 8.875 27152
9 2.129042 0.432225 0.353562 -6.884380 0.432224 0.353562 2.328300 0.425231 0.351073 -6.685122 0.425231 0.351074 8.875 9.125 48573
9.25 2.897769 0.377867 0.307360 -6.373410 0.377868 0.307359 3.097971 0.380978 0.326542 -6.173209 0.380982 0.326540 9.125 9.375 229554
9.5 3.972353 0.326956 0.265644 -5.556396 0.326958 0.265646 4.172573 0.327146 0.289822 -5.356177 0.327147 0.289823 9.375 9.625 853096
9.75 5.223159 0.259991 0.208343 -4.537742 0.259992 0.208344 5.423389 0.235867 0.256820 -4.337512 0.235870 0.256818 9.625 9.875 2.40018e+06
10 6.175797 0.176242 0.151253 -3.820385 0.176244 0.151255 6.376126 0.166871 0.186670 -3.620054 0.166869 0.186668 9.875 10.125 3.57136e+06
10.25 6.783002 0.117926 0.111014 -3.458786 0.117949 0.110965 6.983375 0.143833 0.147387 -3.258414 0.143849 0.147352 10.125 10.375 2.60075e+06
10.5 7.278839 0.071646 0.072542 -3.212825 0.071611 0.072481 7.479060 0.126246 0.128265 -3.012605 0.126459 0.128186 10.375 10.625 1.63905e+06
10.75 7.780127 0.033609 0.047048 -2.960796 0.033468 0.046869 7.980410 0.112075 0.122970 -2.760511 0.112090 0.123012 10.625 10.875 1.01863e+06
11 8.286286 0.029296 0.031241 -2.703416 0.029371 0.031203 8.486662 0.119885 0.117632 -2.503041 0.119920 0.117632 10.875 11.125 625386
11.25 8.826451 0.030519 0.025807 -2.412481 0.030466 0.025824 9.026528 0.113720 0.111025 -2.212405 0.113714 0.111020 11.125 11.375 365453
11.5 9.413862 0.023473 0.021942 -2.074770 0.023504 0.021928 9.613963 0.097851 0.107853 -1.874666 0.097870 0.107835 11.375 11.625 214051
11.75 9.960388 0.013784 0.022337 -1.778328 0.013773 0.022351 10.161016 0.090884 0.110542 -1.577703 0.090846 0.110568 11.625 11.875 124408
12 10.356785 0.009912 0.017715 -1.631840 0.009906 0.017708 10.557038 0.082657 0.104944 -1.431585 0.082662 0.104963 11.875 12.125 72167
12.25 10.574023 0.018789 0.011269 -1.665332 0.018771 0.011311 10.774412 0.104527 0.096635 -1.464946 0.104609 0.096697 12.125 12.375 41540
12.5 10.668157 0.052293 0.020043 -1.819133 0.052238 0.020050 10.868435 0.126554 0.091572 -1.618853 0.126568 0.091582 12.375 12.625 23275
12.75 10.740242 0.074616 0.023112 -1.996670 0.074750 0.023111 10.941763 0.131603 0.096194 -1.795150 0.131604 0.096077 12.625 12.875 13239
13 10.841501 0.068058 0.019582 -2.144862 0.067900 0.019592 11.041323 0.133032 0.097019 -1.945042 0.133027 0.096955 12.875 13.125 7270
13.25 10.961713 0.055807 0.024130 -2.275062 0.055887 0.024173 11.160505 0.129049 0.102882 -2.076270 0.129065 0.102957 13.125 13.375 3862
13.5 11.076777 0.052808 0.023959 -2.411306 0.052768 0.023896 11.275496 0.124251 0.099713 -2.212589 0.124251 0.099640 13.375 13.625 1971
13.75 11.195661 0.045428 0.028602 -2.541454 0.045338 0.028564 11.393543 0.115317 0.108626 -2.343573 0.115317 0.108464 13.625 13.875 992
14 11.311914 0.046393 0.048903 -2.669115 0.046177 0.049244 11.512070 0.108883 0.115933 -2.468962 0.108891 0.116282 13.875 14.125 430
14.25 11.460725 0.048623 0.063031 -2.768973 0.048497 0.063029 11.665454 0.103043 0.119175 -2.564243 0.103045 0.119174 14.125 14.375 179
14.5 11.585325 0.073567 0.072528 -2.906643 0.073569 0.072526 11.768201 0.131803 0.124347 -2.723768 0.131804 0.124345 14.375 14.625 38
14.75 11.645186 0.099883 0.084545 -3.058617 0.099882 0.084544 11.817700 0.127478 0.142497 -2.886103 0.127478 0.142495 14.625 14.875 10
15 12.045627 0.122263 0.073200 -2.959819 0.122263 0.073200 12.177015 0.161869 0.104317 -2.828430 0.161869 0.104316 14.875 15.125 2
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
