#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.964052 0.431900 0.371411 -6.797329 0.431898 0.371412 2.207619 0.412455 0.343449 -6.553765 0.412458 0.343446 8.625 8.875 98184
9 2.488117 0.379367 0.365906 -6.524364 0.379364 0.365907 2.730415 0.381680 0.335797 -6.282066 0.381680 0.335796 8.875 9.125 167036
9.25 3.193865 0.329204 0.308497 -6.074530 0.329206 0.308495 3.436792 0.348372 0.289708 -5.831599 0.348370 0.289711 9.125 9.375 676680
9.5 4.216702 0.277794 0.250061 -5.309460 0.277793 0.250060 4.459221 0.273904 0.248310 -5.066940 0.273903 0.248315 9.375 9.625 2.28397e+06
9.75 5.237513 0.244337 0.183232 -4.512837 0.244341 0.183230 5.480122 0.214712 0.191322 -4.270223 0.214709 0.191325 9.625 9.875 4.48667e+06
10 6.024871 0.195777 0.145632 -3.966026 0.195783 0.145608 6.267507 0.185862 0.158652 -3.723384 0.185854 0.158637 9.875 10.125 4.13437e+06
10.25 6.606999 0.162328 0.113206 -3.634075 0.162492 0.113288 6.849832 0.118040 0.130429 -3.391247 0.118292 0.130542 10.125 10.375 2.73502e+06
10.5 7.101113 0.127862 0.089134 -3.390826 0.127731 0.088948 7.343609 0.108750 0.112508 -3.148329 0.108795 0.112332 10.375 10.625 1.70805e+06
10.75 7.568127 0.089475 0.069730 -3.170847 0.089476 0.069711 7.810771 0.103071 0.100588 -2.928200 0.103069 0.100704 10.625 10.875 1.02439e+06
11 8.044274 0.050559 0.047671 -2.943644 0.050525 0.047734 8.287095 0.098995 0.106077 -2.700825 0.098921 0.106063 10.875 11.125 566063
11.25 8.522584 0.017105 0.037099 -2.714904 0.017096 0.037099 8.765047 0.092572 0.120895 -2.472439 0.092575 0.120992 11.125 11.375 308462
11.5 9.005366 0.017251 0.032813 -2.481653 0.017257 0.032867 9.247678 0.095123 0.124292 -2.239343 0.095128 0.124286 11.375 11.625 166836
11.75 9.516625 0.024660 0.025231 -2.220663 0.024665 0.025237 9.758467 0.109114 0.114409 -1.978824 0.109061 0.114461 11.625 11.875 88923
12 10.024028 0.034617 0.026534 -1.962050 0.034585 0.026547 10.267838 0.098379 0.106979 -1.718244 0.098356 0.106953 11.875 12.125 46020
12.25 10.417738 0.040786 0.023910 -1.817989 0.040799 0.023894 10.659388 0.103665 0.102355 -1.576339 0.103677 0.102334 12.125 12.375 23191
12.5 10.618465 0.057430 0.034505 -1.865964 0.057390 0.034486 10.862377 0.118574 0.111408 -1.622055 0.118537 0.111445 12.375 12.625 11181
12.75 10.726038 0.087447 0.049236 -2.006195 0.087356 0.049236 10.965823 0.150099 0.109275 -1.766409 0.149981 0.109278 12.625 12.875 5135
13 10.808526 0.130505 0.060338 -2.175093 0.130472 0.060337 11.049882 0.177649 0.122188 -1.933734 0.177615 0.122225 12.875 13.125 2123
13.25 10.910250 0.134537 0.066835 -2.314860 0.134534 0.066837 11.154354 0.169671 0.132038 -2.070753 0.169672 0.132131 13.125 13.375 814
13.5 10.956115 0.140779 0.077205 -2.517503 0.140772 0.077208 11.203264 0.173650 0.143399 -2.270357 0.173650 0.143373 13.375 13.625 272
13.75 11.043148 0.148106 0.077949 -2.671700 0.148106 0.077948 11.299030 0.168643 0.138846 -2.415817 0.168646 0.138846 13.625 13.875 72
14 11.199843 0.078068 0.120092 -2.777690 0.078068 0.120093 11.472023 0.124305 0.163459 -2.505511 0.124304 0.163459 13.875 14.125 7
14.25 11.110665 0.327086 0.117353 -3.137452 0.327087 0.117354 11.166818 0.347988 0.159410 -3.081300 0.347988 0.159410 14.125 14.375 1
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
