#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 3.896177 0.424377 0.513172 -4.862152 0.424375 0.513171 4.173944 0.386597 0.510123 -4.584387 0.386598 0.510120 8.625 8.875 84743
9 4.470252 0.393678 0.470987 -4.537324 0.393678 0.470987 4.748101 0.362113 0.455670 -4.259474 0.362113 0.455671 8.875 9.125 111990
9.25 4.901039 0.324198 0.434685 -4.349458 0.324198 0.434684 5.178965 0.303170 0.452960 -4.071532 0.303170 0.452959 9.125 9.375 236885
9.5 5.562664 0.248914 0.380646 -3.948482 0.248915 0.380645 5.840378 0.257119 0.395045 -3.670765 0.257118 0.395046 9.375 9.625 376651
9.75 6.323885 0.207933 0.350235 -3.408639 0.207934 0.350229 6.602865 0.218192 0.364388 -3.129657 0.218191 0.364388 9.625 9.875 296800
10 6.954910 0.159488 0.318546 -3.022232 0.159486 0.318545 7.233839 0.213053 0.359137 -2.743301 0.213052 0.359136 9.875 10.125 131354
10.25 7.464671 0.117088 0.294743 -2.763391 0.117107 0.294743 7.744273 0.178811 0.379271 -2.483787 0.178810 0.379269 10.125 10.375 45657
10.5 7.958558 0.094436 0.300970 -2.518347 0.094424 0.300968 8.236271 0.153108 0.333911 -2.240634 0.153109 0.333906 10.375 10.625 14293
10.75 8.467107 0.103354 0.301088 -2.255340 0.103354 0.301104 8.743369 0.153273 0.334162 -1.979079 0.153274 0.334163 10.625 10.875 3933
11 8.968176 0.109391 0.308916 -1.999031 0.109392 0.308920 9.229488 0.140003 0.372614 -1.737721 0.140003 0.372616 10.875 11.125 968
11.25 9.408702 0.158083 0.443110 -1.808728 0.158079 0.443113 9.682409 0.153040 0.472704 -1.535023 0.153042 0.472704 11.125 11.375 172
11.5 9.790720 0.127087 0.677028 -1.677750 0.127086 0.677028 10.138999 0.152904 0.699343 -1.329470 0.152904 0.699344 11.375 11.625 28
11.75 10.520861 0.084017 1.203655 -1.242581 0.084018 1.203654 10.933407 0.029058 1.206510 -0.830035 0.029058 1.206509 11.625 11.875 2
12 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 11.875 12.125 0
12.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.125 12.375 0
12.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.375 12.625 0
12.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.625 12.875 0
13 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.875 13.125 0
13.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.125 13.375 0
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
