#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.811721 0.451327 0.414845 -6.949962 0.451328 0.414847 2.047099 0.483916 0.390768 -6.714584 0.483915 0.390769 8.625 8.875 67355
9 2.356954 0.409857 0.398094 -6.656242 0.409858 0.398091 2.592567 0.402441 0.389228 -6.420626 0.402441 0.389230 8.875 9.125 118290
9.25 3.085986 0.358128 0.351943 -6.183892 0.358125 0.351946 3.322124 0.365155 0.335329 -5.947755 0.365156 0.335328 9.125 9.375 516930
9.5 4.123291 0.314603 0.273238 -5.404543 0.314606 0.273241 4.359641 0.323647 0.288589 -5.168193 0.323647 0.288592 9.375 9.625 1.88816e+06
9.75 5.185487 0.246856 0.193229 -4.566907 0.246854 0.193229 5.421705 0.246929 0.198150 -4.330690 0.246927 0.198149 9.625 9.875 4.0837e+06
10 6.013176 0.195709 0.154893 -3.979078 0.195726 0.154879 6.249345 0.182018 0.159407 -3.742905 0.182011 0.159400 9.875 10.125 4.18155e+06
10.25 6.607873 0.154492 0.115800 -3.633162 0.154486 0.115766 6.844006 0.142694 0.135082 -3.397031 0.142670 0.135039 10.125 10.375 2.81482e+06
10.5 7.102474 0.113764 0.094023 -3.389482 0.114094 0.093934 7.338721 0.112226 0.118311 -3.153235 0.112169 0.118372 10.375 10.625 1.75508e+06
10.75 7.580855 0.071466 0.067246 -3.158859 0.071473 0.067253 7.816818 0.102085 0.107543 -2.922892 0.102084 0.107538 10.625 10.875 1.07446e+06
11 8.062590 0.035964 0.042161 -2.925693 0.035914 0.042281 8.298447 0.103911 0.112726 -2.689835 0.103901 0.112775 10.875 11.125 608719
11.25 8.547652 0.017908 0.035034 -2.690228 0.017896 0.034982 8.784146 0.094815 0.120560 -2.453734 0.094731 0.120648 11.125 11.375 337726
11.5 9.053104 0.016724 0.028086 -2.434516 0.016624 0.028086 9.289160 0.103656 0.118158 -2.198464 0.103599 0.118217 11.375 11.625 186881
11.75 9.605790 0.026041 0.025602 -2.131790 0.026021 0.025606 9.841682 0.096211 0.108822 -1.895895 0.096176 0.108920 11.625 11.875 102496
12 10.132045 0.030112 0.025815 -1.854767 0.030100 0.025824 10.368046 0.100416 0.103174 -1.618766 0.100370 0.103218 11.875 12.125 55237
12.25 10.480295 0.035254 0.018114 -1.756323 0.035235 0.018124 10.715716 0.097557 0.101807 -1.520906 0.097534 0.101791 12.125 12.375 28932
12.5 10.634953 0.054620 0.033352 -1.851977 0.054621 0.033382 10.870368 0.127635 0.105913 -1.616562 0.127641 0.105909 12.375 12.625 14854
12.75 10.702542 0.094785 0.040788 -2.032513 0.094807 0.040820 10.938226 0.152218 0.110194 -1.796828 0.152225 0.110238 12.625 12.875 7204
13 10.784975 0.116838 0.043339 -2.199745 0.116768 0.043345 11.023204 0.163215 0.106983 -1.961516 0.163186 0.106985 12.875 13.125 3323
13.25 10.889193 0.120908 0.054730 -2.342010 0.120907 0.054732 11.120872 0.172016 0.122283 -2.110330 0.172014 0.122380 13.125 13.375 1387
13.5 10.983104 0.122889 0.053929 -2.496114 0.122888 0.053848 11.217468 0.158392 0.118891 -2.261753 0.158395 0.118926 13.375 13.625 528
13.75 11.078362 0.113341 0.052503 -2.642761 0.113346 0.052403 11.310302 0.151010 0.116138 -2.410817 0.151010 0.116137 13.625 13.875 181
14 11.190041 0.093151 0.063912 -2.783124 0.093150 0.063912 11.422494 0.141308 0.115628 -2.550670 0.141308 0.115628 13.875 14.125 38
14.25 10.886129 0.161994 0.037649 -3.341827 0.161993 0.037648 11.228106 0.201571 0.065250 -2.999851 0.201572 0.065250 14.125 14.375 5
14.5 11.179247 0.328966 0.103474 -3.292519 0.328966 0.103473 11.278936 0.358621 0.161441 -3.192829 0.358620 0.161441 14.375 14.625 1
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
