#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.821187 0.447234 0.405385 -6.940517 0.447235 0.405385 2.057986 0.474645 0.378594 -6.703722 0.474647 0.378590 8.625 8.875 69763
9 2.369088 0.406082 0.396508 -6.644316 0.406078 0.396509 2.606117 0.402086 0.385605 -6.407290 0.402087 0.385604 8.875 9.125 122504
9.25 3.094651 0.359704 0.353314 -6.175118 0.359703 0.353312 3.331610 0.367179 0.328582 -5.938161 0.367177 0.328582 9.125 9.375 530683
9.5 4.130978 0.312421 0.270601 -5.396702 0.312422 0.270602 4.367726 0.327708 0.286313 -5.159951 0.327704 0.286314 9.375 9.625 1.92402e+06
9.75 5.189293 0.249095 0.192457 -4.562895 0.249094 0.192460 5.426147 0.240852 0.202206 -4.326039 0.240847 0.202208 9.625 9.875 4.12492e+06
10 6.013149 0.196443 0.150328 -3.978990 0.196443 0.150322 6.250059 0.182752 0.156002 -3.742083 0.182757 0.155999 9.875 10.125 4.18145e+06
10.25 6.606847 0.154155 0.116845 -3.634211 0.154149 0.116838 6.843699 0.140720 0.135932 -3.397363 0.140654 0.135890 10.125 10.375 2.81028e+06
10.5 7.101996 0.114536 0.095809 -3.389960 0.114552 0.095948 7.338643 0.109193 0.117018 -3.153313 0.109141 0.116621 10.375 10.625 1.75226e+06
10.75 7.578757 0.073809 0.065524 -3.160833 0.073813 0.065539 7.815440 0.102645 0.104828 -2.924151 0.102648 0.104836 10.625 10.875 1.07176e+06
11 8.059933 0.037398 0.042662 -2.928317 0.037353 0.042624 8.296756 0.102414 0.112533 -2.691495 0.102414 0.112572 10.875 11.125 605566
11.25 8.545003 0.017939 0.035631 -2.692755 0.017923 0.035733 8.781509 0.095282 0.120164 -2.456244 0.095196 0.120151 11.125 11.375 335338
11.5 9.047549 0.016408 0.028255 -2.439936 0.016246 0.028267 9.284432 0.103741 0.118286 -2.203052 0.103671 0.118441 11.375 11.625 185249
11.75 9.595600 0.025871 0.025394 -2.141774 0.025875 0.025395 9.831830 0.097637 0.110840 -1.905546 0.097635 0.110831 11.625 11.875 101363
12 10.119672 0.030499 0.027540 -1.866935 0.030510 0.027572 10.356990 0.099073 0.103385 -1.629615 0.099012 0.103430 11.875 12.125 54556
12.25 10.474063 0.036163 0.019335 -1.762417 0.036144 0.019337 10.710602 0.098284 0.100436 -1.525878 0.098261 0.100435 12.125 12.375 28392
12.5 10.631315 0.055553 0.033198 -1.855396 0.055576 0.033174 10.870289 0.128235 0.105911 -1.616422 0.128255 0.105910 12.375 12.625 14548
12.75 10.703197 0.094570 0.040751 -2.031322 0.094569 0.040781 10.940587 0.154154 0.108397 -1.793936 0.154151 0.108432 12.625 12.875 6990
13 10.780168 0.118311 0.044826 -2.203974 0.118214 0.044915 11.024101 0.164167 0.108145 -1.960038 0.164133 0.108145 12.875 13.125 3215
13.25 10.887159 0.122337 0.054972 -2.343293 0.122337 0.054975 11.125733 0.174781 0.123222 -2.104719 0.174829 0.123304 13.125 13.375 1327
13.5 10.984591 0.121800 0.056119 -2.495088 0.121800 0.056137 11.217010 0.158329 0.118604 -2.262667 0.158329 0.118605 13.375 13.625 508
13.75 11.089094 0.114585 0.057528 -2.634664 0.114391 0.057719 11.314800 0.150302 0.118806 -2.408957 0.150109 0.118998 13.625 13.875 163
14 11.166928 0.107534 0.052552 -2.798952 0.107536 0.052550 11.388532 0.159486 0.100204 -2.577349 0.159488 0.100202 13.875 14.125 35
14.25 11.223089 0.083920 0.064932 -3.014151 0.083920 0.064931 11.385441 0.138783 0.129361 -2.851799 0.138783 0.129361 14.125 14.375 4
14.5 10.928277 0.326547 0.101889 -3.522515 0.326547 0.101889 11.279639 0.356961 0.161632 -3.171154 0.356962 0.161631 14.375 14.625 1
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
