#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.573323 0.448793 0.349658 -7.188567 0.448797 0.349655 1.766023 0.437536 0.368753 -6.995865 0.437538 0.368751 8.625 8.875 25886
9 2.166940 0.411939 0.336409 -6.846856 0.411940 0.336411 2.359018 0.363163 0.353837 -6.654780 0.363164 0.353837 8.875 9.125 46379
9.25 2.936168 0.355682 0.271255 -6.334748 0.355685 0.271257 3.129192 0.354578 0.309840 -6.141725 0.354580 0.309840 9.125 9.375 218431
9.5 3.995435 0.303952 0.218357 -5.533098 0.303952 0.218358 4.188082 0.279900 0.255789 -5.340452 0.279897 0.255788 9.375 9.625 796793
9.75 5.247390 0.240763 0.184291 -4.513836 0.240760 0.184292 5.440115 0.236184 0.234416 -4.321111 0.236182 0.234419 9.625 9.875 2.22007e+06
10 6.218832 0.169850 0.126699 -3.777934 0.169848 0.126701 6.411511 0.168975 0.173491 -3.585260 0.168981 0.173487 9.875 10.125 3.43344e+06
10.25 6.825865 0.112280 0.090716 -3.416020 0.112279 0.090717 7.018460 0.138473 0.131896 -3.223426 0.138474 0.131895 10.125 10.375 2.53945e+06
10.5 7.324077 0.061334 0.063330 -3.167670 0.061436 0.063258 7.516566 0.129580 0.125321 -2.975183 0.129571 0.125276 10.375 10.625 1.60575e+06
10.75 7.825186 0.033274 0.035428 -2.915823 0.033417 0.035578 8.017868 0.108704 0.120800 -2.723139 0.108651 0.120966 10.625 10.875 997509
11 8.333559 0.030440 0.022851 -2.656301 0.030508 0.022860 8.526219 0.109670 0.110940 -2.463639 0.109699 0.110810 10.875 11.125 615339
11.25 8.872581 0.030590 0.016368 -2.366353 0.030567 0.016359 9.065172 0.107185 0.103226 -2.173759 0.107186 0.103267 11.125 11.375 363049
11.5 9.444772 0.026774 0.013953 -2.043901 0.026774 0.013958 9.637327 0.099904 0.105194 -1.851342 0.099904 0.105233 11.375 11.625 213264
11.75 9.966020 0.017939 0.016893 -1.772906 0.017888 0.016898 10.158802 0.094837 0.105077 -1.580125 0.094843 0.105067 11.625 11.875 124827
12 10.349386 0.012351 0.015171 -1.639661 0.012343 0.015195 10.541945 0.091223 0.101464 -1.447104 0.091272 0.101488 11.875 12.125 72708
12.25 10.572683 0.020308 0.010041 -1.667141 0.020288 0.010037 10.765197 0.102527 0.094090 -1.474631 0.102570 0.094121 12.125 12.375 41927
12.5 10.678385 0.047292 0.016095 -1.809731 0.047362 0.016085 10.870856 0.123974 0.089850 -1.617259 0.123978 0.089794 12.375 12.625 23877
12.75 10.756576 0.068432 0.024969 -1.980768 0.068488 0.024939 10.951047 0.128438 0.096062 -1.786297 0.128463 0.095909 12.625 12.875 13632
13 10.857707 0.064890 0.019949 -2.128377 0.064865 0.020013 11.051247 0.129721 0.099782 -1.934838 0.129678 0.099795 12.875 13.125 7607
13.25 10.983344 0.051763 0.025204 -2.253779 0.051638 0.025101 11.173975 0.126654 0.101905 -2.063147 0.126696 0.102020 13.125 13.375 4137
13.5 11.099420 0.044076 0.027214 -2.388484 0.043859 0.027209 11.292656 0.120621 0.099397 -2.195248 0.120568 0.099385 13.375 13.625 2168
13.75 11.217082 0.042969 0.028055 -2.520677 0.042969 0.028000 11.411723 0.116443 0.105453 -2.326036 0.116431 0.105411 13.625 13.875 1077
14 11.353008 0.036359 0.051686 -2.627654 0.036364 0.051574 11.539418 0.108538 0.119936 -2.441244 0.108542 0.119932 13.875 14.125 512
14.25 11.473733 0.044713 0.058091 -2.761882 0.043479 0.058744 11.673259 0.109944 0.121244 -2.562356 0.109945 0.121703 14.125 14.375 218
14.5 11.616658 0.050877 0.092360 -2.841790 0.050875 0.092361 11.800138 0.089921 0.146755 -2.658312 0.089921 0.146752 14.375 14.625 54
14.75 11.699512 0.062619 0.086344 -2.997016 0.062620 0.086342 11.905128 0.103757 0.143769 -2.791398 0.103755 0.143770 14.625 14.875 22
15 11.784878 0.212319 0.088584 -3.183399 0.212319 0.088585 12.040131 0.225600 0.117131 -2.928146 0.225600 0.117132 14.875 15.125 1
15.25 12.241664 0.093684 0.087990 -2.906058 0.093684 0.087990 12.389159 0.133630 0.146952 -2.758562 0.133629 0.146952 15.125 15.375 1
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
