#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.558545 0.519945 0.419184 -7.203463 0.519946 0.419182 1.771030 0.500662 0.443343 -6.990977 0.500660 0.443344 8.625 8.875 29156
9 2.130217 0.460165 0.395251 -6.883950 0.460166 0.395252 2.341822 0.444210 0.412139 -6.672346 0.444210 0.412138 8.875 9.125 52415
9.25 2.909490 0.401680 0.349245 -6.362236 0.401677 0.349247 3.121273 0.414185 0.370589 -6.150456 0.414185 0.370590 9.125 9.375 249255
9.5 3.992998 0.336332 0.304636 -5.537503 0.336330 0.304637 4.204715 0.317006 0.329292 -5.325789 0.317007 0.329292 9.375 9.625 994427
9.75 5.186685 0.265660 0.233544 -4.572496 0.265659 0.233541 5.398438 0.250884 0.256000 -4.360744 0.250884 0.255999 9.625 9.875 2.81761e+06
10 6.110502 0.184955 0.161752 -3.884647 0.184958 0.161753 6.322130 0.180012 0.193437 -3.673021 0.180016 0.193430 9.875 10.125 3.80586e+06
10.25 6.718160 0.131995 0.110007 -3.523401 0.132044 0.109998 6.929928 0.140110 0.149679 -3.311632 0.140128 0.149665 10.125 10.375 2.70546e+06
10.5 7.209009 0.087142 0.077758 -3.282620 0.087175 0.077688 7.420784 0.119035 0.134875 -3.070846 0.119185 0.134792 10.375 10.625 1.69414e+06
10.75 7.708456 0.041329 0.051771 -3.032388 0.041327 0.051756 7.920226 0.109755 0.128108 -2.820618 0.109754 0.128145 10.625 10.875 1.05232e+06
11 8.206893 0.023608 0.039007 -2.782314 0.023577 0.039010 8.418751 0.105157 0.124205 -2.570452 0.105109 0.124218 10.875 11.125 637548
11.25 8.735998 0.025784 0.033460 -2.502919 0.025690 0.033430 8.947896 0.115629 0.118719 -2.291016 0.115624 0.118697 11.125 11.375 368144
11.5 9.325775 0.024671 0.028984 -2.162669 0.024606 0.028950 9.537409 0.093073 0.111948 -1.951039 0.093081 0.111969 11.375 11.625 213100
11.75 9.915482 0.014629 0.024192 -1.822832 0.014643 0.024260 10.127110 0.092227 0.114978 -1.611203 0.092226 0.114965 11.625 11.875 122990
12 10.351442 0.010942 0.019322 -1.637094 0.010887 0.019353 10.562751 0.088344 0.113291 -1.425783 0.088338 0.113279 11.875 12.125 70154
12.25 10.568747 0.021968 0.013697 -1.669206 0.021968 0.013718 10.780108 0.107046 0.093502 -1.457845 0.107087 0.093497 12.125 12.375 39873
12.5 10.652094 0.058605 0.023608 -1.835768 0.058610 0.023610 10.864930 0.134624 0.101356 -1.622929 0.134629 0.101303 12.375 12.625 22192
12.75 10.717698 0.081511 0.024493 -2.020071 0.081420 0.024579 10.929667 0.142665 0.095598 -1.808101 0.142649 0.095620 12.625 12.875 12160
13 10.808360 0.073396 0.021369 -2.178189 0.073425 0.021367 11.021064 0.144515 0.103333 -1.965488 0.144519 0.103352 12.875 13.125 6495
13.25 10.921578 0.069973 0.024629 -2.314431 0.069926 0.024634 11.134327 0.132094 0.103294 -2.101681 0.132090 0.103217 13.125 13.375 3332
13.5 11.033481 0.064260 0.024970 -2.453443 0.064226 0.025090 11.245148 0.132627 0.103175 -2.241776 0.132642 0.103158 13.375 13.625 1611
13.75 11.142238 0.056255 0.030061 -2.593067 0.056258 0.029955 11.349991 0.110682 0.104924 -2.385312 0.110653 0.104928 13.625 13.875 751
14 11.291268 0.049003 0.051625 -2.682665 0.049002 0.051628 11.502632 0.107194 0.114622 -2.471303 0.107194 0.114624 13.875 14.125 302
14.25 11.378308 0.060100 0.057025 -2.840055 0.060100 0.057025 11.597813 0.109475 0.115374 -2.620553 0.109475 0.115372 14.125 14.375 109
14.5 11.512668 0.051092 0.120537 -2.960914 0.051090 0.120538 11.734743 0.092985 0.162084 -2.738841 0.092988 0.162081 14.375 14.625 21
14.75 11.504564 0.136818 0.052387 -3.227366 0.136819 0.052387 11.710626 0.181512 0.105633 -3.021306 0.181512 0.105631 14.625 14.875 4
15 11.842435 0.187717 -0.013124 -3.050559 0.187717 -0.013124 11.928725 0.227352 0.037095 -2.964269 0.227352 0.037095 14.875 15.125 1
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
