#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.574405 0.601431 0.467187 -7.183683 0.601432 0.467188 1.744919 0.574156 0.505796 -7.013167 0.574154 0.505797 8.625 8.875 39928
9 2.153072 0.501826 0.460527 -6.859520 0.501829 0.460524 2.323657 0.484323 0.476095 -6.688935 0.484325 0.476091 8.875 9.125 61777
9.25 2.940663 0.450049 0.369152 -6.326671 0.450047 0.369153 3.111227 0.416320 0.392179 -6.156105 0.416319 0.392179 9.125 9.375 252486
9.5 4.039530 0.354753 0.236382 -5.485590 0.354753 0.236383 4.210092 0.342640 0.253331 -5.315030 0.342643 0.253330 9.375 9.625 768105
9.75 5.312505 0.233767 0.142426 -4.448063 0.233766 0.142427 5.483022 0.221808 0.175281 -4.277547 0.221809 0.175279 9.625 9.875 1.9819e+06
10 6.332863 0.147114 0.093481 -3.665137 0.147113 0.093480 6.503374 0.168564 0.135767 -3.494625 0.168558 0.135766 9.875 10.125 3.09998e+06
10.25 6.940020 0.101627 0.055785 -3.302225 0.101628 0.055764 7.110594 0.131139 0.104524 -3.131647 0.131137 0.104504 10.125 10.375 2.38347e+06
10.5 7.440228 0.060354 0.037167 -3.051728 0.060360 0.037146 7.610711 0.122647 0.099155 -2.881243 0.122577 0.099103 10.375 10.625 1.52418e+06
10.75 7.934138 0.041470 0.018293 -2.806780 0.041446 0.018290 8.104837 0.113225 0.101744 -2.636083 0.113256 0.101525 10.625 10.875 948624
11 8.439815 0.038082 0.008955 -2.550397 0.038125 0.008877 8.610630 0.107652 0.095788 -2.379581 0.107569 0.095801 10.875 11.125 587457
11.25 8.956539 0.039027 0.000710 -2.282794 0.039033 0.000723 9.127297 0.109974 0.091955 -2.112033 0.109993 0.091939 11.125 11.375 353027
11.5 9.480611 0.033981 0.004134 -2.008339 0.033983 0.004143 9.651200 0.105481 0.092937 -1.837746 0.105478 0.092955 11.375 11.625 209522
11.75 9.953636 0.027833 0.011272 -1.785641 0.027810 0.011286 10.124127 0.101412 0.096562 -1.615150 0.101400 0.096671 11.625 11.875 123967
12 10.323039 0.018997 0.015172 -1.665858 0.019018 0.015178 10.494063 0.098033 0.101907 -1.494830 0.098051 0.101909 11.875 12.125 72646
12.25 10.564109 0.024908 0.010744 -1.675664 0.024906 0.010741 10.735093 0.099430 0.094498 -1.504680 0.099455 0.094494 12.125 12.375 42330
12.5 10.700036 0.039868 0.013409 -1.788093 0.039896 0.013454 10.871482 0.124038 0.089920 -1.616652 0.124024 0.089851 12.375 12.625 24677
12.75 10.793576 0.061157 0.019636 -1.944123 0.061033 0.019652 10.965190 0.126023 0.088518 -1.772508 0.126046 0.088583 12.625 12.875 14399
13 10.911731 0.059489 0.021442 -2.076305 0.059368 0.021582 11.082679 0.131281 0.096352 -1.905364 0.131265 0.096302 12.875 13.125 8062
13.25 11.032509 0.047032 0.022248 -2.206207 0.046973 0.022248 11.204412 0.126746 0.094783 -2.034308 0.126725 0.094823 13.125 13.375 4568
13.5 11.166720 0.037280 0.025802 -2.322564 0.037253 0.026049 11.338447 0.113434 0.100019 -2.150838 0.113295 0.100047 13.375 13.625 2415
13.75 11.295624 0.035707 0.035119 -2.440501 0.035673 0.035284 11.466361 0.109410 0.109193 -2.269767 0.109428 0.109121 13.625 13.875 1305
14 11.433474 0.034347 0.046045 -2.550701 0.034282 0.045992 11.603618 0.107990 0.116444 -2.380558 0.108049 0.116627 13.875 14.125 636
14.25 11.532270 0.043863 0.058938 -2.700869 0.043960 0.058939 11.700512 0.103945 0.126482 -2.532628 0.104357 0.126482 14.125 14.375 314
14.5 11.686684 0.046969 0.064831 -2.784913 0.046971 0.065007 11.852741 0.088534 0.133917 -2.618856 0.088535 0.133915 14.375 14.625 125
14.75 11.855515 0.067847 0.095694 -2.875037 0.067845 0.095695 12.007884 0.100220 0.170576 -2.722671 0.100219 0.170576 14.625 14.875 42
15 11.718846 0.070745 0.090927 -3.187050 0.070745 0.090928 11.849098 0.100834 0.153428 -3.056798 0.100832 0.153429 14.875 15.125 6
15.25 12.168922 0.122505 0.075466 -3.036040 0.122504 0.075466 12.358953 0.163524 0.122876 -2.846008 0.163523 0.122877 15.125 15.375 2
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
