#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 3.235485 0.346805 0.233788 -5.524971 0.346805 0.233786 3.503633 0.300096 0.219002 -5.256821 0.300096 0.219003 8.625 8.875 309711
9 3.822511 0.320204 0.215426 -5.186626 0.320203 0.215423 4.090615 0.255899 0.207207 -4.918521 0.255899 0.207206 8.875 9.125 459143
9.25 4.350832 0.284529 0.203048 -4.905292 0.284529 0.203048 4.619699 0.221531 0.197698 -4.636425 0.221531 0.197697 9.125 9.375 1.17666e+06
9.5 5.050355 0.260342 0.187152 -4.462542 0.260344 0.187152 5.318996 0.198278 0.178851 -4.193901 0.198280 0.178853 9.375 9.625 2.14959e+06
9.75 5.840798 0.205391 0.151034 -3.898025 0.205399 0.151039 6.109849 0.169072 0.150488 -3.628980 0.169082 0.150489 9.625 9.875 2.11322e+06
10 6.471288 0.167797 0.136356 -3.513391 0.167809 0.136319 6.740044 0.149702 0.142166 -3.244633 0.149770 0.142133 9.875 10.125 1.32498e+06
10.25 6.969689 0.142271 0.122111 -3.266076 0.142276 0.122104 7.238945 0.126791 0.128036 -2.996816 0.126797 0.128034 10.125 10.375 682373
10.5 7.432111 0.113880 0.101985 -3.052310 0.113873 0.102006 7.700989 0.123419 0.117352 -2.783431 0.123429 0.117394 10.375 10.625 308737
10.75 7.911498 0.091427 0.093537 -2.821787 0.091425 0.093573 8.180348 0.123531 0.124668 -2.552931 0.123522 0.124673 10.625 10.875 133486
11 8.389577 0.068206 0.081220 -2.591633 0.068202 0.081222 8.657101 0.118980 0.137545 -2.324111 0.118986 0.137541 10.875 11.125 53381
11.25 8.855884 0.062827 0.085090 -2.372495 0.062827 0.085086 9.127745 0.119845 0.158611 -2.100628 0.119854 0.158614 11.125 11.375 19867
11.5 9.333950 0.050514 0.105363 -2.141298 0.050514 0.105372 9.592582 0.124994 0.174452 -1.882664 0.124996 0.174452 11.375 11.625 6455
11.75 9.809852 0.061127 0.144060 -1.912792 0.061125 0.144059 10.060359 0.121054 0.200235 -1.662282 0.121051 0.200236 11.625 11.875 1811
12 10.208608 0.056853 0.164868 -1.756634 0.056852 0.164869 10.477503 0.096921 0.225549 -1.487738 0.096921 0.225545 11.875 12.125 490
12.25 10.521034 0.107539 0.263443 -1.688961 0.107540 0.263441 10.830271 0.148858 0.269981 -1.379724 0.148857 0.269980 12.125 12.375 78
12.5 10.628357 0.215584 0.379362 -1.818495 0.215584 0.379362 11.002718 0.220051 0.381289 -1.444133 0.220049 0.381289 12.375 12.625 20
12.75 10.919556 0.473376 0.436312 -1.787115 0.473377 0.436312 11.009614 0.476208 0.413295 -1.697057 0.476208 0.413294 12.625 12.875 2
13 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.875 13.125 0
13.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.125 13.375 0
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
