#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.576056 0.394837 0.360095 -7.184535 0.394836 0.360097 1.761759 0.409861 0.360922 -6.998832 0.409860 0.360922 8.625 8.875 27220
9 2.170188 0.388354 0.355911 -6.843365 0.388351 0.355912 2.355615 0.365479 0.366254 -6.657939 0.365479 0.366255 8.875 9.125 47039
9.25 2.944643 0.327131 0.298409 -6.325777 0.327133 0.298408 3.130064 0.324968 0.313954 -6.140354 0.324965 0.313954 9.125 9.375 216224
9.5 4.008021 0.306498 0.203945 -5.519887 0.306499 0.203947 4.193153 0.304291 0.234805 -5.334755 0.304291 0.234804 9.375 9.625 764529
9.75 5.265420 0.227857 0.156631 -4.495700 0.227853 0.156635 5.450460 0.232066 0.187999 -4.310664 0.232069 0.187999 9.625 9.875 2.10193e+06
10 6.259698 0.155690 0.116942 -3.737616 0.155695 0.116943 6.444623 0.160592 0.155872 -3.552690 0.160596 0.155870 9.875 10.125 3.29443e+06
10.25 6.867386 0.107317 0.082019 -3.374630 0.107335 0.082019 7.052231 0.138873 0.127558 -3.189782 0.138867 0.127560 10.125 10.375 2.47777e+06
10.5 7.366519 0.060651 0.050972 -3.125307 0.060650 0.050947 7.551425 0.119258 0.112110 -2.940405 0.119337 0.112091 10.375 10.625 1.57444e+06
10.75 7.866576 0.032763 0.028796 -2.874439 0.032899 0.028930 8.051475 0.109245 0.109735 -2.689541 0.109232 0.109375 10.625 10.875 978845
11 8.375682 0.030553 0.016548 -2.614376 0.030592 0.016523 8.560583 0.107831 0.102281 -2.429476 0.107914 0.102175 10.875 11.125 604974
11.25 8.908393 0.030195 0.008906 -2.330686 0.030203 0.008897 9.093331 0.106712 0.100611 -2.145748 0.106712 0.100598 11.125 11.375 359867
11.5 9.462677 0.030130 0.008362 -2.026036 0.030131 0.008363 9.647892 0.104101 0.103354 -1.840822 0.104087 0.103357 11.375 11.625 212076
11.75 9.962525 0.020316 0.012349 -1.776391 0.020312 0.012388 10.147696 0.097748 0.102592 -1.591220 0.097748 0.102640 11.625 11.875 124852
12 10.340126 0.015232 0.013903 -1.648772 0.015233 0.013900 10.525347 0.090394 0.101504 -1.463553 0.090397 0.101520 11.875 12.125 72720
12.25 10.568707 0.021507 0.009529 -1.670847 0.021480 0.009532 10.753495 0.105239 0.093261 -1.486060 0.105215 0.093277 12.125 12.375 42224
12.5 10.686393 0.045087 0.014148 -1.801783 0.045102 0.014123 10.872115 0.122960 0.089955 -1.616062 0.122966 0.090008 12.375 12.625 24315
12.75 10.773793 0.065674 0.023295 -1.963443 0.065659 0.023308 10.959146 0.126568 0.093726 -1.778087 0.126570 0.093825 12.625 12.875 13938
13 10.877221 0.064650 0.020310 -2.109898 0.064591 0.020331 11.063252 0.131809 0.099642 -1.923865 0.131820 0.099589 12.875 13.125 7848
13.25 10.999318 0.051845 0.022174 -2.237977 0.051886 0.022230 11.183505 0.125875 0.097945 -2.053788 0.125915 0.097910 13.125 13.375 4306
13.5 11.124950 0.039549 0.028500 -2.362404 0.039574 0.028483 11.309643 0.118925 0.100267 -2.177711 0.118973 0.100201 13.375 13.625 2306
13.75 11.254961 0.036522 0.034438 -2.483730 0.036526 0.034438 11.440409 0.109854 0.109842 -2.298285 0.109876 0.109956 13.625 13.875 1184
14 11.371877 0.034948 0.044929 -2.613271 0.034951 0.044928 11.557302 0.106169 0.116249 -2.427844 0.106171 0.116392 13.875 14.125 545
14.25 11.503529 0.041203 0.065375 -2.730780 0.041203 0.065380 11.691104 0.097952 0.129135 -2.543208 0.097955 0.129726 14.125 14.375 261
14.5 11.641715 0.053408 0.062323 -2.818238 0.053405 0.062325 11.820662 0.100431 0.129029 -2.639292 0.100428 0.129030 14.375 14.625 75
14.75 11.764255 0.062429 0.078135 -2.954368 0.062430 0.078136 11.931931 0.118393 0.138838 -2.786691 0.118392 0.138837 14.625 14.875 30
15 12.037571 0.061209 0.137060 -2.952958 0.061209 0.137059 12.150072 0.104628 0.187752 -2.840456 0.104628 0.187752 14.875 15.125 2
15.25 12.089949 0.104935 0.082067 -3.143496 0.104935 0.082066 12.391670 0.140803 0.143456 -2.841774 0.140804 0.143455 15.125 15.375 1
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
