#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.553669 0.523336 0.411575 -7.207899 0.523336 0.411576 1.764079 0.509963 0.431075 -6.997487 0.509962 0.431078 8.625 8.875 28889
9 2.134565 0.466531 0.383980 -6.879435 0.466529 0.383979 2.345395 0.423086 0.409956 -6.668605 0.423084 0.409957 8.875 9.125 51319
9.25 2.910111 0.398233 0.341016 -6.361601 0.398233 0.341015 3.120532 0.417528 0.371035 -6.151182 0.417531 0.371034 9.125 9.375 246798
9.5 3.991949 0.337562 0.303707 -5.538403 0.337561 0.303709 4.202576 0.317901 0.326005 -5.327775 0.317900 0.326004 9.375 9.625 972324
9.75 5.191405 0.261747 0.237832 -4.568069 0.261747 0.237830 5.401822 0.250242 0.258338 -4.357652 0.250242 0.258341 9.625 9.875 2.76345e+06
10 6.118027 0.179859 0.162097 -3.877246 0.179866 0.162094 6.328439 0.177039 0.193722 -3.666836 0.177041 0.193717 9.875 10.125 3.77851e+06
10.25 6.725585 0.130448 0.110626 -3.515974 0.130467 0.110626 6.936038 0.139713 0.150210 -3.305529 0.139732 0.150191 10.125 10.375 2.69407e+06
10.5 7.217031 0.083796 0.077110 -3.274608 0.083826 0.077041 7.427537 0.121051 0.133965 -3.064104 0.121190 0.133885 10.375 10.625 1.68857e+06
10.75 7.716647 0.038456 0.051243 -3.024217 0.038498 0.051224 7.927256 0.107715 0.129440 -2.813603 0.107713 0.129450 10.625 10.875 1.0484e+06
11 8.216258 0.022829 0.038083 -2.772992 0.022796 0.038063 8.426879 0.107141 0.123681 -2.562372 0.107102 0.123690 10.875 11.125 636544
11.25 8.747063 0.026352 0.033766 -2.491824 0.026257 0.033750 8.957683 0.114430 0.119287 -2.281206 0.114435 0.119274 11.125 11.375 368116
11.5 9.338407 0.024595 0.029552 -2.150083 0.024578 0.029531 9.548821 0.093115 0.111602 -1.939668 0.093127 0.111590 11.375 11.625 213533
11.75 9.924414 0.014834 0.024603 -1.814088 0.014831 0.024641 10.134685 0.091187 0.115350 -1.603815 0.091179 0.115431 11.625 11.875 123182
12 10.353375 0.009871 0.019882 -1.635184 0.009892 0.019874 10.564200 0.086970 0.112063 -1.424359 0.086936 0.112053 11.875 12.125 70465
12.25 10.570594 0.021103 0.013685 -1.667509 0.021008 0.013667 10.780242 0.106560 0.094768 -1.457858 0.106607 0.094761 12.125 12.375 40110
12.5 10.654368 0.058496 0.023166 -1.833328 0.058461 0.023177 10.864804 0.133194 0.098852 -1.622897 0.133183 0.098792 12.375 12.625 22333
12.75 10.721568 0.079957 0.024202 -2.015861 0.079904 0.024227 10.931262 0.141051 0.096780 -1.806165 0.141037 0.096785 12.625 12.875 12324
13 10.813440 0.073382 0.021707 -2.172917 0.073348 0.021737 11.024343 0.142390 0.101758 -1.962015 0.142395 0.101887 12.875 13.125 6604
13.25 10.922174 0.070201 0.024425 -2.314297 0.070138 0.024297 11.135283 0.130823 0.103967 -2.101190 0.130798 0.103889 13.125 13.375 3414
13.5 11.036352 0.065353 0.025051 -2.450797 0.065425 0.025251 11.244237 0.133182 0.101583 -2.242910 0.133249 0.101587 13.375 13.625 1655
13.75 11.150788 0.053540 0.028804 -2.586106 0.053538 0.028974 11.362496 0.110049 0.106254 -2.374399 0.109892 0.106421 13.625 13.875 780
14 11.294407 0.052217 0.053380 -2.680757 0.052220 0.053378 11.502463 0.104228 0.113821 -2.472696 0.104224 0.113820 13.875 14.125 315
14.25 11.410296 0.058682 0.059766 -2.808154 0.058679 0.059772 11.611889 0.111170 0.115595 -2.606566 0.111169 0.115593 14.125 14.375 114
14.5 11.552389 0.057899 0.112740 -2.925784 0.057901 0.112739 11.748706 0.103401 0.151111 -2.729465 0.103399 0.151111 14.375 14.625 25
14.75 11.496132 0.153848 0.058418 -3.194830 0.153848 0.058418 11.705539 0.178263 0.101894 -2.985424 0.178263 0.101894 14.625 14.875 3
15 11.683327 0.163145 0.007365 -3.214681 0.163145 0.007365 11.940788 0.197819 0.048758 -2.957220 0.197819 0.048757 14.875 15.125 2
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
