#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.855991 0.449135 0.388725 -6.905496 0.449135 0.388727 2.094215 0.456518 0.365497 -6.667271 0.456517 0.365497 8.625 8.875 74552
9 2.390194 0.410153 0.393136 -6.623036 0.410152 0.393135 2.628077 0.393246 0.381654 -6.385153 0.393245 0.381655 8.875 9.125 131705
9.25 3.113777 0.369998 0.352702 -6.155689 0.369999 0.352701 3.351993 0.355828 0.320625 -5.917473 0.355827 0.320626 9.125 9.375 559317
9.5 4.147750 0.301287 0.267057 -5.379669 0.301286 0.267059 4.385897 0.312598 0.281362 -5.141522 0.312594 0.281366 9.375 9.625 1.99973e+06
9.75 5.198139 0.238463 0.191288 -4.553665 0.238459 0.191288 5.436213 0.228272 0.203022 -4.315591 0.228274 0.203023 9.625 9.875 4.20609e+06
10 6.013823 0.199092 0.146981 -3.978072 0.199107 0.146972 6.252018 0.174526 0.156223 -3.739874 0.174513 0.156227 9.875 10.125 4.17784e+06
10.25 6.605213 0.153335 0.118360 -3.635826 0.153326 0.118431 6.843264 0.139296 0.132561 -3.397772 0.139303 0.132507 10.125 10.375 2.79934e+06
10.5 7.100433 0.116684 0.092310 -3.391509 0.116741 0.092278 7.338469 0.102830 0.118863 -3.153472 0.102780 0.118408 10.375 10.625 1.74666e+06
10.75 7.575435 0.079669 0.065909 -3.164032 0.079661 0.065942 7.813417 0.102857 0.103526 -2.926046 0.102850 0.103536 10.625 10.875 1.06465e+06
11 8.055727 0.039797 0.043746 -2.932466 0.039811 0.043698 8.293859 0.100180 0.111210 -2.694330 0.100186 0.111284 10.875 11.125 598456
11.25 8.538678 0.018383 0.035426 -2.698915 0.018318 0.035437 8.777135 0.095928 0.120988 -2.460462 0.095865 0.120974 11.125 11.375 330208
11.5 9.036197 0.017193 0.028196 -2.451145 0.017191 0.028268 9.274334 0.100035 0.122931 -2.213010 0.099986 0.123086 11.375 11.625 181911
11.75 9.576382 0.025891 0.025656 -2.161044 0.025871 0.025645 9.813641 0.100031 0.113211 -1.923785 0.100011 0.113224 11.625 11.875 99032
12 10.098036 0.031561 0.027658 -1.888513 0.031566 0.027663 10.337034 0.097734 0.102913 -1.649518 0.097745 0.102923 11.875 12.125 52871
12.25 10.463954 0.035835 0.020901 -1.772239 0.035855 0.020906 10.702063 0.098672 0.101273 -1.534128 0.098688 0.101265 12.125 12.375 27316
12.5 10.629004 0.056201 0.036050 -1.857106 0.056198 0.036058 10.867105 0.125481 0.106572 -1.619005 0.125459 0.106586 12.375 12.625 13904
12.75 10.707479 0.089742 0.043030 -2.026909 0.089723 0.043030 10.948637 0.155927 0.106887 -1.785749 0.155929 0.106901 12.625 12.875 6555
13 10.780766 0.121519 0.050474 -2.201248 0.121479 0.050567 11.023204 0.168765 0.114598 -1.958810 0.168763 0.114599 12.875 13.125 2978
13.25 10.883283 0.127793 0.058119 -2.345468 0.127846 0.058117 11.129137 0.174794 0.125607 -2.099612 0.174845 0.125614 13.125 13.375 1225
13.5 10.986819 0.132296 0.058548 -2.490843 0.132292 0.058549 11.220697 0.162973 0.124854 -2.256967 0.162938 0.124852 13.375 13.625 448
13.75 11.083776 0.110601 0.067487 -2.635313 0.110407 0.067678 11.323684 0.149937 0.127960 -2.395408 0.149938 0.128151 13.625 13.875 139
14 11.050956 0.131726 0.033296 -2.907999 0.131726 0.033296 11.334749 0.165052 0.093620 -2.624204 0.165051 0.093623 13.875 14.125 26
14.25 11.246611 0.082811 0.075598 -2.946033 0.082811 0.075597 11.380483 0.134859 0.133307 -2.812161 0.134859 0.133308 14.125 14.375 4
14.5 11.127576 0.421893 0.046124 -3.288624 0.421894 0.046125 11.176761 0.439487 0.088822 -3.239439 0.439487 0.088822 14.375 14.625 1
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
