#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 2.509356 0.388566 0.294604 -6.250671 0.388571 0.294601 2.765866 0.320341 0.252774 -5.994157 0.320336 0.252777 8.625 8.875 206620
9 3.037431 0.339503 0.292928 -5.974102 0.339503 0.292930 3.294975 0.297180 0.258125 -5.716558 0.297181 0.258127 8.875 9.125 332694
9.25 3.697489 0.331092 0.251352 -5.567454 0.331092 0.251350 3.954853 0.273503 0.225506 -5.310092 0.273504 0.225504 9.125 9.375 1.14588e+06
9.5 4.602818 0.286999 0.207276 -4.919292 0.287002 0.207276 4.860006 0.238453 0.166815 -4.662102 0.238456 0.166817 9.375 9.625 3.27875e+06
9.75 5.482901 0.247711 0.159869 -4.261165 0.247713 0.159870 5.740288 0.197576 0.136179 -4.003776 0.197577 0.136179 9.625 9.875 4.69258e+06
10 6.186028 0.204860 0.127254 -3.801679 0.204903 0.127242 6.443187 0.170980 0.114099 -3.544520 0.170988 0.114084 9.875 10.125 3.53127e+06
10.25 6.706919 0.167968 0.111776 -3.533222 0.168157 0.111763 6.964430 0.132783 0.111606 -3.275714 0.132777 0.111535 10.125 10.375 2.11943e+06
10.5 7.169333 0.128217 0.099154 -3.319680 0.128222 0.099296 7.426605 0.111153 0.107274 -3.062408 0.111114 0.107257 10.375 10.625 1.22257e+06
10.75 7.624688 0.099180 0.077370 -3.112657 0.099012 0.077433 7.881979 0.100625 0.097022 -2.855370 0.100678 0.096982 10.625 10.875 648978
11 8.089884 0.067689 0.061969 -2.896476 0.067640 0.061964 8.346997 0.091776 0.101665 -2.639365 0.091784 0.101673 10.875 11.125 332205
11.25 8.550744 0.043050 0.055876 -2.684358 0.043018 0.055952 8.808198 0.091023 0.114002 -2.426901 0.090944 0.113994 11.125 11.375 164082
11.5 9.013179 0.029246 0.050281 -2.470894 0.029240 0.050277 9.271018 0.099648 0.125109 -2.213053 0.099610 0.125178 11.375 11.625 77713
11.75 9.475536 0.026740 0.057383 -2.257979 0.026738 0.057403 9.732050 0.111565 0.140218 -2.001467 0.111563 0.140216 11.625 11.875 35643
12 9.926262 0.031610 0.059076 -2.055905 0.031587 0.059084 10.185050 0.116415 0.139747 -1.797119 0.116384 0.139797 11.875 12.125 15191
12.25 10.318054 0.045192 0.052296 -1.911980 0.045164 0.052324 10.578110 0.122905 0.141379 -1.651920 0.122858 0.141380 12.125 12.375 6149
12.5 10.618735 0.063270 0.064404 -1.857916 0.063235 0.064402 10.875443 0.130217 0.136164 -1.601203 0.130231 0.136165 12.375 12.625 2153
12.75 10.806285 0.100460 0.085598 -1.916402 0.100458 0.085601 11.072617 0.154457 0.150771 -1.650068 0.154459 0.150774 12.625 12.875 658
13 10.877892 0.149506 0.129503 -2.089359 0.149503 0.129508 11.146598 0.173940 0.194420 -1.820657 0.173940 0.194419 12.875 13.125 193
13.25 10.944811 0.240899 0.135366 -2.264436 0.240896 0.135367 11.212875 0.241466 0.190790 -1.996376 0.241468 0.190787 13.125 13.375 35
13.5 10.816606 0.215280 0.242043 -2.602729 0.215280 0.242043 10.969663 0.231396 0.251021 -2.449672 0.231397 0.251020 13.375 13.625 4
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
