#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 2.891161 0.398155 0.261027 -5.869841 0.398153 0.261025 3.154856 0.316875 0.219032 -5.606147 0.316874 0.219031 8.625 8.875 277601
9 3.452080 0.353248 0.239184 -5.558709 0.353251 0.239181 3.716066 0.289019 0.216040 -5.294719 0.289017 0.216041 8.875 9.125 444753
9.25 4.051692 0.311936 0.225204 -5.209527 0.311935 0.225204 4.315283 0.253704 0.189114 -4.945936 0.253705 0.189112 9.125 9.375 1.37054e+06
9.5 4.812384 0.268017 0.187793 -4.704684 0.268017 0.187795 5.075961 0.217623 0.166727 -4.441110 0.217622 0.166724 9.375 9.625 3.18152e+06
9.75 5.651663 0.232808 0.158347 -4.089616 0.232811 0.158342 5.914984 0.185148 0.137105 -3.826294 0.185148 0.137108 9.625 9.875 3.62777e+06
10 6.312488 0.193411 0.138916 -3.673694 0.193539 0.138930 6.576245 0.148234 0.115995 -3.409935 0.148296 0.116009 9.875 10.125 2.52670e+06
10.25 6.811445 0.161963 0.113768 -3.426996 0.162073 0.113797 7.075322 0.134075 0.105166 -3.163120 0.134067 0.105209 10.125 10.375 1.40744e+06
10.5 7.266157 0.129562 0.097441 -3.220497 0.129493 0.097764 7.529714 0.127109 0.101171 -2.956941 0.127054 0.101193 10.375 10.625 717454
10.75 7.731467 0.093977 0.086213 -3.004035 0.093955 0.086218 7.994774 0.117261 0.098935 -2.740724 0.117254 0.098938 10.625 10.875 347255
11 8.202662 0.066118 0.069281 -2.781312 0.066123 0.069272 8.465721 0.103735 0.108381 -2.518252 0.103737 0.108378 10.875 11.125 162235
11.25 8.668150 0.050989 0.067643 -2.564124 0.050948 0.067678 8.929855 0.098266 0.116886 -2.302419 0.098214 0.116925 11.125 11.375 70701
11.5 9.133611 0.041420 0.063437 -2.347548 0.041429 0.063430 9.396416 0.108219 0.130882 -2.084744 0.108219 0.130878 11.375 11.625 28862
11.75 9.587448 0.038590 0.076298 -2.140842 0.038591 0.076303 9.852014 0.112098 0.147789 -1.876274 0.112098 0.147815 11.625 11.875 11085
12 10.037898 0.034813 0.084791 -1.935955 0.034768 0.084793 10.295703 0.117249 0.164611 -1.678147 0.117198 0.164596 11.875 12.125 3803
12.25 10.422895 0.049560 0.103288 -1.797720 0.049563 0.103285 10.681913 0.112607 0.161998 -1.538700 0.112608 0.162002 12.125 12.375 1112
12.5 10.650558 0.089113 0.142703 -1.823675 0.089110 0.142703 10.930302 0.126770 0.189428 -1.543933 0.126768 0.189428 12.375 12.625 277
12.75 10.863154 0.156787 0.186661 -1.859657 0.156785 0.186659 11.129847 0.170453 0.225481 -1.592963 0.170453 0.225482 12.625 12.875 59
13 10.970617 0.311092 0.309247 -1.995774 0.311093 0.309247 11.055021 0.297885 0.297683 -1.911369 0.297884 0.297683 12.875 13.125 5
13.25 10.499723 0.257230 0.238864 -2.662920 0.257229 0.238864 10.863164 0.282038 0.279424 -2.299479 0.282037 0.279423 13.125 13.375 1
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
