#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 2.208380 0.420660 0.310468 -6.552271 0.420660 0.310468 2.458399 0.341765 0.304416 -6.302255 0.341764 0.304414 8.625 8.875 153245
9 2.731090 0.315068 0.318023 -6.280956 0.315069 0.318022 2.981648 0.319347 0.300800 -6.030399 0.319349 0.300798 8.875 9.125 250699
9.25 3.411230 0.301389 0.272225 -5.855227 0.301385 0.272226 3.661588 0.281573 0.271613 -5.604870 0.281572 0.271612 9.125 9.375 928837
9.5 4.391635 0.288367 0.214093 -5.132348 0.288365 0.214090 4.641919 0.260602 0.215353 -4.882065 0.260604 0.215352 9.375 9.625 2.81629e+06
9.75 5.345431 0.280891 0.175249 -4.402148 0.280890 0.175247 5.595806 0.227387 0.164809 -4.151773 0.227387 0.164809 9.625 9.875 4.82342e+06
10 6.081676 0.202308 0.138133 -3.907197 0.202356 0.138105 6.332130 0.179438 0.140006 -3.656741 0.179444 0.139976 9.875 10.125 3.93318e+06
10.25 6.641363 0.160238 0.112006 -3.599688 0.160615 0.112150 6.891660 0.130627 0.112901 -3.349386 0.130813 0.112887 10.125 10.375 2.50254e+06
10.5 7.122689 0.135666 0.086931 -3.368422 0.135684 0.086925 7.373018 0.105628 0.105128 -3.118090 0.105570 0.104600 10.375 10.625 1.54537e+06
10.75 7.577665 0.104314 0.069195 -3.160477 0.104301 0.069335 7.827996 0.098609 0.100094 -2.910149 0.098649 0.100402 10.625 10.875 883391
11 8.046352 0.062036 0.054379 -2.940914 0.061968 0.054363 8.297064 0.089161 0.098051 -2.690203 0.089173 0.098058 10.875 11.125 473186
11.25 8.515063 0.029265 0.045581 -2.721613 0.029293 0.045561 8.765658 0.079922 0.110009 -2.471015 0.079952 0.110107 11.125 11.375 248793
11.5 8.982478 0.016900 0.042415 -2.503565 0.016904 0.042434 9.232407 0.099861 0.128079 -2.253634 0.099910 0.128116 11.375 11.625 127925
11.75 9.457938 0.022232 0.032640 -2.277381 0.022205 0.032637 9.707552 0.107929 0.132580 -2.027768 0.107949 0.132598 11.625 11.875 64454
12 9.931305 0.028483 0.028240 -2.052900 0.028478 0.028237 10.181643 0.110525 0.116092 -1.802565 0.110531 0.116091 11.875 12.125 31336
12.25 10.335652 0.040648 0.027546 -1.897483 0.040631 0.027539 10.584049 0.112237 0.115786 -1.649085 0.112227 0.115825 12.125 12.375 14311
12.5 10.601550 0.059112 0.034535 -1.881236 0.059041 0.034550 10.853053 0.124949 0.122166 -1.629732 0.124928 0.122201 12.375 12.625 6257
12.75 10.762891 0.083684 0.057319 -1.964453 0.083696 0.057305 11.009706 0.159379 0.127553 -1.717641 0.159395 0.127539 12.625 12.875 2457
13 10.852630 0.137442 0.086143 -2.122674 0.137427 0.086146 11.104875 0.189749 0.145555 -1.870435 0.189746 0.145556 12.875 13.125 874
13.25 10.935916 0.148984 0.097089 -2.285594 0.148985 0.097087 11.186297 0.188940 0.166008 -2.035213 0.188941 0.166007 13.125 13.375 273
13.5 10.991632 0.216666 0.138915 -2.486933 0.216669 0.138914 11.199328 0.242280 0.202600 -2.279235 0.242280 0.202598 13.375 13.625 64
13.75 10.867732 0.189209 0.113161 -2.812419 0.189211 0.113158 11.110227 0.223101 0.172510 -2.569922 0.223099 0.172511 13.625 13.875 6
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
