#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.920855 0.681483 0.528069 -6.840069 0.681482 0.528067 2.082919 0.623906 0.573345 -6.678008 0.623908 0.573341 8.625 8.875 42691
9 2.406304 0.579822 0.510325 -6.606370 0.579822 0.510325 2.568170 0.556086 0.516178 -6.444502 0.556083 0.516180 8.875 9.125 66664
9.25 3.092175 0.510979 0.440266 -6.174422 0.510980 0.440263 3.254085 0.486839 0.422944 -6.012514 0.486840 0.422941 9.125 9.375 266213
9.5 4.111683 0.414134 0.278509 -5.412426 0.414135 0.278506 4.273628 0.369363 0.291081 -5.250479 0.369360 0.291080 9.375 9.625 771161
9.75 5.351361 0.255534 0.148824 -4.408978 0.255538 0.148824 5.513175 0.235571 0.165287 -4.247164 0.235574 0.165286 9.625 9.875 1.93965e+06
10 6.374654 0.155624 0.085951 -3.623574 0.155624 0.085952 6.536542 0.172857 0.130013 -3.461689 0.172863 0.130011 9.875 10.125 3.02604e+06
10.25 6.980742 0.101476 0.055149 -3.261469 0.101485 0.055150 7.142620 0.124864 0.107670 -3.099590 0.124862 0.107663 10.125 10.375 2.33994e+06
10.5 7.480342 0.063902 0.030924 -3.011609 0.063913 0.030848 7.642420 0.118617 0.096363 -2.849531 0.118639 0.096379 10.375 10.625 1.49933e+06
10.75 7.970541 0.049174 0.017418 -2.770334 0.049382 0.017329 8.132650 0.122314 0.092010 -2.608226 0.122145 0.091942 10.625 10.875 932790
11 8.471864 0.043692 0.005878 -2.518459 0.043730 0.005849 8.633994 0.119955 0.093232 -2.356330 0.119956 0.093253 10.875 11.125 577277
11.25 8.978349 0.039987 0.000305 -2.261091 0.039964 0.000302 9.140480 0.117204 0.089965 -2.098960 0.117240 0.089967 11.125 11.375 348581
11.5 9.486970 0.038042 0.003132 -2.002010 0.038050 0.003128 9.649261 0.110022 0.088515 -1.839720 0.110022 0.088514 11.375 11.625 207711
11.75 9.948141 0.030353 0.011872 -1.791145 0.030344 0.011872 10.110539 0.101647 0.096128 -1.628747 0.101624 0.096128 11.625 11.875 123157
12 10.315028 0.024462 0.016856 -1.673884 0.024455 0.016836 10.477626 0.098142 0.101307 -1.511284 0.098151 0.101327 11.875 12.125 72383
12.25 10.563262 0.024962 0.013607 -1.676365 0.024940 0.013630 10.724819 0.098143 0.095668 -1.514809 0.098106 0.095666 12.125 12.375 42256
12.5 10.706350 0.039286 0.013365 -1.781849 0.039287 0.013335 10.869147 0.122293 0.093959 -1.619051 0.122286 0.094000 12.375 12.625 24830
12.75 10.809813 0.052732 0.019456 -1.927585 0.052712 0.019537 10.972096 0.125579 0.087367 -1.765306 0.125570 0.087381 12.625 12.875 14461
13 10.927723 0.052210 0.020724 -2.060795 0.052165 0.020731 11.090422 0.133216 0.095915 -1.898093 0.133209 0.095912 12.875 13.125 8205
13.25 11.054172 0.039944 0.023334 -2.183327 0.039899 0.023324 11.217238 0.116494 0.093053 -2.020260 0.116562 0.092981 13.125 13.375 4565
13.5 11.186463 0.032946 0.032263 -2.299980 0.032956 0.032276 11.350773 0.112614 0.096275 -2.135667 0.112521 0.096374 13.375 13.625 2524
13.75 11.316340 0.034430 0.035376 -2.419180 0.034489 0.035318 11.478955 0.113323 0.106565 -2.256565 0.113054 0.106687 13.625 13.875 1382
14 11.447059 0.035076 0.044596 -2.538117 0.034891 0.044497 11.610002 0.112166 0.112871 -2.375174 0.112163 0.113106 13.875 14.125 676
14.25 11.559079 0.042376 0.061502 -2.672123 0.042378 0.061507 11.716164 0.099094 0.131916 -2.515033 0.099281 0.132004 14.125 14.375 346
14.5 11.715906 0.043902 0.067224 -2.761228 0.043304 0.067226 11.879364 0.094625 0.139490 -2.597771 0.094624 0.140092 14.375 14.625 133
14.75 11.846597 0.061736 0.088520 -2.882156 0.061737 0.088517 12.008422 0.099290 0.165895 -2.720332 0.099292 0.165892 14.625 14.875 59
15 11.751313 0.060535 0.075697 -3.161808 0.060535 0.075696 11.882670 0.101372 0.150035 -3.030450 0.101371 0.150036 14.875 15.125 7
15.25 12.252663 0.118876 0.074514 -2.987147 0.118875 0.074514 12.386545 0.161232 0.133682 -2.853263 0.161231 0.133683 15.125 15.375 2
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
