#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.624278 0.515795 0.460390 -7.137775 0.515798 0.460387 1.844297 0.505487 0.476605 -6.917752 0.505487 0.476605 8.625 8.875 33808
9 2.168659 0.442652 0.437576 -6.844987 0.442650 0.437575 2.388675 0.407829 0.445108 -6.624970 0.407828 0.445109 8.875 9.125 61167
9.25 2.923169 0.387830 0.357403 -6.349021 0.387830 0.357403 3.143910 0.349927 0.390728 -6.128282 0.349928 0.390727 9.125 9.375 294978
9.5 4.003998 0.329005 0.307469 -5.526834 0.329004 0.307468 4.224578 0.311676 0.329708 -5.306257 0.311677 0.329706 9.375 9.625 1.2203e+06
9.75 5.158701 0.263657 0.230386 -4.598090 0.263658 0.230388 5.379336 0.252234 0.257133 -4.377459 0.252236 0.257133 9.625 9.875 3.23249e+06
10 6.060280 0.192454 0.159645 -3.933961 0.192457 0.159655 6.280911 0.182654 0.187096 -3.713334 0.182663 0.187089 9.875 10.125 3.99062e+06
10.25 6.667650 0.145562 0.113841 -3.573708 0.145627 0.113807 6.888274 0.147123 0.148287 -3.353084 0.147152 0.148322 10.125 10.375 2.77897e+06
10.5 7.157662 0.099238 0.084692 -3.334035 0.099382 0.084654 7.378338 0.119512 0.129503 -3.113359 0.119606 0.129121 10.375 10.625 1.73497e+06
10.75 7.652447 0.058928 0.060523 -3.088298 0.058874 0.060440 7.872972 0.118248 0.123178 -2.867769 0.118309 0.123045 10.625 10.875 1.07626e+06
11 8.144556 0.023761 0.039799 -2.844376 0.023641 0.039792 8.365133 0.102598 0.125051 -2.623801 0.102570 0.125105 10.875 11.125 639290
11.25 8.655849 0.023585 0.032474 -2.582714 0.023554 0.032460 8.876514 0.114100 0.118159 -2.362051 0.114095 0.118145 11.125 11.375 366076
11.5 9.224057 0.028995 0.030812 -2.264349 0.028946 0.030810 9.444901 0.101253 0.112472 -2.043506 0.101252 0.112479 11.375 11.625 209090
11.75 9.831757 0.018417 0.026884 -1.906262 0.018415 0.026912 10.052622 0.090944 0.111717 -1.685399 0.090951 0.111716 11.625 11.875 119155
12 10.312737 0.016276 0.022573 -1.675811 0.016261 0.022665 10.533503 0.091249 0.108515 -1.455046 0.091154 0.108514 11.875 12.125 67076
12.25 10.556854 0.022754 0.014336 -1.680600 0.022787 0.014350 10.777341 0.103910 0.094282 -1.460117 0.103917 0.094272 12.125 12.375 37293
12.5 10.641336 0.058774 0.026665 -1.845755 0.058738 0.026691 10.863550 0.131786 0.104292 -1.623540 0.131750 0.104321 12.375 12.625 20554
12.75 10.700408 0.081858 0.030230 -2.036096 0.081900 0.030177 10.921906 0.144015 0.098533 -1.814599 0.144058 0.098488 12.625 12.875 10822
13 10.789170 0.085995 0.024105 -2.197276 0.085999 0.024191 11.009288 0.145851 0.098574 -1.977155 0.145840 0.098593 12.875 13.125 5601
13.25 10.892647 0.077929 0.034745 -2.341874 0.077945 0.034717 11.114665 0.138059 0.107682 -2.119853 0.138051 0.107670 13.125 13.375 2755
13.5 10.998107 0.079984 0.029542 -2.486467 0.080090 0.029521 11.220123 0.144010 0.095691 -2.264451 0.144012 0.095689 13.375 13.625 1259
13.75 11.113559 0.068990 0.036116 -2.617305 0.068991 0.036109 11.331125 0.130191 0.106427 -2.399735 0.130195 0.106426 13.625 13.875 549
14 11.255738 0.051490 0.063765 -2.727648 0.051490 0.063768 11.472358 0.110598 0.119259 -2.511029 0.110594 0.119259 13.875 14.125 194
14.25 11.385240 0.058852 0.062848 -2.811785 0.058851 0.062849 11.587342 0.109099 0.122848 -2.609683 0.109101 0.122846 14.125 14.375 50
14.5 11.280324 0.123604 0.095556 -3.142813 0.123604 0.095555 11.575396 0.142940 0.129020 -2.847742 0.142942 0.129019 14.375 14.625 9
14.75 11.498763 0.162005 0.119693 -3.316939 0.162006 0.119692 11.794956 0.193880 0.134689 -3.020746 0.193880 0.134689 14.625 14.875 2
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
