#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 3.319167 0.357289 0.298308 -5.440029 0.357286 0.298310 3.589923 0.271690 0.297231 -5.169274 0.271689 0.297234 8.625 8.875 242923
9 3.940732 0.315241 0.259220 -5.068063 0.315241 0.259219 4.210202 0.253509 0.251215 -4.798593 0.253510 0.251214 8.875 9.125 340562
9.25 4.459513 0.280309 0.235842 -4.795896 0.280307 0.235841 4.730158 0.222029 0.248645 -4.525249 0.222025 0.248648 9.125 9.375 844873
9.5 5.176185 0.237798 0.212789 -4.336136 0.237798 0.212788 5.446366 0.199571 0.215950 -4.065956 0.199571 0.215949 9.375 9.625 1.52421e+06
9.75 5.971542 0.187584 0.180317 -3.765254 0.187594 0.180319 6.242108 0.170466 0.182988 -3.494686 0.170462 0.182989 9.625 9.875 1.39546e+06
10 6.596844 0.140675 0.173556 -3.386223 0.140692 0.173532 6.867138 0.160116 0.169641 -3.115930 0.160112 0.169619 9.875 10.125 804013
10.25 7.094547 0.123111 0.145749 -3.139184 0.123107 0.145748 7.365000 0.142609 0.163469 -2.868732 0.142611 0.163467 10.125 10.375 375832
10.5 7.568590 0.105959 0.132019 -2.914183 0.105942 0.132016 7.839216 0.149192 0.174341 -2.643555 0.149208 0.174358 10.375 10.625 155480
10.75 8.046964 0.085470 0.123109 -2.683681 0.085468 0.123112 8.317996 0.132982 0.175185 -2.412648 0.132982 0.175190 10.625 10.875 60701
11 8.529756 0.078618 0.109159 -2.448674 0.078608 0.109163 8.802277 0.132338 0.184470 -2.176153 0.132326 0.184479 10.875 11.125 21780
11.25 9.003805 0.064534 0.120469 -2.222058 0.064524 0.120483 9.274169 0.135450 0.189095 -1.951694 0.135449 0.189109 11.125 11.375 6869
11.5 9.479362 0.071941 0.163786 -1.995366 0.071940 0.163786 9.749465 0.130787 0.214463 -1.725260 0.130783 0.214465 11.375 11.625 1834
11.75 9.941009 0.070860 0.207065 -1.779012 0.070859 0.207064 10.220251 0.099603 0.248616 -1.499769 0.099603 0.248617 11.625 11.875 447
12 10.275368 0.121643 0.322913 -1.686957 0.121643 0.322911 10.621964 0.139614 0.342726 -1.340360 0.139616 0.342725 11.875 12.125 69
12.25 10.612949 0.165584 0.433691 -1.601591 0.165583 0.433692 10.869629 0.172047 0.450277 -1.344913 0.172048 0.450277 12.125 12.375 15
12.5 10.857179 0.292533 0.672134 -1.598243 0.292534 0.672135 11.010571 0.272397 0.664642 -1.444851 0.272396 0.664643 12.375 12.625 3
12.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.625 12.875 0
13 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 12.875 13.125 0
13.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.125 13.375 0
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
