#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.601833 0.511641 0.434300 -7.160437 0.511639 0.434299 1.819101 0.515149 0.473989 -6.943167 0.515144 0.473992 8.625 8.875 31416
9 2.153731 0.439067 0.421257 -6.859753 0.439066 0.421258 2.370700 0.408006 0.439792 -6.642785 0.408006 0.439794 8.875 9.125 56503
9.25 2.920603 0.391162 0.361535 -6.351691 0.391162 0.361535 3.137882 0.369644 0.391966 -6.134411 0.369643 0.391967 9.125 9.375 272251
9.5 4.000245 0.337617 0.308414 -5.530719 0.337616 0.308414 4.217578 0.313629 0.330487 -5.313385 0.313633 0.330489 9.375 9.625 1.12371e+06
9.75 5.166791 0.265415 0.236984 -4.590878 0.265417 0.236981 5.384226 0.252386 0.258072 -4.373442 0.252383 0.258073 9.625 9.875 3.07933e+06
10 6.076854 0.192533 0.160073 -3.917708 0.192536 0.160074 6.294269 0.184954 0.184324 -3.700295 0.184957 0.184330 9.875 10.125 3.9275e+06
10.25 6.685016 0.136611 0.113129 -3.556409 0.136586 0.113101 6.902346 0.144685 0.146249 -3.339080 0.144707 0.146230 10.125 10.375 2.75391e+06
10.5 7.174886 0.096074 0.079056 -3.316736 0.096130 0.079166 7.392338 0.115525 0.133624 -3.099282 0.115616 0.133530 10.375 10.625 1.72102e+06
10.75 7.671873 0.051702 0.058123 -3.068861 0.051837 0.058110 7.889307 0.116529 0.123692 -2.851424 0.116600 0.123552 10.625 10.875 1.06842e+06
11 8.165820 0.023338 0.039778 -2.823121 0.023300 0.039804 8.383434 0.099474 0.125423 -2.605507 0.099468 0.125426 10.875 11.125 640045
11.25 8.684136 0.022985 0.033277 -2.554638 0.022959 0.033274 8.901831 0.116930 0.119286 -2.336945 0.116929 0.119279 11.125 11.375 367705
11.5 9.262434 0.027962 0.031407 -2.226083 0.027921 0.031412 9.480072 0.098330 0.113130 -2.008448 0.098336 0.113145 11.375 11.625 210842
11.75 9.866707 0.016521 0.026666 -1.871297 0.016523 0.026675 10.084143 0.090526 0.111454 -1.653859 0.090525 0.111456 11.625 11.875 120812
12 10.330846 0.013849 0.020644 -1.657718 0.013855 0.020583 10.548511 0.091028 0.110540 -1.440053 0.091011 0.110532 11.875 12.125 68453
12.25 10.561568 0.022734 0.014153 -1.676223 0.022709 0.014126 10.779615 0.105855 0.094942 -1.458173 0.105820 0.095002 12.125 12.375 38355
12.5 10.646174 0.058944 0.026258 -1.841401 0.058940 0.026219 10.863514 0.131998 0.102530 -1.624061 0.132022 0.102538 12.375 12.625 21182
12.75 10.705433 0.081703 0.025957 -2.032088 0.081602 0.026165 10.924557 0.144623 0.095582 -1.812964 0.144566 0.095591 12.625 12.875 11413
13 10.797122 0.078748 0.024293 -2.190260 0.078648 0.024333 11.015972 0.146447 0.102354 -1.971410 0.146561 0.102354 12.875 13.125 5924
13.25 10.903688 0.076935 0.028965 -2.330562 0.076974 0.028951 11.120255 0.137522 0.100141 -2.113991 0.137490 0.100101 13.125 13.375 2956
13.5 11.004116 0.074020 0.029235 -2.477371 0.074023 0.029234 11.225255 0.137342 0.101223 -2.256230 0.137331 0.101237 13.375 13.625 1407
13.75 11.115220 0.061723 0.033230 -2.617508 0.061727 0.033179 11.342071 0.118021 0.106333 -2.390654 0.118025 0.106331 13.625 13.875 629
14 11.262144 0.046479 0.064518 -2.720137 0.046483 0.064514 11.473701 0.102754 0.117428 -2.508577 0.102755 0.117427 13.875 14.125 237
14.25 11.393084 0.059806 0.062319 -2.810439 0.059806 0.062321 11.607017 0.103860 0.124732 -2.596508 0.103861 0.124732 14.125 14.375 70
14.5 11.486546 0.067988 0.127065 -2.975530 0.067988 0.127065 11.660511 0.096909 0.167532 -2.801565 0.096908 0.167533 14.375 14.625 11
14.75 11.400671 0.316956 0.020349 -3.322815 0.316955 0.020349 11.532595 0.330544 0.070722 -3.190892 0.330544 0.070722 14.625 14.875 2
15 11.648290 0.190672 0.001089 -3.227707 0.190672 0.001090 11.929133 0.224566 0.049180 -2.946864 0.224566 0.049180 14.875 15.125 1
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
