#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.568850 0.571519 0.427128 -7.190729 0.571520 0.427127 1.743662 0.493449 0.436421 -7.015917 0.493451 0.436419 8.625 8.875 34077
9 2.155702 0.468176 0.451410 -6.857387 0.468177 0.451408 2.330430 0.443138 0.426161 -6.682658 0.443140 0.426158 8.875 9.125 55282
9.25 2.938376 0.432615 0.347793 -6.330194 0.432613 0.347794 3.113062 0.374594 0.354715 -6.155510 0.374593 0.354714 9.125 9.375 236417
9.5 4.031734 0.304592 0.214683 -5.494540 0.304592 0.214683 4.206094 0.331056 0.232644 -5.320181 0.331058 0.232643 9.375 9.625 758110
9.75 5.298558 0.242512 0.135697 -4.462189 0.242509 0.135699 5.472907 0.229272 0.181056 -4.287842 0.229273 0.181054 9.625 9.875 2.00433e+06
10 6.313985 0.145410 0.092755 -3.683876 0.145407 0.092751 6.488334 0.158565 0.137623 -3.509527 0.158562 0.137623 9.875 10.125 3.1413e+06
10.25 6.921515 0.097076 0.065964 -3.320678 0.097076 0.065957 7.095855 0.132001 0.108984 -3.146337 0.131984 0.108959 10.125 10.375 2.40517e+06
10.5 7.421356 0.057678 0.037956 -3.070561 0.057660 0.037943 7.595717 0.123760 0.100639 -2.896204 0.123829 0.100583 10.375 10.625 1.53637e+06
10.75 7.917158 0.038091 0.019974 -2.823768 0.038327 0.020009 8.091692 0.110974 0.103333 -2.649232 0.111008 0.103470 10.625 10.875 955946
11 8.424305 0.035209 0.009473 -2.565867 0.035215 0.009440 8.598667 0.103983 0.095908 -2.391513 0.103988 0.095889 10.875 11.125 591962
11.25 8.945465 0.034712 0.002365 -2.293797 0.034677 0.002361 9.120222 0.107518 0.092914 -2.119036 0.107538 0.092924 11.125 11.375 354720
11.5 9.476417 0.032254 0.004346 -2.012433 0.032263 0.004338 9.651194 0.105886 0.093274 -1.837657 0.105893 0.093269 11.375 11.625 210187
11.75 9.955036 0.026618 0.010880 -1.784093 0.026527 0.010904 10.129940 0.098825 0.098179 -1.609189 0.098826 0.098181 11.625 11.875 124322
12 10.327217 0.018332 0.014055 -1.661715 0.018347 0.014056 10.502096 0.096560 0.101499 -1.486838 0.096591 0.101485 11.875 12.125 72720
12.25 10.565291 0.023732 0.010366 -1.674409 0.023764 0.010378 10.739718 0.101303 0.093887 -1.499979 0.101287 0.093886 12.125 12.375 42355
12.5 10.696476 0.040752 0.013105 -1.791475 0.040694 0.013153 10.871348 0.123599 0.087181 -1.616604 0.123585 0.087225 12.375 12.625 24604
12.75 10.790491 0.059869 0.021156 -1.947034 0.059872 0.021110 10.964838 0.125886 0.091382 -1.772686 0.125898 0.091337 12.625 12.875 14354
13 10.902552 0.061336 0.021890 -2.085063 0.061258 0.021900 11.076910 0.131392 0.095231 -1.910706 0.131353 0.095234 12.875 13.125 7976
13.25 11.025438 0.049036 0.021489 -2.211982 0.048938 0.021529 11.199651 0.126893 0.095081 -2.037770 0.126939 0.095084 13.125 13.375 4534
13.5 11.157422 0.036008 0.028166 -2.332208 0.036022 0.028096 11.331855 0.111490 0.102495 -2.157775 0.111539 0.102452 13.375 13.625 2398
13.75 11.290149 0.031721 0.038186 -2.445950 0.031411 0.038185 11.461912 0.107545 0.111796 -2.274188 0.107555 0.111859 13.625 13.875 1267
14 11.416937 0.036253 0.045899 -2.566046 0.036192 0.045797 11.590628 0.108647 0.116333 -2.392349 0.108575 0.116405 13.875 14.125 623
14.25 11.530537 0.042578 0.057750 -2.705427 0.042876 0.058108 11.700937 0.102798 0.125248 -2.535027 0.103238 0.125247 14.125 14.375 302
14.5 11.647915 0.054485 0.060262 -2.818767 0.054489 0.060455 11.831252 0.093369 0.126591 -2.635427 0.093368 0.126594 14.375 14.625 108
14.75 11.766951 0.064430 0.098107 -2.949406 0.064430 0.098107 11.964931 0.096872 0.161873 -2.751426 0.096872 0.161872 14.625 14.875 42
15 11.784273 0.077432 0.067067 -3.159230 0.077431 0.067068 12.049966 0.118076 0.140820 -2.893537 0.118076 0.140819 14.875 15.125 5
15.25 12.225032 0.114814 0.065131 -3.030950 0.114814 0.065132 12.441812 0.143752 0.122871 -2.814170 0.143752 0.122871 15.125 15.375 1
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
