#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.584674 0.516441 0.447013 -7.177525 0.516442 0.447014 1.799425 0.522307 0.460303 -6.962773 0.522306 0.460303 8.625 8.875 29958
9 2.138291 0.449551 0.403659 -6.875567 0.449551 0.403661 2.352778 0.437598 0.427829 -6.661079 0.437597 0.427830 8.875 9.125 53850
9.25 2.909702 0.395325 0.363099 -6.362265 0.395329 0.363098 3.124215 0.389672 0.395373 -6.147750 0.389673 0.395375 9.125 9.375 257139
9.5 3.993980 0.337839 0.309216 -5.536864 0.337840 0.309214 4.208417 0.313652 0.334299 -5.322425 0.313651 0.334301 9.375 9.625 1.04614e+06
9.75 5.178000 0.266427 0.237466 -4.580577 0.266425 0.237469 5.392273 0.251791 0.257823 -4.366301 0.251785 0.257826 9.625 9.875 2.93008e+06
10 6.095496 0.191742 0.159593 -3.899380 0.191754 0.159594 6.309735 0.187361 0.188880 -3.685137 0.187360 0.188877 9.875 10.125 3.86066e+06
10.25 6.703565 0.134562 0.111381 -3.537929 0.134542 0.111408 6.917664 0.141525 0.148428 -3.323827 0.141517 0.148414 10.125 10.375 2.72691e+06
10.5 7.193151 0.090930 0.082660 -3.298446 0.091263 0.082820 7.407595 0.114940 0.134902 -3.084004 0.115099 0.134818 10.375 10.625 1.70595e+06
10.75 7.691863 0.047164 0.055019 -3.048933 0.047207 0.055023 7.906261 0.111121 0.125045 -2.834532 0.110912 0.125079 10.625 10.875 1.05949e+06
11 8.188392 0.022111 0.039414 -2.800682 0.022084 0.039461 8.402699 0.101482 0.124833 -2.586377 0.101450 0.124844 10.875 11.125 639138
11.25 8.713188 0.025040 0.032641 -2.525629 0.024977 0.032642 8.927718 0.117521 0.119556 -2.311098 0.117523 0.119557 11.125 11.375 368388
11.5 9.298619 0.024936 0.030381 -2.189865 0.024904 0.030383 9.513167 0.095213 0.113007 -1.975316 0.095177 0.113028 11.375 11.625 212289
11.75 9.895517 0.015285 0.024596 -1.842554 0.015278 0.024650 10.109754 0.091033 0.113701 -1.628317 0.091036 0.113728 11.625 11.875 122111
12 10.343957 0.012837 0.020654 -1.644555 0.012832 0.020634 10.557950 0.091644 0.115024 -1.430560 0.091603 0.115078 11.875 12.125 69482
12.25 10.566041 0.023005 0.014201 -1.671704 0.022986 0.014168 10.780334 0.106775 0.094320 -1.457412 0.106783 0.094332 12.125 12.375 39293
12.5 10.648588 0.058980 0.024102 -1.839018 0.058986 0.024121 10.862866 0.135732 0.101981 -1.624738 0.135743 0.101986 12.375 12.625 21789
12.75 10.711179 0.080891 0.025458 -2.026578 0.080744 0.025557 10.927024 0.143791 0.098233 -1.810737 0.143722 0.098300 12.625 12.875 11881
13 10.809083 0.074232 0.021707 -2.177945 0.074214 0.021640 11.020931 0.146966 0.100628 -1.966095 0.146943 0.100617 12.875 13.125 6224
13.25 10.914265 0.073400 0.028736 -2.319971 0.073446 0.028550 11.127553 0.138085 0.100194 -2.106682 0.138067 0.100146 13.125 13.375 3172
13.5 11.018867 0.069283 0.024738 -2.465864 0.069254 0.024803 11.233789 0.135578 0.102592 -2.250944 0.135663 0.102547 13.375 13.625 1535
13.75 11.129992 0.056828 0.032482 -2.603472 0.056824 0.032333 11.346983 0.110081 0.104819 -2.386483 0.110079 0.104819 13.625 13.875 696
14 11.268385 0.056557 0.048656 -2.707519 0.056556 0.048653 11.490104 0.114748 0.113132 -2.485798 0.114749 0.113136 13.875 14.125 269
14.25 11.378329 0.068326 0.050611 -2.832578 0.068326 0.050612 11.577817 0.113029 0.114099 -2.633092 0.113027 0.114098 14.125 14.375 95
14.5 11.531771 0.043821 0.132633 -2.938195 0.043820 0.132634 11.759991 0.088991 0.186569 -2.709975 0.088991 0.186569 14.375 14.625 16
14.75 11.439651 0.239925 0.017036 -3.295751 0.239926 0.017036 11.584012 0.252625 0.053704 -3.151388 0.252625 0.053705 14.625 14.875 3
15 11.604056 0.195281 -0.011866 -3.278853 0.195281 -0.011866 11.930274 0.224948 0.036909 -2.952636 0.224948 0.036909 14.875 15.125 1
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
