#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.976866 0.686702 0.533293 -6.785523 0.686700 0.533292 2.138118 0.635166 0.573958 -6.624270 0.635165 0.573958 8.625 8.875 40056
9 2.448192 0.605744 0.520033 -6.564672 0.605743 0.520031 2.609450 0.562270 0.520897 -6.403414 0.562271 0.520896 8.875 9.125 64196
9.25 3.121593 0.522366 0.449355 -6.145355 0.522366 0.449355 3.282555 0.498172 0.428011 -5.984392 0.498170 0.428013 9.125 9.375 260291
9.5 4.126185 0.411493 0.282402 -5.398192 0.411491 0.282400 4.287042 0.378461 0.300297 -5.237336 0.378461 0.300294 9.375 9.625 765692
9.75 5.355999 0.267513 0.154325 -4.404347 0.267514 0.154324 5.516988 0.242414 0.167281 -4.243357 0.242415 0.167280 9.625 9.875 1.93385e+06
10 6.379094 0.157594 0.084360 -3.619146 0.157590 0.084367 6.540004 0.173761 0.128771 -3.458239 0.173759 0.128770 9.875 10.125 3.01756e+06
10.25 6.985011 0.100974 0.055711 -3.257192 0.100972 0.055712 7.145949 0.126072 0.108147 -3.096254 0.126074 0.108140 10.125 10.375 2.3343e+06
10.5 7.484693 0.064326 0.028474 -3.007267 0.064369 0.028402 7.645792 0.121660 0.097382 -2.846167 0.121686 0.097276 10.375 10.625 1.49523e+06
10.75 7.974524 0.048817 0.017402 -2.766343 0.049021 0.017340 8.135599 0.124341 0.092699 -2.605266 0.124173 0.092632 10.625 10.875 930395
11 8.475107 0.044226 0.006357 -2.515206 0.044378 0.006395 8.636268 0.121381 0.093459 -2.354047 0.121510 0.093483 10.875 11.125 575661
11.25 8.980427 0.039741 0.000279 -2.259007 0.039713 0.000270 9.141593 0.118581 0.089815 -2.097837 0.118608 0.089829 11.125 11.375 347894
11.5 9.487787 0.038994 0.003046 -2.001174 0.038996 0.003044 9.648937 0.111238 0.088331 -1.840027 0.111237 0.088330 11.375 11.625 207334
11.75 9.947532 0.031462 0.011747 -1.791754 0.031452 0.011752 10.108982 0.101629 0.095934 -1.630303 0.101602 0.095929 11.625 11.875 122912
12 10.314754 0.024109 0.017139 -1.674188 0.024121 0.017119 10.476183 0.098296 0.101406 -1.512761 0.098318 0.101439 11.875 12.125 72268
12.25 10.562014 0.025228 0.014133 -1.677604 0.025199 0.014153 10.723618 0.098310 0.095761 -1.516003 0.098270 0.095768 12.125 12.375 42183
12.5 10.707932 0.038875 0.013345 -1.780423 0.038825 0.013380 10.869424 0.122061 0.093719 -1.618929 0.122030 0.093758 12.375 12.625 24812
12.75 10.812357 0.051587 0.019674 -1.925234 0.051525 0.019725 10.973571 0.125447 0.087423 -1.764015 0.125426 0.087411 12.625 12.875 14420
13 10.930699 0.052507 0.020100 -2.057691 0.052455 0.020070 11.093370 0.132616 0.095963 -1.895021 0.132599 0.095956 12.875 13.125 8188
13.25 11.056248 0.040357 0.023406 -2.181087 0.040355 0.023379 11.219447 0.115845 0.092525 -2.017894 0.115884 0.092521 13.125 13.375 4577
13.5 11.192345 0.033126 0.031997 -2.293645 0.033137 0.031976 11.355734 0.111620 0.097002 -2.130257 0.111556 0.097044 13.375 13.625 2509
13.75 11.321110 0.033904 0.036763 -2.413854 0.033943 0.036761 11.483659 0.112042 0.107814 -2.251304 0.111771 0.108038 13.625 13.875 1391
14 11.448368 0.035602 0.046824 -2.536175 0.035372 0.046819 11.612892 0.110857 0.110405 -2.371650 0.110858 0.110408 13.875 14.125 684
14.25 11.566458 0.040281 0.064077 -2.665955 0.039999 0.064275 11.723086 0.095037 0.134279 -2.509326 0.095039 0.134290 14.125 14.375 350
14.5 11.723435 0.043433 0.066767 -2.755020 0.043434 0.066768 11.882751 0.096906 0.138452 -2.595706 0.096909 0.138449 14.375 14.625 133
14.75 11.856401 0.061810 0.088523 -2.874400 0.061809 0.088523 12.010316 0.100060 0.167173 -2.720487 0.100062 0.167169 14.625 14.875 60
15 11.770935 0.059318 0.077785 -3.143787 0.059317 0.077784 11.932877 0.098059 0.158559 -2.981845 0.098057 0.158558 14.875 15.125 7
15.25 12.219297 0.115622 0.079397 -3.021505 0.115622 0.079397 12.392427 0.161385 0.124121 -2.848375 0.161385 0.124121 15.125 15.375 2
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
