#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.547944 0.522294 0.413418 -7.213784 0.522296 0.413415 1.755523 0.523968 0.418257 -7.006204 0.523968 0.418255 8.625 8.875 28639
9 2.128613 0.454065 0.369763 -6.885307 0.454062 0.369764 2.337248 0.430029 0.392493 -6.676674 0.430028 0.392493 8.875 9.125 50771
9.25 2.908511 0.401433 0.330150 -6.363543 0.401433 0.330151 3.117072 0.418608 0.357571 -6.154983 0.418611 0.357572 9.125 9.375 242504
9.5 3.988780 0.338332 0.290135 -5.541232 0.338334 0.290135 4.197324 0.318184 0.315154 -5.332688 0.318183 0.315153 9.375 9.625 943158
9.75 5.198441 0.263176 0.230124 -4.561378 0.263179 0.230118 5.406882 0.246136 0.261718 -4.352927 0.246129 0.261724 9.625 9.875 2.68667e+06
10 6.129403 0.174119 0.161720 -3.866026 0.174117 0.161722 6.337879 0.172371 0.193905 -3.657551 0.172365 0.193900 9.875 10.125 3.73834e+06
10.25 6.736861 0.126886 0.111016 -3.504740 0.126927 0.111014 6.945429 0.139412 0.150780 -3.296172 0.139428 0.150768 10.125 10.375 2.67676e+06
10.5 7.228919 0.078917 0.076549 -3.262734 0.078942 0.076491 7.437686 0.123948 0.134795 -3.053968 0.124079 0.134760 10.375 10.625 1.67938e+06
10.75 7.729386 0.036215 0.050164 -3.011477 0.036503 0.050173 7.938036 0.104904 0.126614 -2.802829 0.105150 0.126620 10.625 10.875 1.04230e+06
11 8.230094 0.023524 0.037914 -2.759202 0.023526 0.037900 8.438806 0.109964 0.122957 -2.550491 0.109942 0.122959 10.875 11.125 634854
11.25 8.763754 0.026848 0.032743 -2.475176 0.026749 0.032710 8.972239 0.113268 0.119329 -2.266690 0.113209 0.119307 11.125 11.375 367926
11.5 9.356319 0.022909 0.030146 -2.132283 0.022896 0.030141 9.564981 0.093198 0.112074 -1.923622 0.093206 0.112061 11.375 11.625 213826
11.75 9.935883 0.013316 0.024632 -1.802761 0.013316 0.024601 10.144119 0.089898 0.116160 -1.594527 0.089917 0.116171 11.625 11.875 123420
12 10.356594 0.008539 0.019585 -1.632043 0.008563 0.019567 10.565259 0.084056 0.110788 -1.423382 0.084047 0.110769 11.875 12.125 70925
12.25 10.570805 0.020041 0.013103 -1.667651 0.020038 0.013105 10.779938 0.105869 0.095286 -1.458518 0.105913 0.095387 12.125 12.375 40473
12.5 10.654964 0.058573 0.022130 -1.832945 0.058527 0.022114 10.864665 0.131866 0.095431 -1.623242 0.131874 0.095398 12.375 12.625 22503
12.75 10.725219 0.078864 0.024150 -2.011881 0.078845 0.024160 10.933614 0.141362 0.097985 -1.803486 0.141363 0.097999 12.625 12.875 12545
13 10.819592 0.072161 0.021639 -2.166463 0.072095 0.021608 11.029627 0.137034 0.099957 -1.956425 0.137014 0.100107 12.875 13.125 6748
13.25 10.933407 0.067389 0.024356 -2.302849 0.067523 0.024188 11.141235 0.127166 0.106395 -2.095021 0.127181 0.106290 13.125 13.375 3511
13.5 11.037628 0.061904 0.024864 -2.449482 0.061813 0.024899 11.246124 0.129511 0.102253 -2.240987 0.129513 0.102352 13.375 13.625 1728
13.75 11.161295 0.051220 0.029547 -2.574246 0.051044 0.029539 11.371791 0.109883 0.105716 -2.363747 0.109887 0.105800 13.625 13.875 814
14 11.300006 0.052453 0.047594 -2.673422 0.052454 0.047593 11.503595 0.105752 0.109743 -2.469834 0.105754 0.109743 13.875 14.125 344
14.25 11.421865 0.052817 0.070325 -2.801177 0.052816 0.070327 11.618886 0.096165 0.126637 -2.604158 0.096168 0.126635 14.125 14.375 126
14.5 11.562406 0.051710 0.109942 -2.920248 0.051710 0.109942 11.762744 0.097896 0.151608 -2.719910 0.097896 0.151608 14.375 14.625 29
14.75 11.471279 0.149617 0.074700 -3.226125 0.149618 0.074701 11.724385 0.170380 0.114942 -2.973017 0.170379 0.114943 14.625 14.875 3
15 11.905739 0.141584 0.067493 -3.017817 0.141585 0.067493 12.026352 0.180872 0.092249 -2.897204 0.180872 0.092249 14.875 15.125 2
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
