#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 3.043126 0.377542 0.252567 -5.718242 0.377541 0.252570 3.308319 0.304444 0.214117 -5.453049 0.304442 0.214119 8.625 8.875 303854
9 3.618125 0.357889 0.230505 -5.392266 0.357893 0.230501 3.883145 0.280546 0.200937 -5.127244 0.280546 0.200939 8.875 9.125 482128
9.25 4.170341 0.317613 0.221821 -5.088582 0.317611 0.221819 4.436042 0.252996 0.191504 -4.822884 0.252999 0.191503 9.125 9.375 1.38594e+06
9.5 4.892864 0.270731 0.194350 -4.621774 0.270730 0.194355 5.158500 0.207802 0.174471 -4.356138 0.207802 0.174471 9.375 9.625 2.82533e+06
9.75 5.718167 0.229551 0.156512 -4.022642 0.229550 0.156507 5.983850 0.169909 0.142668 -3.756962 0.169911 0.142664 9.625 9.875 3.03566e+06
10 6.361885 0.182328 0.129043 -3.623590 0.182468 0.129027 6.627216 0.138193 0.125294 -3.358257 0.138186 0.125271 9.875 10.125 2.04412e+06
10.25 6.865607 0.157777 0.117470 -3.372029 0.157942 0.117351 7.130710 0.123555 0.112704 -3.106927 0.123540 0.112706 10.125 10.375 1.10244e+06
10.5 7.321071 0.126333 0.095766 -3.164879 0.126261 0.095833 7.586863 0.114390 0.099080 -2.899087 0.114372 0.099076 10.375 10.625 537575
10.75 7.790324 0.089382 0.082223 -2.944532 0.089384 0.082232 8.056753 0.119212 0.101190 -2.678104 0.119222 0.101183 10.625 10.875 250387
11 8.264553 0.066763 0.071917 -2.717879 0.066759 0.071914 8.530172 0.110650 0.116763 -2.452261 0.110656 0.116755 10.875 11.125 110839
11.25 8.729134 0.056828 0.067173 -2.501859 0.056812 0.067179 8.996361 0.107971 0.130844 -2.234632 0.107961 0.130837 11.125 11.375 45652
11.5 9.197133 0.052300 0.074794 -2.281678 0.052287 0.074797 9.463667 0.112262 0.140599 -2.015143 0.112239 0.140589 11.375 11.625 17481
11.75 9.663919 0.044111 0.097857 -2.062284 0.044114 0.097856 9.932346 0.118184 0.163710 -1.793855 0.118184 0.163706 11.625 11.875 5991
12 10.089607 0.044961 0.119162 -1.885254 0.044960 0.119158 10.366589 0.116901 0.185472 -1.608276 0.116904 0.185468 11.875 12.125 1773
12.25 10.462266 0.062736 0.134851 -1.756163 0.062737 0.134850 10.727051 0.110343 0.190021 -1.491376 0.110337 0.190024 12.125 12.375 457
12.5 10.740175 0.094668 0.209129 -1.721784 0.094669 0.209126 10.968142 0.142378 0.235385 -1.493816 0.142379 0.235389 12.375 12.625 107
12.75 10.764998 0.255042 0.333388 -1.926896 0.255043 0.333388 11.077138 0.236118 0.323298 -1.614757 0.236117 0.323297 12.625 12.875 16
13 10.133796 0.333927 0.325934 -2.790361 0.333927 0.325934 10.837565 0.317766 0.357623 -2.086592 0.317768 0.357623 12.875 13.125 3
13.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.125 13.375 0
13.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.375 13.625 0
13.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.625 13.875 0
14 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 13.875 14.125 0
14.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.125 14.375 0
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
