#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.747427 0.478269 0.453920 -7.014186 0.478270 0.453920 1.980150 0.465263 0.431904 -6.781462 0.465266 0.431905 8.625 8.875 55256
9 2.287905 0.429810 0.428277 -6.725660 0.429811 0.428280 2.520555 0.399172 0.416169 -6.493009 0.399170 0.416172 8.875 9.125 97734
9.25 3.029314 0.382884 0.376406 -6.241564 0.382885 0.376403 3.261863 0.368325 0.371477 -6.009014 0.368328 0.371474 9.125 9.375 443079
9.5 4.081808 0.324126 0.289695 -5.446814 0.324123 0.289695 4.314196 0.312011 0.301304 -5.214427 0.312009 0.301306 9.375 9.625 1.68428e+06
9.75 5.168420 0.253101 0.211622 -4.585146 0.253102 0.211622 5.400766 0.239061 0.224654 -4.352798 0.239058 0.224657 9.625 9.875 3.8473e+06
10 6.017500 0.191871 0.144454 -3.975402 0.191865 0.144456 6.249833 0.180993 0.167958 -3.743070 0.180984 0.167957 9.875 10.125 4.16282e+06
10.25 6.616978 0.153202 0.115663 -3.624142 0.153194 0.115606 6.849209 0.156761 0.131840 -3.391908 0.156746 0.131625 10.125 10.375 2.82702e+06
10.5 7.110677 0.108303 0.088596 -3.381211 0.108286 0.088611 7.342905 0.125520 0.124179 -3.148985 0.125602 0.124059 10.375 10.625 1.76112e+06
10.75 7.594418 0.066766 0.062940 -3.145648 0.066745 0.062855 7.826586 0.101485 0.115558 -2.913475 0.101488 0.115530 10.625 10.875 1.08561e+06
11 8.078321 0.029289 0.042103 -2.910039 0.029277 0.042093 8.310586 0.100416 0.122426 -2.677771 0.100386 0.122406 10.875 11.125 622915
11.25 8.569823 0.019240 0.032804 -2.668209 0.019147 0.032828 8.801927 0.096390 0.122714 -2.436104 0.096371 0.122760 11.125 11.375 349507
11.5 9.089677 0.020747 0.026743 -2.398185 0.020643 0.026726 9.322177 0.098401 0.119097 -2.165685 0.098356 0.119129 11.375 11.625 195414
11.75 9.665785 0.025474 0.028860 -2.071972 0.025344 0.028861 9.898343 0.095801 0.110393 -1.839414 0.095799 0.110394 11.625 11.875 108408
12 10.190930 0.028255 0.021918 -1.796099 0.028236 0.021951 10.422968 0.102005 0.103892 -1.564061 0.101972 0.103920 11.875 12.125 59297
12.25 10.510337 0.030978 0.016171 -1.726774 0.030997 0.016167 10.741878 0.094611 0.100150 -1.495234 0.094643 0.100141 12.125 12.375 31839
12.5 10.632874 0.056688 0.031814 -1.854255 0.056708 0.031783 10.866669 0.125016 0.104447 -1.620457 0.125010 0.104445 12.375 12.625 16467
12.75 10.698936 0.095161 0.038033 -2.036720 0.095156 0.038007 10.931528 0.147267 0.106320 -1.804128 0.147272 0.106322 12.625 12.875 8345
13 10.776444 0.107664 0.038159 -2.207266 0.107648 0.038161 11.007631 0.156796 0.105348 -1.976082 0.156795 0.105355 12.875 13.125 3959
13.25 10.889902 0.107986 0.044153 -2.339712 0.107779 0.044325 11.120667 0.160612 0.113811 -2.108947 0.160610 0.114016 13.125 13.375 1762
13.5 10.971732 0.100637 0.048256 -2.508081 0.100608 0.048285 11.202524 0.149374 0.118123 -2.277289 0.149369 0.118154 13.375 13.625 722
13.75 11.101410 0.098715 0.050888 -2.631254 0.098718 0.050884 11.330570 0.151151 0.117734 -2.402091 0.151266 0.117735 13.625 13.875 264
14 11.211219 0.069971 0.058289 -2.758555 0.069970 0.058289 11.454725 0.112557 0.125674 -2.515048 0.112556 0.125675 13.875 14.125 65
14.25 11.136509 0.154040 0.030852 -3.096166 0.154041 0.030851 11.384746 0.175714 0.073065 -2.847928 0.175715 0.073064 14.125 14.375 12
14.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.375 14.625 0
14.75 11.070058 0.401330 0.093641 -3.576433 0.401331 0.093641 11.285122 0.416339 0.145637 -3.361368 0.416339 0.145636 14.625 14.875 1
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
