#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.590601 0.661326 0.484946 -7.166327 0.661327 0.484945 1.758816 0.608088 0.530259 -6.998111 0.608087 0.530263 8.625 8.875 46464
9 2.182600 0.542476 0.455352 -6.829872 0.542476 0.455350 2.350907 0.509639 0.488525 -6.661565 0.509639 0.488526 8.875 9.125 67624
9.25 2.953315 0.474761 0.390041 -6.313350 0.474763 0.390040 3.121106 0.447120 0.414432 -6.145557 0.447118 0.414432 9.125 9.375 266320
9.5 4.048764 0.382504 0.262877 -5.475559 0.382501 0.262881 4.216469 0.336246 0.262137 -5.307857 0.336246 0.262134 9.375 9.625 776510
9.75 5.324176 0.226763 0.149511 -4.436263 0.226761 0.149512 5.491805 0.219985 0.164003 -4.268637 0.219986 0.164001 9.625 9.875 1.96707e+06
10 6.347074 0.148225 0.089884 -3.651001 0.148225 0.089886 6.514670 0.167417 0.126063 -3.483411 0.167421 0.126058 9.875 10.125 3.07243e+06
10.25 6.953757 0.102405 0.056956 -3.288491 0.102418 0.056962 7.121424 0.131952 0.104858 -3.120824 0.131953 0.104833 10.125 10.375 2.36829e+06
10.5 7.453889 0.060840 0.035661 -3.038064 0.060878 0.035640 7.621615 0.123123 0.098071 -2.870340 0.123113 0.097999 10.375 10.625 1.51569e+06
10.75 7.946579 0.044053 0.016201 -2.794327 0.044158 0.016093 8.114291 0.114638 0.098046 -2.626613 0.114672 0.097831 10.625 10.875 943480
11 8.450850 0.039926 0.007704 -2.539418 0.040015 0.007728 8.618805 0.112187 0.096552 -2.371461 0.112106 0.096563 10.875 11.125 583934
11.25 8.964028 0.039662 0.000374 -2.275350 0.039628 0.000342 9.131893 0.111474 0.090885 -2.107484 0.111504 0.090909 11.125 11.375 351743
11.5 9.482984 0.035661 0.004095 -2.006006 0.035636 0.004099 9.650784 0.107139 0.092682 -1.838208 0.107147 0.092692 11.375 11.625 208891
11.75 9.951265 0.028928 0.011403 -1.788029 0.028921 0.011407 10.119532 0.102137 0.096326 -1.619767 0.102140 0.096398 11.625 11.875 123819
12 10.320452 0.019557 0.015284 -1.668505 0.019585 0.015296 10.488557 0.098246 0.102654 -1.500406 0.098248 0.102633 11.875 12.125 72549
12.25 10.564340 0.024710 0.011181 -1.675414 0.024711 0.011194 10.732024 0.098072 0.094790 -1.507729 0.098054 0.094794 12.125 12.375 42332
12.5 10.701730 0.040494 0.012909 -1.786482 0.040502 0.012918 10.869991 0.123890 0.090899 -1.618221 0.123877 0.090889 12.375 12.625 24775
12.75 10.799267 0.055575 0.019333 -1.938446 0.055472 0.019312 10.967762 0.126164 0.088460 -1.769950 0.126161 0.088439 12.625 12.875 14427
13 10.917391 0.056821 0.020682 -2.070840 0.056658 0.020746 11.085252 0.131680 0.096061 -1.902983 0.131663 0.096018 12.875 13.125 8114
13.25 11.040376 0.045561 0.023705 -2.198000 0.045589 0.023684 11.208665 0.123516 0.094528 -2.029713 0.123594 0.094508 13.125 13.375 4572
13.5 11.173049 0.035216 0.028328 -2.316100 0.035142 0.028509 11.342677 0.112374 0.101562 -2.146475 0.112332 0.101983 13.375 13.625 2473
13.75 11.303282 0.035141 0.033893 -2.433720 0.035139 0.033896 11.471345 0.110698 0.108310 -2.265660 0.110696 0.108309 13.625 13.875 1325
14 11.432843 0.037120 0.044728 -2.551729 0.036905 0.045045 11.603849 0.113000 0.115466 -2.380724 0.112966 0.115710 13.875 14.125 645
14.25 11.545276 0.040029 0.063260 -2.688728 0.040024 0.063559 11.714544 0.100716 0.133422 -2.519464 0.100715 0.133420 14.125 14.375 324
14.5 11.680791 0.049993 0.062486 -2.797035 0.049996 0.062486 11.846343 0.093753 0.128146 -2.631480 0.093750 0.128726 14.375 14.625 131
14.75 11.835903 0.065701 0.091982 -2.898739 0.065705 0.091980 12.018880 0.098773 0.169383 -2.715762 0.098773 0.169380 14.625 14.875 46
15 11.684817 0.070447 0.090141 -3.225271 0.070447 0.090142 11.850537 0.100664 0.153451 -3.059550 0.100662 0.153452 14.875 15.125 6
15.25 12.168814 0.120945 0.075409 -3.045287 0.120945 0.075409 12.363379 0.166314 0.121840 -2.850722 0.166314 0.121840 15.125 15.375 2
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
