#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.612188 0.514889 0.452243 -7.150433 0.514890 0.452242 1.831267 0.508443 0.474469 -6.931355 0.508444 0.474466 8.625 8.875 32671
9 2.158506 0.433390 0.434560 -6.855267 0.433393 0.434561 2.377783 0.399880 0.435913 -6.635988 0.399880 0.435912 8.875 9.125 59068
9.25 2.923068 0.400767 0.355719 -6.349167 0.400765 0.355721 3.142625 0.359681 0.388623 -6.129612 0.359684 0.388621 9.125 9.375 285020
9.5 4.002715 0.331774 0.304809 -5.528220 0.331775 0.304806 4.221886 0.313008 0.331202 -5.309048 0.313006 0.331203 9.375 9.625 1.17988e+06
9.75 5.161419 0.264451 0.234270 -4.595738 0.264455 0.234271 5.380771 0.252429 0.257793 -4.376384 0.252429 0.257794 9.625 9.875 3.17075e+06
10 6.066732 0.192602 0.160628 -3.927644 0.192610 0.160630 6.286016 0.184623 0.186968 -3.708361 0.184624 0.186971 9.875 10.125 3.9652e+06
10.25 6.674311 0.141099 0.114287 -3.567083 0.141068 0.114288 6.893670 0.145952 0.147455 -3.347724 0.145974 0.147486 10.125 10.375 2.76988e+06
10.5 7.164468 0.096387 0.080661 -3.327207 0.096524 0.080769 7.383765 0.118106 0.132763 -3.107907 0.118202 0.132667 10.375 10.625 1.72945e+06
10.75 7.660173 0.054281 0.058784 -3.080569 0.054446 0.058788 7.879435 0.114931 0.122944 -2.861308 0.114989 0.122867 10.625 10.875 1.07337e+06
11 8.152902 0.024649 0.040772 -2.836022 0.024650 0.040771 8.372406 0.102767 0.125360 -2.616513 0.102760 0.125392 10.875 11.125 639634
11.25 8.666805 0.023431 0.033407 -2.571813 0.023400 0.033368 8.886290 0.116767 0.118789 -2.352324 0.116763 0.118790 11.125 11.375 366819
11.5 9.239506 0.028984 0.030807 -2.248933 0.028939 0.030807 9.458961 0.099445 0.112222 -2.029478 0.099444 0.112274 11.375 11.625 209955
11.75 9.846393 0.017469 0.027223 -1.891634 0.017459 0.027203 10.066177 0.090343 0.110722 -1.671853 0.090346 0.110768 11.625 11.875 119738
12 10.320423 0.016192 0.020323 -1.668067 0.016098 0.020280 10.540617 0.091548 0.109429 -1.447872 0.091454 0.109415 11.875 12.125 67663
12.25 10.558355 0.023337 0.014439 -1.679316 0.023369 0.014423 10.778096 0.104949 0.094366 -1.459575 0.104957 0.094355 12.125 12.375 37800
12.5 10.642942 0.060149 0.026417 -1.844478 0.060153 0.026400 10.862826 0.134066 0.104890 -1.624596 0.134080 0.104859 12.375 12.625 20755
12.75 10.701821 0.080688 0.029391 -2.035006 0.080706 0.029444 10.923589 0.144475 0.097383 -1.813236 0.144450 0.097414 12.625 12.875 11084
13 10.789971 0.083095 0.023932 -2.196550 0.083096 0.023999 11.012069 0.145330 0.100443 -1.974451 0.145304 0.100473 12.875 13.125 5735
13.25 10.896391 0.076938 0.032507 -2.338904 0.076958 0.032493 11.117037 0.138881 0.102961 -2.118259 0.138876 0.102903 13.125 13.375 2854
13.5 11.006433 0.077862 0.028265 -2.476678 0.077863 0.028157 11.223108 0.140729 0.096479 -2.260002 0.140733 0.096478 13.375 13.625 1297
13.75 11.104420 0.066661 0.036705 -2.625921 0.066663 0.036708 11.329896 0.131016 0.106618 -2.400443 0.131018 0.106621 13.625 13.875 598
14 11.253543 0.051091 0.064048 -2.730687 0.051089 0.064050 11.466501 0.106050 0.116325 -2.517726 0.106041 0.116333 13.875 14.125 213
14.25 11.379312 0.061710 0.072684 -2.822784 0.061713 0.072682 11.608028 0.109829 0.127852 -2.594064 0.109828 0.127854 14.125 14.375 54
14.5 11.405073 0.100086 0.110325 -3.050020 0.100087 0.110325 11.586045 0.127955 0.141813 -2.869048 0.127955 0.141813 14.375 14.625 10
14.75 11.513222 0.170255 0.113569 -3.313039 0.170254 0.113570 11.795023 0.195290 0.125813 -3.031240 0.195290 0.125813 14.625 14.875 2
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
