#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.574544 0.475795 0.385608 -7.185264 0.475795 0.385610 1.752463 0.453360 0.386741 -7.007345 0.453358 0.386739 8.625 8.875 30417
9 2.154951 0.457561 0.408891 -6.858036 0.457562 0.408891 2.332813 0.400914 0.402461 -6.680171 0.400911 0.402460 8.875 9.125 51084
9.25 2.943329 0.369573 0.329095 -6.326005 0.369574 0.329095 3.121526 0.339161 0.315992 -6.147809 0.339161 0.315990 9.125 9.375 224845
9.5 4.023033 0.271922 0.207277 -5.504033 0.271923 0.207276 4.201294 0.307335 0.223410 -5.325772 0.307337 0.223408 9.375 9.625 755230
9.75 5.285644 0.227692 0.135769 -4.475270 0.227693 0.135770 5.463779 0.224389 0.177637 -4.297136 0.224390 0.177639 9.625 9.875 2.03313e+06
10 6.294502 0.143006 0.098493 -3.703173 0.143011 0.098487 6.472689 0.158793 0.137107 -3.524983 0.158795 0.137105 9.875 10.125 3.19048e+06
10.25 6.902273 0.103334 0.066796 -3.339870 0.103349 0.066787 7.080518 0.136702 0.116004 -3.161622 0.136708 0.116006 10.125 10.375 2.42942e+06
10.5 7.401989 0.060571 0.039559 -3.089887 0.060573 0.039576 7.580084 0.116422 0.101347 -2.911795 0.116361 0.101287 10.375 10.625 1.54951e+06
10.75 7.899440 0.033254 0.022146 -2.841522 0.033303 0.022133 8.077757 0.108384 0.103338 -2.663208 0.108421 0.103335 10.625 10.875 964034
11 8.407719 0.032889 0.012215 -2.582425 0.032906 0.012205 8.586114 0.104655 0.097783 -2.404025 0.104688 0.097572 10.875 11.125 596300
11.25 8.933237 0.035042 0.004144 -2.305896 0.035041 0.004175 9.111636 0.104590 0.095443 -2.127497 0.104587 0.095465 11.125 11.375 356563
11.5 9.472463 0.031837 0.005855 -2.016249 0.031809 0.005925 9.650816 0.107537 0.098280 -1.837894 0.107522 0.098301 11.375 11.625 210927
11.75 9.957687 0.024673 0.011065 -1.781371 0.024659 0.011065 10.136441 0.099197 0.098835 -1.602617 0.099197 0.098861 11.625 11.875 124575
12 10.332081 0.017934 0.013914 -1.656887 0.017939 0.013914 10.510446 0.094666 0.101212 -1.478522 0.094691 0.101192 11.875 12.125 72834
12.25 10.566174 0.022324 0.009830 -1.673707 0.022344 0.009812 10.744783 0.103040 0.092621 -1.495101 0.103053 0.092590 12.125 12.375 42254
12.5 10.692728 0.041636 0.013691 -1.795376 0.041583 0.013721 10.871978 0.123283 0.088775 -1.616128 0.123300 0.088854 12.375 12.625 24514
12.75 10.783747 0.062450 0.021935 -1.953357 0.062451 0.021974 10.963095 0.126818 0.092025 -1.774006 0.126811 0.092008 12.625 12.875 14206
13 10.894566 0.061105 0.021138 -2.092515 0.061071 0.021125 11.073794 0.130474 0.097011 -1.913291 0.130474 0.096962 12.875 13.125 7938
13.25 11.016995 0.050825 0.022947 -2.219140 0.050992 0.023029 11.194779 0.125613 0.094609 -2.041358 0.125598 0.094566 13.125 13.375 4458
13.5 11.142374 0.038076 0.028551 -2.346883 0.037889 0.028547 11.321773 0.113100 0.100485 -2.167479 0.113120 0.100699 13.375 13.625 2398
13.75 11.275635 0.033351 0.034502 -2.462144 0.033609 0.034295 11.455484 0.108824 0.110187 -2.282295 0.108811 0.110290 13.625 13.875 1223
14 11.403064 0.035313 0.046328 -2.581002 0.035181 0.046263 11.580726 0.108438 0.116129 -2.403340 0.108436 0.116146 13.875 14.125 600
14.25 11.525788 0.040678 0.059405 -2.710290 0.040880 0.059764 11.705275 0.103690 0.129040 -2.530805 0.103863 0.128919 14.125 14.375 284
14.5 11.623102 0.057525 0.061255 -2.835594 0.057525 0.061255 11.807113 0.094475 0.125527 -2.651581 0.094474 0.125528 14.375 14.625 99
14.75 11.775796 0.075995 0.084760 -2.942436 0.075995 0.084762 11.945296 0.106198 0.150272 -2.772938 0.106199 0.150271 14.625 14.875 39
15 11.925443 0.061749 0.110725 -3.053507 0.061749 0.110723 12.087367 0.105911 0.157108 -2.891582 0.105912 0.157109 14.875 15.125 3
15.25 12.149129 0.119897 0.074288 -3.095731 0.119897 0.074288 12.400916 0.143971 0.139759 -2.843943 0.143972 0.139758 15.125 15.375 1
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
