#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.716130 0.473273 0.463016 -7.045416 0.473271 0.463017 1.945642 0.484308 0.434876 -6.815905 0.484306 0.434876 8.625 8.875 48537
9 2.250455 0.430681 0.433162 -6.763302 0.430681 0.433163 2.480747 0.393486 0.427637 -6.533012 0.393487 0.427637 8.875 9.125 86920
9.25 2.994694 0.395423 0.387845 -6.276416 0.395422 0.387847 3.224681 0.360169 0.380705 -6.046430 0.360169 0.380705 9.125 9.375 402238
9.5 4.057365 0.317920 0.286810 -5.471793 0.317919 0.286808 4.287265 0.313323 0.308516 -5.241895 0.313326 0.308512 9.375 9.625 1.56396e+06
9.75 5.161690 0.258770 0.216697 -4.592687 0.258770 0.216696 5.391512 0.243609 0.235504 -4.362863 0.243608 0.235511 9.625 9.875 3.69728e+06
10 6.023966 0.189392 0.153815 -3.969294 0.189396 0.153812 6.253696 0.182188 0.173613 -3.739565 0.182184 0.173611 9.875 10.125 4.13501e+06
10.25 6.625741 0.144012 0.109735 -3.615404 0.144066 0.109651 6.855325 0.155568 0.135748 -3.385821 0.155574 0.135710 10.125 10.375 2.8254e+06
10.5 7.118845 0.103132 0.086206 -3.373018 0.103313 0.086338 7.348375 0.124181 0.123525 -3.143486 0.124143 0.123594 10.375 10.625 1.75961e+06
10.75 7.605093 0.066720 0.063109 -3.135179 0.066848 0.063111 7.834913 0.106605 0.120316 -2.905356 0.106631 0.120273 10.625 10.875 1.08813e+06
11 8.091010 0.028749 0.039088 -2.897534 0.028754 0.039075 8.320503 0.097439 0.120911 -2.668039 0.097371 0.120899 10.875 11.125 629779
11.25 8.586342 0.019523 0.033293 -2.651915 0.019503 0.033283 8.816019 0.100772 0.122796 -2.422237 0.100750 0.122900 11.125 11.375 354797
11.5 9.117921 0.023733 0.028643 -2.370075 0.023732 0.028661 9.347342 0.098596 0.116234 -2.140654 0.098585 0.116288 11.375 11.625 199874
11.75 9.706020 0.024477 0.028189 -2.031702 0.024462 0.028185 9.935863 0.090188 0.106968 -1.801854 0.090163 0.107062 11.625 11.875 111460
12 10.224698 0.024520 0.020621 -1.762714 0.024500 0.020632 10.454322 0.097267 0.105688 -1.533091 0.097236 0.105737 11.875 12.125 61709
12.25 10.525247 0.028020 0.014953 -1.711845 0.028003 0.014943 10.754807 0.097652 0.097940 -1.482282 0.097655 0.097942 12.125 12.375 33202
12.5 10.634786 0.057933 0.029198 -1.851755 0.057941 0.029200 10.865640 0.123433 0.105103 -1.620903 0.123443 0.105101 12.375 12.625 17707
12.75 10.699059 0.091083 0.036528 -2.036572 0.091136 0.036526 10.928922 0.146279 0.100209 -1.806707 0.146338 0.100210 12.625 12.875 8912
13 10.773660 0.103952 0.032526 -2.209520 0.103784 0.032559 11.003916 0.152644 0.103682 -1.979262 0.152625 0.103770 12.875 13.125 4395
13.25 10.876059 0.101753 0.041689 -2.355136 0.101783 0.041692 11.107525 0.153476 0.107590 -2.123670 0.153353 0.107582 13.125 13.375 2031
13.5 10.988527 0.100087 0.042876 -2.495162 0.100079 0.042888 11.211117 0.151462 0.116447 -2.272570 0.151447 0.116458 13.375 13.625 844
13.75 11.095179 0.094857 0.046684 -2.633923 0.094858 0.046684 11.320052 0.149603 0.117025 -2.409048 0.149859 0.116768 13.625 13.875 306
14 11.230073 0.074496 0.048329 -2.737935 0.074496 0.048328 11.467449 0.119945 0.111349 -2.500558 0.119944 0.111347 13.875 14.125 100
14.25 11.287592 0.096744 0.053317 -2.935583 0.096743 0.053319 11.486137 0.137066 0.110944 -2.737038 0.137068 0.110945 14.125 14.375 16
14.5 11.114936 0.150971 0.053383 -3.306278 0.150972 0.053382 11.395035 0.184953 0.087943 -3.026178 0.184952 0.087943 14.375 14.625 2
14.75 11.038382 0.455878 0.024575 -3.661482 0.455878 0.024575 11.304483 0.465246 0.020502 -3.395380 0.465246 0.020502 14.625 14.875 1
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
