#Stellar mass averages in bins of peak halo mass.
#Log_SM: Average of Log_10(Observed SM/Msun) in each bin.
#Log_SMHM: Average of Log_10(Observed SM/HM) in each bin.
#Log_True_SM: Average of Log_10(True SM/Msun) in each bin.
#Log_True_SMHM: Average of Log_10(True SM/HM) in each bin.
#Bestfit_Halo_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM_Center)(0) Log_SM(1) Err+(2) Err-(3) Log_SMHM(4) Err+(5) Err-(6) Log_True_SM(7) Err+(8) Err-(9) Log_True_SMHM(10) Err+(11) Err-(12) HM_Left_Edge(13) HM_Right_Edge(14) Bestfit_Halo_Counts(15) 
8 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.875 8.125 0
8.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.125 8.375 0
8.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 8.375 8.625 0
8.75 1.781332 0.468624 0.427593 -6.980666 0.468625 0.427594 2.015585 0.476594 0.421091 -6.746414 0.476596 0.421090 8.625 8.875 60455
9 2.318320 0.429073 0.421064 -6.695141 0.429072 0.421065 2.552522 0.400455 0.405582 -6.460939 0.400457 0.405579 8.875 9.125 107459
9.25 3.056377 0.370656 0.363899 -6.213968 0.370657 0.363897 3.290287 0.354637 0.355562 -5.980058 0.354638 0.355564 9.125 9.375 477562
9.5 4.101126 0.317369 0.275038 -5.427089 0.317371 0.275036 4.335534 0.308710 0.293856 -5.192679 0.308711 0.293854 9.375 9.625 1.78273e+06
9.75 5.175951 0.247808 0.203352 -4.577045 0.247808 0.203350 5.410111 0.242617 0.213513 -4.342889 0.242621 0.213511 9.625 9.875 3.96509e+06
10 6.014491 0.192295 0.146837 -3.978125 0.192303 0.146835 6.248895 0.180905 0.161395 -3.743721 0.180916 0.161394 9.875 10.125 4.17596e+06
10.25 6.611632 0.155180 0.110425 -3.629460 0.155172 0.110328 6.845860 0.151275 0.132465 -3.395232 0.151437 0.132422 10.125 10.375 2.82301e+06
10.5 7.106011 0.109956 0.091322 -3.385890 0.109693 0.091337 7.340114 0.120241 0.122219 -3.151793 0.120268 0.122094 10.375 10.625 1.75975e+06
10.75 7.587210 0.070425 0.066600 -3.152691 0.070420 0.066591 7.821192 0.100240 0.113151 -2.918709 0.100254 0.113141 10.625 10.875 1.0817e+06
11 8.069761 0.033076 0.042882 -2.918610 0.033057 0.042999 8.304119 0.103120 0.116688 -2.684255 0.103021 0.116664 10.875 11.125 616408
11.25 8.558847 0.017920 0.032583 -2.679177 0.017922 0.032574 8.792864 0.093527 0.126077 -2.445162 0.093459 0.126215 11.125 11.375 344227
11.5 9.070601 0.019157 0.025499 -2.417260 0.019147 0.025510 9.305079 0.101120 0.117809 -2.182785 0.101080 0.117832 11.375 11.625 191391
11.75 9.635896 0.025455 0.028135 -2.101800 0.025376 0.028148 9.869746 0.097339 0.107924 -1.867948 0.097310 0.108006 11.625 11.875 105643
12 10.163776 0.028758 0.022692 -1.823284 0.028754 0.022692 10.397474 0.101356 0.103216 -1.589587 0.101346 0.103281 11.875 12.125 57335
12.25 10.495215 0.033179 0.017477 -1.741332 0.033201 0.017422 10.729650 0.097142 0.101829 -1.506899 0.097201 0.101786 12.125 12.375 30327
12.5 10.635765 0.055455 0.031240 -1.851166 0.055346 0.031255 10.868316 0.126572 0.103766 -1.618622 0.126562 0.103762 12.375 12.625 15766
12.75 10.700834 0.095985 0.039985 -2.035056 0.095986 0.039986 10.935037 0.149157 0.110637 -1.800859 0.149144 0.110659 12.625 12.875 7791
13 10.782825 0.108723 0.041751 -2.201415 0.108725 0.041750 11.016301 0.158575 0.108957 -1.967933 0.158592 0.108962 12.875 13.125 3633
13.25 10.886064 0.115000 0.049355 -2.342269 0.115000 0.049355 11.117798 0.167312 0.117729 -2.110532 0.167314 0.117731 13.125 13.375 1584
13.5 10.966476 0.119591 0.051821 -2.509578 0.119594 0.051819 11.203748 0.162972 0.113322 -2.272308 0.162973 0.113243 13.375 13.625 619
13.75 11.075712 0.102064 0.052598 -2.646563 0.102069 0.052596 11.316978 0.145016 0.118772 -2.405297 0.145017 0.118769 13.625 13.875 232
14 11.189076 0.080674 0.062407 -2.785484 0.080675 0.062408 11.450881 0.121333 0.123380 -2.523677 0.121333 0.123383 13.875 14.125 51
14.25 10.992562 0.140635 0.029613 -3.235517 0.140635 0.029612 11.254944 0.189675 0.070780 -2.973136 0.189676 0.070781 14.125 14.375 8
14.5 10.991809 0.342248 0.096668 -3.551528 0.342248 0.096668 11.286013 0.365216 0.156017 -3.257325 0.365217 0.156017 14.375 14.625 1
14.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.625 14.875 0
15 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 14.875 15.125 0
15.25 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.125 15.375 0
15.5 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.375 15.625 0
15.75 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 15.625 15.875 0
