#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.690967.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 2.724 1.06886 1.1326 4.28881 0.713584 0.885499 1.36639 0.720235 0.792062 3.28879 1.06537 1.57433 4.6111 0.79243 0.907861 1.62268 1.34356 0.951204 3.31919 1.09206 1.6016 4.64134 0.77434 0.963864 1.67716 1.27317 1.00521 7.2 7.4 16437 2509 2769 1793
7.5 2.8526 0.845123 1.2454 4.3419 0.654369 0.884012 1.40553 0.686069 0.795501 3.39289 0.959739 1.66189 4.74246 0.646773 0.954575 1.69668 1.32547 1.00902 3.46486 0.946145 1.69446 4.75425 0.726862 0.97327 1.72599 1.21602 1.04612 7.4 7.6 13609 2240 2424 1470
7.7 2.85256 0.771778 1.22627 4.41512 0.629293 0.937318 1.3754 0.617189 0.752145 3.47857 0.856429 1.69802 4.83524 0.593427 0.96856 1.74027 1.17907 1.05422 3.59167 0.881944 1.8252 4.93922 0.634616 1.03364 1.81426 1.07429 1.17678 7.6 7.8 11950 2105 2054 1339
7.9 2.9662 0.644914 1.31559 4.57013 0.787488 0.95137 1.33586 0.495737 0.751127 3.6118 0.670494 1.79768 4.98656 0.577929 0.998908 1.74543 0.983858 1.12462 3.66378 0.770839 1.84889 5.11132 0.512463 1.06463 1.87089 0.926364 1.23469 7.8 8 11096 2086 2094 1279
8.1 3.0275 0.469309 1.35772 4.85229 0.610064 1.1778 1.32794 0.38126 0.746323 3.62672 0.569942 1.79649 5.16659 0.439426 1.16857 1.67991 0.861735 1.13373 3.7 0.666935 1.87819 5.14994 0.437795 1.11173 1.82082 0.83688 1.21189 8 8.2 10505 2015 1942 1137
8.3 2.99167 0.391369 1.30725 4.85214 0.61585 1.03709 1.30333 0.287484 0.71874 3.62073 0.479268 1.76053 5.21237 0.314006 1.16183 1.50838 0.729044 0.951017 3.68269 0.602308 1.89406 5.2447 0.339499 1.19293 1.60992 0.867494 1.05493 8.2 8.4 9595 2032 1742 1033
8.5 2.81337 0.423665 1.14574 4.7917 0.495546 1.05961 1.21303 0.245456 0.583005 3.55682 0.429052 1.71471 5.16601 0.327832 1.05133 1.50635 0.584118 0.915549 3.625 0.495454 1.84167 5.24392 0.316195 1.11897 1.6681 0.582054 1.03672 8.4 8.6 9042 1822 1682 977
8.7 2.6835 0.31531 0.986833 4.63403 0.383742 0.916043 1.17982 0.155761 0.518367 3.4875 0.3615 1.58375 5.15019 0.278943 1.02215 1.47558 0.457865 0.863485 3.57308 0.429196 1.7326 5.16105 0.300406 0.986192 1.59369 0.480662 0.945332 8.6 8.8 8726 1799 1597 1004
8.9 2.48654 0.321462 0.785889 4.46614 0.363774 0.833033 1.0957 0.144797 0.383762 3.28548 0.318193 1.43826 5.01621 0.26787 0.991484 1.392 0.299416 0.789952 3.48667 0.341459 1.61275 5.14195 0.212044 0.966851 1.40983 0.462614 0.744748 8.8 9 8737 1786 1587 1001
9.1 2.32558 0.340669 0.730674 4.30887 0.391603 0.748523 1.05241 0.128513 0.367061 3.07778 0.29319 1.26021 4.79457 0.305875 0.760367 1.20973 0.270447 0.590961 3.28636 0.370454 1.40886 4.99891 0.289868 0.843941 1.32174 0.384996 0.715705 9 9.2 8759 1613 1601 972
9.3 2.19783 0.302174 0.560326 4.21166 0.336177 0.650358 0.98201 0.103832 0.288552 2.7277 0.413964 0.942176 4.59603 0.296919 0.661234 1.09997 0.231968 0.453304 3.02917 0.398106 1.10625 4.87582 0.236262 0.755844 1.08142 0.363452 0.495566 9.2 9.4 8978 1511 1650 921
9.5 2.13611 0.269152 0.451587 4.04298 0.322373 0.411132 0.952204 0.0838265 0.211365 2.42917 0.385985 0.692098 4.42491 0.312603 0.565524 0.974623 0.17967 0.369387 2.78636 0.457386 0.881364 4.67331 0.255484 0.578524 0.975182 0.262354 0.378703 9.4 9.6 9816 1287 1680 1015
9.7 1.97794 0.235809 0.305025 3.8948 0.300817 0.37974 0.918548 0.0742466 0.185265 2.155 0.331905 0.4625 4.19209 0.334538 0.420382 0.849991 0.135379 0.303938 2.44531 0.470864 0.7 4.52807 0.274941 0.464983 0.874369 0.166205 0.289899 9.6 9.8 10783 1024 1773 1073
9.9 1.875 0.203333 0.24 3.80719 0.310912 0.31797 0.856919 0.0769574 0.159662 1.93026 0.270873 0.276692 3.99055 0.310608 0.335778 0.751162 0.130247 0.189918 2.1 0.44375 0.475 4.30365 0.274593 0.420307 0.751118 0.178747 0.247832 9.8 10 12314 759 1777 1101
10.1 1.84375 0.278125 0.25625 3.75317 0.281915 0.346381 0.827289 0.102681 0.128641 1.625 0.192241 0.165 3.61824 0.232934 0.239367 0.615737 0.121207 0.127395 1.97857 0.344866 0.323572 4.12682 0.287838 0.332089 0.6581 0.121011 0.183234 10 10.2 14210 531 1784 1119
10.3 1.985 0.29 0.37875 3.91586 0.534089 0.458273 0.83012 0.13707 0.13354 1.37794 0.112684 0.0779412 3.3264 0.233052 0.206552 0.455975 0.0668569 0.0405105 1.5881 0.303571 0.163095 3.71946 0.342499 0.287188 0.509234 0.126332 0.0910869 10.2 10.4 16465 255 1885 1098
10.5 1.9125 0.3325 0.2625 4.09639 0.375479 0.423916 0.817731 0.144773 0.149934 1.20294 0.101434 0.0483578 2.96233 0.261354 0.216442 0.403044 0.0323355 0.0684532 1.36667 0.184722 0.138782 3.3984 0.287638 0.269421 0.403259 0.0596398 0.0722998 10.4 10.6 17146 128 1692 998
10.7 1.95 0.425 0.375 3.76538 0.337983 0.238219 0.720436 0.155647 0.251681 1.07837 0.0796992 0.0464689 2.47347 0.307574 0.257503 0.3202 0.0802348 0.0465908 1.20469 0.176563 0.127764 2.95497 0.338031 0.31716 0.332116 0.0744494 0.0614176 10.6 10.8 15633 64 1331 743
10.9 1.375 0.5 0.225 3.21995 0.540387 0.559975 0.422117 0.265143 0.247597 1.05135 0.0540059 0.0844594 2.30371 0.149926 0.352777 0.305711 0.0389673 0.0805585 1.11563 0.0997596 0.146307 2.60258 0.252416 0.425483 0.305335 0.0621069 0.0849512 10.8 11 11730 25 804 479
11.1 1.325 0.5 0.45 3.36827 0.410336 1.65 0.595193 0.276202 0.294471 0.969444 0.0659723 0.122076 2.05733 0.268918 0.387622 0.232616 0.0923179 0.0356947 0.970833 0.120833 0.185833 2.35715 0.358703 0.326508 0.211647 0.0363736 0.0334177 11 11.2 7054 10 311 213
11.3 0.875 0.225 0.875 0.892067 0.242067 0.892067 0.815866 0.242067 0.815866 0.9375 0.1175 0.1025 1.90204 0.290261 0.303126 0.190386 0.0896638 0.0781259 0.766667 0.141667 0.129167 2.14471 0.526202 0.693026 0.191989 0.0536862 0.0920122 11.2 11.4 3252 1 86 70
11.5 0 0 0 0 0 0 0 0 0 0.8125 0.3375 0.4875 1.56827 0.89447 1.2262 0.205529 0.215866 0.107933 0.675 0.375 0.45 1.74447 0.894471 0.6 0.0896638 0.107933 0.0198319 11.4 11.6 1101 0 9 7
11.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.325 0.825 0.325 0.342067 0.992067 0.342067 0.207933 0.107933 0.207933 11.6 11.8 257 0 0 2
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 52 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 3 0 0 0
