#Observed stellar masses in Msun
#Quenching delay times in Gyr.
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Err+ and Err- are errors over all MCMC points.
#+1 and -1 sigma are the 84th and 16th percentile ranges for galaxies in a single model.
#All satellites selected at a=0.328997.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of quenched(all)/quenched after infall(sats) galaxies in the bin for the bestfit model.
#SM Median_Quenching_Delay_Time(MW) Err+ Err- +1_sigma_Quenching_Delay_Time(MW) Err+ Err- -1_sigma_Quenching_Delay_Time(MW) Err+ Err- Median_Quenching_Delay_Time(GR) Err+ Err- +1_sigma_Quenching_Delay_Time(GR) Err+ Err- -1_sigma_Quenching_Delay_Time(GR) Err+ Err- Median_Quenching_Delay_Time(CL) Err+ Err- +1_sigma_Quenching_Delay_Time(CL) Err+ Err- -1_sigma_Quenching_Delay_Time(CL) Err+ Err- SM_Left SM_Right Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.521902 0.180671 0.150866 0.947171 0.250614 0.207469 0.148398 0.129436 0.0365328 0.546455 0.22795 0.152705 0.996799 0.236626 0.191212 0.155529 0.228077 0.0431275 0.475 0.2375 0.475 0.892067 0.309294 0.892067 0.102765 0.140025 0.102765 7.2 7.4 80 624 198 4
7.5 0.510465 0.153897 0.132141 0.978202 0.236739 0.213861 0.146365 0.117936 0.0315183 0.512589 0.21055 0.142589 1.0044 0.294685 0.280519 0.147778 0.164563 0.05043 0.425 0.25 0.35 0.844549 0.379728 0.702482 0.110818 0.204487 0.071154 7.4 7.6 118 780 251 5
7.7 0.508257 0.14341 0.122377 1.00208 0.228183 0.238699 0.150898 0.103819 0.0326885 0.518657 0.173735 0.109041 1.03765 0.278795 0.23885 0.152689 0.151062 0.0341068 0.50625 0.21875 0.20625 0.95985 0.256495 0.349513 0.142356 0.241299 0.0566588 7.6 7.8 189 831 296 8
7.9 0.505682 0.136818 0.0878934 0.996763 0.186303 0.204882 0.1549 0.111833 0.0278793 0.510766 0.183464 0.118074 1.04556 0.235439 0.191571 0.151429 0.126877 0.0328527 0.533333 0.379167 0.152083 1.07464 0.495311 0.369832 0.147597 0.184134 0.0560896 7.8 8 318 911 323 5
8.1 0.517869 0.115683 0.0716194 1.01069 0.160105 0.174052 0.169614 0.110423 0.0385688 0.526989 0.160511 0.106155 1.05704 0.217919 0.175819 0.148945 0.111093 0.032249 0.45 0.3125 0.125 0.842727 0.575542 0.35066 0.134075 0.155588 0.0404453 8 8.2 458 869 321 5
8.3 0.521739 0.112254 0.0712548 1.0155 0.174056 0.14093 0.179168 0.117031 0.0448823 0.516333 0.155618 0.0877619 1.05895 0.207874 0.169216 0.140938 0.127702 0.0267824 0.6 0.175 0.183333 1.04856 0.235218 0.30721 0.147597 0.179328 0.0432689 8.2 8.4 635 910 391 8
8.5 0.515569 0.105066 0.0580167 1.02171 0.141164 0.157873 0.20397 0.100947 0.0626747 0.517614 0.140341 0.0824785 1.06657 0.19096 0.176058 0.146985 0.119812 0.0279406 0.525 0.2 0.175 1.06755 0.346874 0.336538 0.139104 0.161619 0.0415069 8.4 8.6 852 880 371 14
8.7 0.509639 0.0911191 0.0483817 1.01362 0.143311 0.15195 0.20131 0.111394 0.0633558 0.518421 0.13396 0.0948295 1.06634 0.203698 0.178348 0.149345 0.117243 0.0293878 0.525 0.158333 0.175 1.00168 0.24279 0.338941 0.163462 0.210336 0.0718151 8.6 8.8 1076 896 451 11
8.9 0.515972 0.0755662 0.0488569 0.990664 0.115981 0.114374 0.213174 0.0946078 0.0711248 0.504286 0.124123 0.0723412 1.04877 0.176889 0.172422 0.159913 0.0960493 0.0395512 0.55 0.375 0.1 0.948437 0.40637 0.258213 0.221395 0.2 0.107933 8.8 9 1345 721 446 7
9.1 0.527128 0.0700946 0.0517804 1.01134 0.0929205 0.127142 0.230479 0.0787237 0.0819713 0.491346 0.133654 0.0728679 1.04412 0.186209 0.184412 0.141091 0.109813 0.0254154 0.55 0.2 0.15 0.96274 0.439664 0.223798 0.16863 0.144832 0.0551681 9 9.2 1646 538 495 8
9.3 0.531548 0.0573412 0.0499799 0.992231 0.0916606 0.107213 0.242657 0.0627419 0.0905673 0.483 0.114619 0.0628077 0.982496 0.174651 0.141383 0.144236 0.0758789 0.0254082 0.5875 0.3625 0.1375 1.08654 0.365865 0.331731 0.184857 0.252403 0.0872604 9.2 9.4 1934 384 478 4
9.5 0.555556 0.0765874 0.0680555 1.04766 0.174405 0.146008 0.244858 0.0638377 0.0851199 0.479787 0.0795877 0.0643111 0.959872 0.120234 0.140355 0.147019 0.0746606 0.026408 0.475 0.15 0.0625 0.947235 0.259975 0.255891 0.18726 0.132572 0.0737983 9.4 9.6 2100 231 523 14
9.7 0.5625 0.0767857 0.0744048 1.01621 0.144046 0.105214 0.207039 0.0934442 0.0708602 0.465909 0.0709659 0.0500758 0.932124 0.14768 0.139338 0.137851 0.0614908 0.020837 0.55 0.275 0.1375 1.2524 0.410336 0.426202 0.288462 0.142067 0.161899 9.6 9.8 2243 147 475 8
9.9 0.58125 0.0631945 0.0784723 1.02267 0.157849 0.137702 0.162264 0.116105 0.0357096 0.445192 0.0616259 0.034478 0.877519 0.158296 0.0950696 0.128626 0.0508394 0.0144211 0.53 0.37 0.155 1.08654 0.592067 0.284135 0.229328 0.118269 0.0865379 9.8 10 2405 78 469 12
10.1 0.615 0.0683333 0.09 1.06478 0.176924 0.127765 0.207815 0.0722353 0.0729578 0.439815 0.0466717 0.0504209 0.886127 0.170401 0.127638 0.126962 0.0334582 0.017357 0.5125 0.1125 0.1125 1.04447 0.218269 0.359134 0.195193 0.0920672 0.105529 10 10.2 2504 46 405 10
10.3 0.775 0.108333 0.1875 1.26274 0.160336 0.150722 0.266227 0.0820923 0.147235 0.428846 0.0435222 0.048489 0.816858 0.172995 0.123031 0.129488 0.0220884 0.015119 0.575 0.175 0.125 1.17067 0.381731 0.526202 0.18726 0.177403 0.0896638 10.2 10.4 2585 20 401 9
10.5 0.525 0.258333 0.125 1.06274 0.289664 0.276202 0.221395 0.093269 0.107933 0.434483 0.0425172 0.0403651 0.824036 0.133813 0.0946875 0.130893 0.0160117 0.0144376 0.483333 0.129167 0.0583333 0.810336 0.932933 0.213462 0.163462 0.242067 0.0762017 10.4 10.6 2439 10 369 8
10.7 0.8 0.075 0.2125 0.994471 0.565866 0.160336 0.255529 0.514303 0.173798 0.443478 0.0481884 0.040892 0.902681 0.110697 0.140305 0.131983 0.0149778 0.0178869 0.45 0.0375 0.175 0.927403 0.243269 0.330529 0.114664 0.0987983 0.0302885 10.6 10.8 2104 3 243 11
10.9 0.85 0.6 0.625 0.976202 0.542067 0.642067 0.507933 0.507933 0.392067 0.482692 0.0673077 0.0511133 0.931967 0.110386 0.132815 0.154029 0.0619338 0.0248919 0.45 0.05 0.1 0.944471 0.310336 0.426202 0.129087 0.226443 0.0433894 10.8 11 1628 1 182 9
11.1 0 1.025 0 0 1.04207 0 0 1.00793 0 0.545 0.0675001 0.0727777 1.06766 0.179446 0.22921 0.210612 0.0319417 0.0857614 0.366667 0.0583333 0.0916667 0.493269 0.509135 0.075 0.0975966 0.157933 0.0237983 11 11.2 992 1 101 5
11.3 0 0 0 0 0 0 0 0 0 0.608333 0.0916666 0.133333 1.07704 0.205647 0.207933 0.251283 0.0647633 0.11264 0.35 0.1 0.1 0.442067 0.468269 0.157933 0.257933 0.1 0.184134 11.2 11.4 433 0 32 1
11.5 0 0 0 0 0 0 0 0 0 0.625 0.825 0.525 1.36034 0.157933 1.13413 0.0817311 0.342067 0.0158655 0 0.125 0 0 0.142067 0 0 0.107933 0 11.4 11.6 128 0 4 1
11.7 0 0 0 0 0 0 0 0 0 0 0.225 0 0 0.242067 0 0 0.207933 0 0 0 0 0 0 0 0 0 0 11.6 11.8 21 0 1 0
11.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 3 0 0 0
